Matrix Size,Eigenvalue,Kinetic Difference,Log Kinetic Difference
57,1.84623200769278062993949091076950075,0.0037971935595174730727531799038211269065439701080,-2.420537264412000677538117088261060416698455810546875
58,1.84623195348234675011923557964435564,0.0037971393490835932524978487786760169065439701080,-2.420543464638559072454881970770657062530517578125
59,1.84623190287344976594575665147227006,0.0037970887401866090790189206065904369065439701080,-2.4205492530253280847318819724023342132568359375
60,1.84623185557184799283458075860063939,0.0037970414385848359678430277349597669065439701080,-2.420554663210339629841882924665696918964385986328125
61,1.84623181131168655693046684024687015,0.0037969971784234000637291093811905269065439701080,-2.4205597255875144213632665923796594142913818359375
62,1.84623176985235254086035857253686365,0.0037969557190893839936208416711840269065439701080,-2.4205644676659101577342880773358047008514404296875
63,1.84623173097572214891506569322969962,0.0037969168424589920483279623640199969065439701080,-2.42056891438421306617101436131633818149566650390625
64,1.84623169448374575373546771576644121,0.0037968803504825968687299849007615869065439701080,-2.420573088386646976033489409019239246845245361328125
65,1.84623166019632486910957597069125724,0.0037968460630617122428382398255776169065439701080,-2.420577010265545059297664920450188219547271728515625
66,1.84623162794944193572921862535920006,0.0037968138161787788624808944935204369065439701080,-2.42058069877504866695971941226162016391754150390625
67,1.84623159759350954471604426590102293,0.0037967834602463878493065350353433069065439701080,-2.420584171019743990882489015348255634307861328125
68,1.84623156899191054903802341396742253,0.0037967548586473921712856831017429069065439701080,-2.42058744262149172499221094767563045024871826171875
69,1.84623154201970458171539404876529364,0.0037967278864414248486563178996140169065439701080,-2.42059052786725015238289415719918906688690185546875
70,1.84623151656247993954832164752609803,0.0037967024292167826815839166604184069065439701080,-2.420593439840291960507556723314337432384490966796875
71,1.84623149251533270658735972301957976,0.0037966783820695497206219921539001369065439701080,-2.42059619053688113154976235819049179553985595703125
72,1.84623146978195746872091552685196732,0.0037966556486943118541777959862876969065439701080,-2.420598790970203584294040410895831882953643798828125
73,1.84623144827383608050253617244602561,0.0037966341405729236357984415803459869065439701080,-2.420601251263092112964159241528250277042388916015625
74,1.84623142790951274634517481976204252,0.0037966137762495894784370888963628969065439701080,-2.42060358073088988106746910489164292812347412109375
75,1.84623140861394521911601871359123982,0.0037965944806820622492809827255601969065439701080,-2.42060578795561465170749215758405625820159912109375
