Matrix size,Eigenvalue 1,Adjusted Eigenvalue 1,Log(Adjusted Eigenvalue 1),Eigenvalue 2,Adjusted Eigenvalue 2,Log(Adjusted Eigenvalue 2),Eigenvalue 3,Adjusted Eigenvalue 3,Log(Adjusted Eigenvalue 3),Eigenvalue 4,Adjusted Eigenvalue 4,Log(Adjusted Eigenvalue 4)
49,0.500000257245639067094701477854181989,-1.346230680405676232905298522145818011,0.12911948384296512148949886977788992226123809814453125,1.84623261913211506372895132486494872,-2.09010499057345053627104867513505128,0.320168102226588813241647812901646830141544342041015625,3.93634255951936074425407470902083243,-2.86332271829611025574592529097916757,0.45687029907876153256296447580098174512386322021484375,6.79967561811017799565674977413495441,-3.64837095717765000434325022586504559,0.56209898987146633686506902449764311313629150390625
50,0.500000242188979628340553906490179497,-1.346230695462335671659446093509820503,0.1291194887002486135774148579002940095961093902587890625,1.84623252062839037960459952446308997,-2.09010508907717522039540047553691003,0.320168122694279799755889825974008999764919281005859375,3.93634226915643645725430263840833487,-2.86332300865903454274569736159166513,0.45687034311955676546546101235435344278812408447265625,6.79967501039783429795022605184463476,-3.64837156488999370204977394815536524,0.5620990622122723490150519864982925355434417724609375
51,0.500000228284829158600065763982180647,-1.346230709366486141399934236017819353,0.1291194931857322369950225038337521255016326904296875,1.84623242967261925191022238190940021,-2.09010518003294634808977761809059979,0.320168141593611121908935501778614707291126251220703125,3.93634200107966390043542807149172921,-2.86332327673580709956457192850827079,0.456870383780095978831781167173176072537899017333984375,6.79967444943506313072180972905338578,-3.64837212585276486927819027094661422,0.56209912898809621939477665364393033087253570556640625
52,0.500000215424987792532593916084191259,-1.346230722226327507467406083915808741,0.1291194973343214036365367292091832496225833892822265625,1.84623234555530824964465168482053444,-2.09010526415025735035534831517946556,0.320168159072005853449383039333042688667774200439453125,3.93634175319015335467022412914701840,-2.86332352462531764532977587085298160,0.456870421378729296701948214831645600497722625732421875,6.79967393080738252947316998580787365,-3.64837264448044547052683001419212635,0.562099190724431263532778757507912814617156982421875
53,0.500000203513220352578262092504081371,-1.346230734138094947421737907495918629,0.1291195011770615852508825582845020107924938201904296875,1.84623226764552929326770024299704599,-2.09010534206003630673229975700295401,0.32016817526056196019368371707969345152378082275390625,3.93634152362194133127829138305858234,-2.86332375419352966872170861694141766,0.4568704561984773260263636984745971858501434326171875,6.79967345059167940002355597541636258,-3.64837312469614859997644402458363742,0.5620992478882784748606127323000691831111907958984375
54,0.500000192463740756719384084167731588,-1.346230745187574543280615915832268412,0.1291195047416273389284668837717617861926555633544921875,1.84623219538095213575692724360624248,-2.09010541432461346424307275639375752,0.320168190276124142723546128763700835406780242919921875,3.93634131071236789054127134779708192,-2.86332396710310310945872865220291808,0.4568704884915246733356752883992157876491546630859375,6.79967300529351140572329892928417773,-3.64837356999431659427670107071582227,0.56209930089561044308510417977231554687023162841796875
55,0.500000182199911931586459365384907505,-1.346230755451403368413540634615092495,0.129119508052741915893335544751607812941074371337890625,1.84623212825929655717730105417868125,-2.09010548144626904282269894582131875,0.320168204223058971980009346225415356457233428955078125,3.93634111297668439866937038923887815,-2.86332416483878660133062961076112185,0.45687051848307091983514283128897659480571746826171875,6.79967259179339531796279003591886285,-3.64837398349443268203720996408113715,0.56209935011776523960946860825060866773128509521484375
56,0.500000172653127359987120454616280717,-1.346230764998187940012879545383719283,0.1291195111325376954081178837441257201135158538818359375,1.84623206583098072678450156230666445,-2.09010554387458487321549843769333555,0.32016821719478361085720052869874052703380584716796875,3.93634092908622370203976570533706443,-2.86332434872924729796023429466293557,0.4568705463746420836201878046267665922641754150390625,6.79967220730065723743162803861583664,-3.64837436798717076256837196138416336,0.5620993958869398010591567071969620883464813232421875
57,0.500000163761846205299669128277756524,-1.346230773889469094700330871722243476,0.1291195140008678521326146437786519527435302734375,1.84623200769278062993949091076950075,-2.09010560201278497006050908923049925,0.320168229275082205642632970921113155782222747802734375,3.93634075784957992813938481478111000,-2.86332451996589107186061518521889000,0.456870572346945003072704594160313718020915985107421875,6.79967184931366685696756147266699631,-3.64837472597416114303243852733300369,0.5620994385009236982142510896665044128894805908203125
58,0.500000155470758689531631937583250768,-1.346230782180556610468368062416749232,0.129119516675575363162664643823518417775630950927734375,1.84623195348234675011923557964435564,-2.09010565622321884988076442035564436,0.3201682405392460850634961389005184173583984375,3.93634059819633885152685938067658554,-2.86332467961913214847314061932341446,0.45687059656233486304444113557110540568828582763671875,6.79967151558547845078969723184116920,-3.64837505970234954921030276815883080,0.5620994782271895306990927565493620932102203369140625
