File Number,First Data
2,1.9085086267981568
3,1.855381941297641
4,1.8495590652027496
5,1.847845875461695
6,1.847143967974492
7,1.8467996349297748
8,1.8466099346964997
9,1.846496502458008
10,1.8464243854162927
11,1.8463762899860967
12,1.8463429584887432
13,1.8463191172207924
14,1.8463016065156908
15,1.8462884523818548
16,1.8462783772138869
17,1.846270528711606
18,1.846264323185556
19,1.8462593516125407
20,1.8462553214915671
21,1.8462520198361847
22,1.8462492890279116
23,1.8462470107079865
24,1.8462450948151408
25,1.8462434719897145
26,1.8462420882234103
27,1.8462409010339909
28,1.8462398766924928
29,1.84623898818784
30,1.846238213715219
31,1.846237535541256
32,1.8462369391434768
33,1.8462364125516209
34,1.8462359458390456
35,1.846235530726798
36,1.8462351602730167
37,1.8462348286275183
38,1.8462345308365575
39,1.846234262686518
40,1.8462340205779963
41,1.846233801423798
42,1.8462336025658483
43,1.8462334217071623
44,1.84623325685587
45,1.8462331062789468
46,1.846232968463792
47,1.846232842086195
48,1.8462327259835103
49,1.8462326191321152
50,1.8462325206283905
51,1.8462324296726191
52,1.846232345555308
53,1.8462322676455287
54,1.846232195380952
55,1.8462321282592964
56,1.8462320658309808
57,1.8462320076927807
58,1.8462319534823468
59,1.8462319028734495
60,1.846231855571848
61,1.8462318113116865
62,1.8462317698523525
63,1.846231730975722
64,1.8462316944837456
65,1.846231660196325
66,1.8462316279494415
67,1.8462315975935093
68,1.8462315689919104
69,1.8462315420197044
70,1.84623151656248
71,1.8462314925153327
72,1.8462314697819573
73,1.846231448273836
74,1.846231427909513
75,1.8462314086139449
76,1.8462313903179233
77,1.8462313729575464
78,1.8462313564737551
79,1.846231340811908
80,1.8462313259214
81,1.8462313117553208
82,1.8462312982701417
83,1.8462312854254368
84,1.8462312731836248
85,1.846231261509742
86,1.8462312503712288
87,1.8462312397377416
88,1.8462312295809764
89,1.846231219874512
90,1.8462312105936656
91,1.8462312017153608
92,1.8462311932180049
93,1.8462311850813828
94,1.8462311772865516
95,1.8462311698157488
96,1.846231162652312
97,1.846231155780592
98,1.8462311491858896
99,1.846231142854384
100,1.8462311367730728
101,1.84623113092972
102,1.8462311253127976
103,1.8462311199114427
104,1.8462311147154125
105,1.8462311097150408
106,1.8462311049012048
107,1.8462311002652865
108,1.8462310957991397
109,1.846231091495064
110,1.8462310873457728
111,1.8462310833443716
112,1.8462310794843275
113,1.8462310757594536
114,1.8462310721638844
115,1.8462310686920569
116,1.8462310653386933
117,1.846231062098784
118,1.8462310589675692
119,1.8462310559405304
120,1.84623105301337
121,1.8462310501820025
122,1.84623104744254
123,1.8462310447912844
124,1.8462310422247128
125,1.8462310397394723
126,1.8462310373323652
