Eigenstate,Energy
413,68228.94744247117
414,68559.74792936952
415,68891.34841509305
416,69223.74889964741
417,69556.94938303823
418,69890.94986527106
419,70225.75034635146
420,70561.35082628492
421,70897.75130507689
422,71234.9517827328
423,71572.952259258
424,71911.75273465786
425,72251.35320893767
426,72591.7536821027
427,72932.95415415817
428,73274.95462510928
429,73617.75509496119
430,73961.35556371901
431,74305.7560313878
432,74650.95649797267
433,74996.95696347859
434,75343.75742791055
435,75691.35789127347
436,76039.75835357231
437,76388.9588148119
438,76738.95927499709
439,77089.75973413272
440,77441.36019222354
441,77793.7606492743
442,78146.96110528971
443,78500.96156027446
444,78855.7620142332
445,79211.36246717055
446,79567.76291909105
447,79924.96336999933
448,80282.96381989986
449,80641.76426879715
450,81001.36471669567
451,81361.76516359983
452,81722.96560951408
453,82084.96605444278
454,82447.76649839024
455,82811.36694136081
456,83175.7673833588
457,83540.96782438843
458,83906.96826445397
459,84273.7687035596
460,84641.36914170951
461,85009.76957890784
462,85378.97001515873
463,85748.97045046627
464,86119.77088483452
465,86491.37131826757
466,86863.77175076937
467,87236.97218234399
468,87610.97261299533
469,87985.77304272736
470,88361.37347154398
471,88737.77389944912
472,89114.97432644661
473,89492.97475254032
474,89871.77517773405
475,90251.37560203158
476,90631.77602543672
477,91012.97644795319
478,91394.9768695847
479,91777.77729033498
480,92161.37771020769
481,92545.77812920649
482,92930.978547335
483,93316.97896459684
484,93703.77938099559
485,94091.3797965348
486,94479.78021121805
487,94868.98062504882
488,95258.9810380306
489,95649.78145016689
490,96041.38186146117
491,96433.78227191685
492,96826.98268153731
493,97220.98309032599
494,97615.78349828623
495,98011.3839054214
496,98407.78431173484
497,98804.9847172298
498,99202.98512190966
499,99601.78552577765
500,100001.385928837
501,100401.78633109096
502,100802.98673254272
503,101204.98713319552
504,101607.78753305251
505,102011.38793211684
506,102415.78833039166
507,102820.98872788007
508,103226.98912458518
509,103633.78952051008
510,104041.3899156578
511,104449.79031003141
512,104858.99070363396
513,105268.9910964684
514,105679.7914885378
515,106091.39187984506
516,106503.79227039315
517,106916.99266018507
518,107330.99304922367
519,107745.79343751192
520,108161.39382505264
521,108577.79421184876
522,108994.99459790312
523,109412.99498321854
524,109831.79536779788
525,110251.39575164388
526,110671.79613475942
527,111092.9965171472
528,111514.99689881004
529,111937.79727975064
530,112361.39765997174
531,112785.79803947607
532,113210.99841826627
533,113636.99879634511
534,114063.7991737152
535,114491.3995503792
536,114919.79992633977
537,115349.00030159952
538,115779.00067616101
539,116209.80105002692
540,116641.40142319976
541,117073.80179568214
542,117507.00216747657
543,117941.00253858564
544,118375.8029090118
545,118811.40327875764
546,119247.80364782558
547,119685.00401621815
548,120123.0043839378
549,120561.80475098698
550,121001.40511736814
551,121441.8054830837
552,121883.00584813608
553,122325.00621252767
554,122767.80657626087
555,123211.40693933808
556,123655.8073017616
557,124101.00766353383
558,124547.00802465709
559,124993.80838513369
560,125441.40874496596
561,125889.8091041562
562,126339.00946270669
563,126789.0098206197
564,127239.81017789753
565,127691.41053454236
566,128143.81089055647
567,128597.01124594212
568,129051.01160070147
569,129505.81195483675
570,129961.41230835016
571,130417.81266124384
572,130875.01301352
573,131333.0133651808
574,131791.81371622835
575,132251.41406666482
576,132711.81441649233
577,133173.01476571293
578,133635.01511432882
579,134097.81546234203
580,134561.41580975463
581,135025.81615656876
582,135491.01650278643
583,135957.01684840966
584,136423.81719344054
585,136891.4175378811
586,137359.81788173327
587,137829.01822499916
588,138299.01856768073
589,138769.81890977992
590,139241.4192512988
591,139713.81959223925
592,140187.01993260326
593,140661.02027239278
594,141135.82061160976
595,141611.42095025608
596,142087.8212883337
597,142565.0216258445
598,143043.0219627904
599,143521.82229917328
600,144001.422634995
601,144481.82297025743
602,144963.02330496247
603,145445.02363911195
604,145927.82397270773
605,146411.42430575157
606,146895.82463824537
607,147381.0249701909
608,147867.02530158995
609,148353.8256324444
610,148841.42596275595
611,149329.82629252644
612,149819.0266217576
613,150309.0269504512
614,150799.827278609
615,151291.42760623273
616,151783.82793332415
617,152277.02825988497
618,152771.02858591688
619,153265.82891142165
620,153761.42923640096
621,154257.8295608565
622,154755.02988478995
623,155253.03020820298
624,155751.83053109728
625,156251.43085347448
626,156751.8311753363
627,157253.0314966843
628,157755.03181752015
629,158257.83213784554
630,158761.432457662
631,159265.8327769712
632,159771.03309577474
633,160277.0334140742
634,160783.8337318712
635,161291.4340491673
636,161799.83436596405
637,162309.03468226307
638,162819.0349980659
639,163329.83531337412
640,163841.43562818924
641,164353.8359425128
642,164867.03625634636
643,165381.03656969144
644,165895.83688254957
645,166411.4371949222
646,166927.8375068109
647,167445.03781821713
648,167963.03812914243
649,168481.8384395882
650,169001.438749556
651,169521.83905904723
652,170043.03936806344
653,170565.039676606
654,171087.8399846764
655,171611.44029227606
656,172135.84059940645
657,172661.04090606896
658,173187.0412122651
659,173713.84151799613
660,174241.4418232636
661,174769.84212806888
662,175299.04243241332
663,175829.04273629838
664,176359.8430397254
665,176891.44334269577
666,177423.84364521084
667,177957.043947272
668,178491.04424888064
669,179025.84455003805
670,179561.4448507456
671,180097.84515100467
672,180635.04545081657
673,181173.04575018265
674,181711.84604910415
675,182251.44634758247
676,182791.84664561893
677,183333.0469432148
678,183875.04724037135
679,184417.84753708995
680,184961.44783337187
681,185505.84812921836
682,186051.04842463072
683,186597.0487196102
684,187143.84901415807
685,187691.44930827565
686,188239.84960196412
687,188789.0498952248
688,189339.05018805884
689,189889.85048046755
690,190441.45077245217
691,190993.85106401393
692,191547.051355154
693,192101.0516458736
694,192655.851936174
695,193211.4522260564
696,193767.85251552192
697,194325.05280457187
698,194883.05309320736
699,195441.85338142965
700,196001.45366923985
701,196561.85395663916
702,197123.05424362875
703,197685.0545302098
704,198247.85481638345
705,198811.45510215088
706,199375.8553875133
707,199941.05567247167
708,200507.05595702733
709,201073.85624118132
710,201641.4565249348
711,202209.85680828884
712,202779.05709124464
713,203349.0573738033
714,203919.85765596593
715,204491.4579377336
716,205063.85821910747
717,205637.0585000886
718,206211.0587806781
719,206785.8590608771
720,207361.4593406866
721,207937.85962010772
722,208515.05989914155
723,209093.06017778916
724,209671.86045605165
725,210251.46073393
726,210831.86101142532
727,211413.06128853865
728,211995.06156527108
729,212577.8618416236
730,213161.4621175973
731,213745.86239319315
732,214331.06266841228
733,214917.06294325565
734,215503.86321772428
735,216091.4634918192
736,216679.8637655415
737,217269.06403889207
738,217859.064311872
739,218449.86458448227
740,219041.46485672388
741,219633.86512859783
742,220227.06540010512
743,220821.06567124673
744,221415.8659420236
745,222011.46621243676
746,222607.8664824872
747,223205.06675217583
748,223803.06702150367
749,224401.8672904717
750,225001.46755908083
751,225601.86782733203
752,226203.06809522628
753,226805.06836276452
754,227407.86862994765
755,228011.46889677664
756,228615.86916325244
757,229221.069429376
758,229827.0696951482
759,230433.86996057
760,231041.47022564232
761,231649.87049036604
762,232259.07075474216
763,232869.07101877153
764,233479.87128245505
765,234091.47154579364
766,234703.8718087882
767,235317.07207143967
768,235931.0723337489
769,236545.87259571676
770,237161.4728573442
771,237777.87311863204
772,238395.0733795812
773,239013.07364019257
774,239631.87390046695
775,240251.4741604053
776,240871.87442000845
777,241493.07467927723
778,242115.07493821255
779,242737.8751968153
780,243361.4754550862
781,243985.8757130262
782,244611.07597063616
783,245237.07622791684
784,245863.87648486916
785,246491.47674149397
786,247119.876997792
787,247749.07725376415
788,248379.0775094113
789,249009.87776473415
790,249641.47801973365
791,250273.87827441053
792,250907.0785287656
793,251541.0787827997
794,252175.87903651368
795,252811.4792899083
796,253447.8795429844
797,254085.07979574273
798,254723.08004818409
799,255361.88030030933
800,256001.48055211917
801,256641.8808036144
802,257283.0810547959
803,257925.08130566435
804,258567.8815562206
805,259211.48180646537
806,259855.88205639948
807,260501.08230602363
808,261147.08255533868
809,261793.88280434537
810,262441.4830530444
811,263089.88330143655
812,263739.0835495226
813,264389.0837973034
814,265039.88404477946
815,265691.48429195175
816,266343.88453882094
817,266997.08478538773
818,267651.08503165294
819,268305.88527761726
820,268961.4855232814
821,269617.88576864614
822,270275.08601371216
823,270933.08625848027
824,271591.8865029511
825,272251.48674712545
826,272911.88699100394
827,273573.08723458735
828,274235.08747787646
829,274897.88772087183
830,275561.4879635743
831,276225.8882059845
832,276891.0884481031
833,277557.0886899309
834,278223.8889314686
835,278891.4891727168
836,279559.8894136762
837,280229.0896543476
838,280899.08989473165
839,281569.890134829
840,282241.4903746402
841,282913.8906141662
842,283587.0908534075
843,284261.09109236486
844,284935.8913310389
845,285611.49156943033
846,286287.89180753974
847,286965.0920453679
848,287643.09228291543
849,288321.89252018294
850,289001.4927571712
851,289681.8929938808
852,290363.09323031234
853,291045.0934664666
854,291727.8937023441
855,292411.4939379455
856,293095.8941732716
857,293781.0944083229
858,294467.0946431001
859,295153.89487760374
860,295841.4951118346
861,296529.8953457932
862,297219.09557948034
863,297909.0958128964
864,298599.89604604215
865,299291.49627891823
866,299983.89651152526
867,300677.0967438638
868,301371.0969759345
869,302065.897207738
870,302761.4974392749
871,303457.89767054585
872,304155.09790155134
873,304853.0981322921
874,305551.8983627687
875,306251.4985929817
876,306951.89882293175
877,307653.0990526195
878,308355.09928204544
879,309057.8995112102
880,309761.4997401144
881,310465.89996875863
882,311171.1001971435
883,311877.1004252695
884,312583.9006531373
885,313291.5008807475
886,313999.90110810066
887,314709.10133519734
888,315419.10156203806
889,316129.90178862354
890,316841.5020149543
891,317553.9022410308
892,318267.10246685374
893,318981.1026924237
894,319695.9029177411
895,320411.5031428067
896,321127.9033676209
897,321845.1035921843
898,322563.10381649755
899,323281.9040405611
900,324001.50426437554
901,324721.9044879414
902,325443.10471125937
903,326165.1049343298
904,326887.9051571533
905,327611.50537973054
906,328335.9056020619
907,329061.105824148
908,329787.1060459894
909,330513.9062675865
910,331241.50648894004
911,331969.9067100504
912,332699.10693091823
913,333429.107151544
914,334159.9073719282
915,334891.5075920715
916,335623.90781197423
917,336357.1080316371
918,337091.1082510605
919,337825.90847024496
920,338561.5086891911
921,339297.90890789934
922,340035.1091263702
923,340773.1093446043
924,341511.90956260206
925,342251.50978036405
926,342991.9099978907
927,343733.11021518253
928,344475.1104322401
929,345217.91064906394
930,345961.51086565445
931,346705.9110820122
932,347451.11129813764
933,348197.11151403136
934,348943.91172969376
935,349691.51194512536
936,350439.9121603267
937,351189.1123752982
938,351939.1125900405
939,352689.91280455387
940,353441.51301883894
941,354193.9132328962
942,354947.11344672606
943,355701.113660329
944,356455.9138737056
945,357211.5140868562
946,357967.91429978143
947,358725.11451248167
948,359483.11472495744
949,360241.91493720916
950,361001.51514923736
951,361761.9153610424
952,362523.11557262496
953,363285.1157839853
954,364047.915995124
955,364811.51620604144
956,365575.9164167382
957,366341.11662721465
958,367107.1168374712
959,367873.91704750847
960,368641.5172573268
961,369409.91746692674
962,370179.1176763086
963,370949.11788547295
964,371719.91809442017
965,372491.5183031508
966,373263.9185116652
967,374037.1187199638
968,374811.1189280472
969,375585.91913591576
970,376361.5193435698
971,377137.9195510099
972,377915.11975823645
973,378693.11996525
974,379471.9201720509
975,380251.52037863946
976,381031.9205850163
977,381813.12079118175
978,382595.12099713634
979,383377.9212028805
980,384161.52140841447
981,384945.9216137389
982,385731.12181885407
983,386517.12202376046
984,387303.92222845857
985,388091.5224329487
986,388879.92263723136
987,389669.12284130696
988,390459.12304517586
989,391249.92324883846
990,392041.5234522953
991,392833.92365554674
992,393627.1238585931
993,394421.12406143494
994,395215.9242640726
995,396011.5244665065
996,396807.92466873705
997,397605.1248707646
998,398403.1250725896
999,399201.92527421255
1000,400001.52547563374
1001,400801.9256768536
1002,401603.12587787246
1003,402405.126078691
1004,403207.9262793092
1005,404011.52647972776
1006,404815.92667994706
1007,405621.1268799673
1008,406427.1270797891
1009,407233.92727941275
1010,408041.5274788386
1011,408849.9276780671
1012,409659.1278770986
1013,410469.1280759336
1014,411279.9282745724
1015,412091.52847301535
1016,412903.92867126287
1017,413717.12886931543
1018,414531.1290671733
1019,415345.9292648369
1020,416161.5294623066
1021,416977.9296595828
1022,417795.12985666585
1023,418613.1300535562
1024,419431.93025025405
1025,420251.53044676007
1026,421071.9306430744
1027,421893.13083919743
1028,422715.13103512966
1029,423537.93123087136
1030,424361.5314264229
1031,425185.93162178464
1032,426011.13181695703
1033,426837.1320119404
1034,427663.932206735
1035,428491.5324013414
1036,429319.9325957599
1037,430149.13278999075
1038,430979.1329840344
1039,431809.9331778912
1040,432641.53337156144
1041,433473.9335650456
1042,434307.133758344
1043,435141.133951457
1044,435975.93414438487
1045,436811.534337128
1046,437647.93452968687
1047,438485.1347220617
1048,439323.1349142528
1049,440161.93510626064
1050,441001.5352980856
1051,441841.9354897278
1052,442683.13568118785
1053,443525.135872466
1054,444367.9360635626
1055,445211.53625447786
1056,446055.9364452122
1057,446901.13663576613
1058,447747.1368261398
1059,448593.93701633374
1060,449441.537206348
1061,450289.9373961832
1062,451139.13758583955
1063,451989.1377753173
1064,452839.937964617
1065,453691.5381537387
1066,454543.938342683
1067,455397.1385314502
1068,456251.1387200405
1069,457105.93890845426
1070,457961.53909669194
1071,458817.9392847537
1072,459675.13947263994
1073,460533.13966035104
1074,461391.9398478872
1075,462251.5400352489
1076,463111.94022243633
1077,463973.14040944993
1078,464835.14059628994
1079,465697.94078295666
1080,466561.5409694505
1081,467425.9411557718
1082,468291.1413419207
1083,469157.1415278977
1084,470023.94171370304
1085,470891.54189933697
1086,471759.9420848
1087,472629.1422700922
1088,473499.14245521417
1089,474369.942640166
1090,475241.5428249481
1091,476113.94300956064
1092,476987.14319400414
1093,477861.1433782787
1094,478735.94356238487
1095,479611.5437463228
1096,480487.9439300928
1097,481365.1441136952
1098,482243.14429713023
1099,483121.9444803984
1100,484001.54466349987
1101,484881.94484643487
1102,485763.14502920373
1103,486645.145211807
1104,487527.9453942446
1105,488411.5455765172
1106,489295.9457586248
1107,490181.14594056783
1108,491067.14612234663
1109,491953.94630396145
1110,492841.54648541246
1111,493729.9466667002
1112,494619.1468478248
1113,495509.14702878654
1114,496399.94720958575
1115,497291.5473902228
1116,498183.9475706978
1117,499077.1477510113
1118,499971.1479311634
1119,500865.9481111544
1120,501761.54829098465
1121,502657.9484706543
1122,503555.14865016384
1123,504453.14882951346
1124,505351.94900870346
1125,506251.5491877341
1126,507151.9493666056
1127,508053.14954531833
1128,508955.14972387254
1129,509857.94990226853
1130,510761.55008050665
1131,511665.950258587
1132,512571.1504365101
1133,513477.150614276
1134,514383.950791885
1135,515291.5509693376
1136,516199.95114663383
1137,517109.1513237741
1138,518019.15150075854
1139,518929.9516775876
1140,519841.55185426143
1141,520753.9520307804
1142,521667.1522071447
1143,522581.1523833547
1144,523495.95255941054
1145,524411.5527353126
1146,525327.952911061
1147,526245.1530866561
1148,527163.1532620982
1149,528081.9534373876
1150,529001.5536125245
1151,529921.9537875091
1152,530843.1539623418
1153,531765.1541370228
1154,532687.9543115523
1155,533611.5544859307
1156,534535.954660158
1157,535461.1548342349
1158,536387.1550081613
1159,537313.9551819375
1160,538241.555355564
1161,539169.9555290408
1162,540099.1557023681
1163,541029.1558755465
1164,541959.9560485759
1165,542891.5562214568
1166,543823.9563941894
1167,544757.1565667739
1168,545691.1567392105
1169,546625.9569114995
1170,547561.5570836413
1171,548497.9572556359
1172,549435.1574274838
1173,550373.1575991851
1174,551311.95777074
1175,552251.557942149
1176,553191.958113412
1177,554133.1582845296
1178,555075.1584555018
1179,556017.9586263289
1180,556961.5587970112
1181,557905.9589675488
1182,558851.1591379421
1183,559797.1593081914
1184,560743.9594782967
1185,561691.5596482585
1186,562639.9598180769
1187,563589.1599877522
1188,564539.1601572846
1189,565489.9603266743
1190,566441.5604959216
1191,567393.9606650268
1192,568347.1608339901
1193,569301.1610028116
1194,570255.9611714917
1195,571211.5613400305
1196,572167.9615084284
1197,573125.1616766857
1198,574083.1618448023
1199,575041.9620127786
1200,576001.562180615
1201,576961.9623483116
1202,577923.1625158684
1203,578885.1626832861
1204,579847.9628505645
1205,580811.5630177042
1206,581775.9631847051
1207,582741.1633515677
1208,583707.163518292
1209,584673.9636848784
1210,585641.563851327
1211,586609.9640176382
1212,587579.1641838121
1213,588549.1643498489
1214,589519.9645157489
1215,590491.5646815123
1216,591463.9648471393
1217,592437.1650126302
1218,593411.1651779851
1219,594385.9653432043
1220,595361.5655082881
1221,596337.9656732365
1222,597315.16583805
1223,598293.1660027285
1224,599271.9661672727
1225,600251.5663316823
1226,601231.9664959578
1227,602213.1666600993
1228,603195.1668241072
1229,604177.9669879815
1230,605161.5671517225
1231,606145.9673153304
1232,607131.1674788055
1233,608117.167642148
1234,609103.967805358
1235,610091.5679684358
1236,611079.9681313817
1237,612069.1682941958
1238,613059.1684568783
1239,614049.9686194294
1240,615041.5687818493
1241,616033.9689441384
1242,617027.1691062967
1243,618021.1692683245
1244,619015.9694302221
1245,620011.5695919894
1246,621007.9697536271
1247,622005.1699151349
1248,623003.1700765133
1249,624001.9702377624
1250,625001.5703988825
1251,626001.9705598737
1252,627003.1707207363
1253,628005.1708814704
1254,629007.9710420764
1255,630011.5712025543
1256,631015.9713629044
1257,632021.1715231269
1258,633027.1716832219
1259,634033.9718431898
1260,635041.5720030306
1261,636049.9721627446
1262,637059.172322332
1263,638069.172481793
1264,639079.9726411278
1265,640091.5728003365
1266,641103.9729594195
1267,642117.1731183769
1268,643131.1732772089
1269,644145.9734359157
1270,645161.5735944973
1271,646177.9737529543
1272,647195.1739112865
1273,648213.1740694944
1274,649231.9742275779
1275,650251.5743855375
1276,651271.9745433733
1277,652293.1747010853
1278,653315.174858674
1279,654337.9750161393
1280,655361.5751734817
1281,656385.9753307011
1282,657411.1754877978
1283,658437.1756447721
1284,659463.975801624
1285,660491.5759583538
1286,661519.9761149618
1287,662549.1762714479
1288,663579.1764278125
1289,664609.9765840558
1290,665641.5767401779
1291,666673.976896179
1292,667707.1770520593
1293,668741.1772078191
1294,669775.9773634584
1295,670811.5775189775
1296,671847.9776743765
1297,672885.1778296557
1298,673923.1779848151
1299,674961.9781398551
1300,676001.5782947758
1301,677041.9784495773
1302,678083.17860426
1303,679125.1787588239
1304,680167.9789132691
1305,681211.579067596
1306,682255.9792218046
1307,683301.1793758954
1308,684347.1795298681
1309,685393.9796837232
1310,686441.5798374608
1311,687489.9799910812
1312,688539.1801445843
1313,689589.1802979704
1314,690639.98045124
1315,691691.5806043928
1316,692743.9807574291
1317,693797.1809103494
1318,694851.1810631534
1319,695905.9812158416
1320,696961.5813684141
1321,698017.981520871
1322,699075.1816732127
1323,700133.1818254391
1324,701191.9819775504
1325,702251.5821295469
1326,703311.9822814288
1327,704373.1824331961
1328,705435.1825848491
1329,706497.9827363879
1330,707561.5828878128
1331,708625.9830391238
1332,709691.1831903213
1333,710757.1833414052
1334,711823.9834923758
1335,712891.5836432334
1336,713959.9837939779
1337,715029.1839446097
1338,716099.1840951289
1339,717169.9842455356
1340,718241.5843958299
1341,719313.9845460122
1342,720387.1846960826
1343,721461.1848460411
1344,722535.984995888
1345,723611.5851456235
1346,724687.9852952476
1347,725765.1854447608
1348,726843.1855941629
1349,727921.9857434541
1350,729001.5858926349
1351,730081.9860417051
1352,731163.186190665
1353,732245.1863395147
1354,733327.9864882545
1355,734411.5866368845
1356,735495.986785405
1357,736581.1869338157
1358,737667.1870821173
1359,738753.9872303096
1360,739841.5873783929
1361,740929.9875263675
1362,742019.1876742332
1363,743109.1878219906
1364,744199.9879696395
