Eigenstate,E
1845,1361609.6
1846,1363086.0
1847,1364563.2
1848,1366041.2
1849,1367520.0
1850,1368999.6
1851,1370480.0
1852,1371961.2
1853,1373443.2
1854,1374926.0
1855,1376409.6
1856,1377894.0
1857,1379379.2
1858,1380865.2
1859,1382352.0
1860,1383839.6
1861,1385328.0
1862,1386817.2
1863,1388307.2
1864,1389798.0
1865,1391289.6
1866,1392782.0
1867,1394275.2
1868,1395769.2
1869,1397264.0
1870,1398759.6
1871,1400256.0
1872,1401753.2
1873,1403251.2
1874,1404750.0
1875,1406249.6
1876,1407750.0
1877,1409251.2
1878,1410753.2
1879,1412256.0
1880,1413759.6
1881,1415264.0
1882,1416769.2
1883,1418275.2
1884,1419782.0
1885,1421289.6
1886,1422798.0
1887,1424307.2
1888,1425817.2
1889,1427328.0
1890,1428839.6
1891,1430352.0
1892,1431865.2
1893,1433379.2
1894,1434894.0
1895,1436409.6
1896,1437926.0
1897,1439443.2
1898,1440961.2
1899,1442480.0
1900,1443999.6
1901,1445520.0
1902,1447041.2
1903,1448563.2
1904,1450086.0
1905,1451609.6
1906,1453134.0
1907,1454659.2
1908,1456185.2
1909,1457712.0
1910,1459239.6
1911,1460768.0
1912,1462297.2
1913,1463827.2
1914,1465358.0
1915,1466889.6
1916,1468422.0
1917,1469955.2
1918,1471489.2
1919,1473024.0
1920,1474559.6
1921,1476096.0
1922,1477633.2
1923,1479171.2
1924,1480710.0
1925,1482249.6
1926,1483790.0
1927,1485331.2
1928,1486873.2
1929,1488416.0
1930,1489959.6
1931,1491504.0
1932,1493049.2
1933,1494595.2
1934,1496142.0
1935,1497689.6
1936,1499238.0
1937,1500787.2
1938,1502337.2
1939,1503888.0
1940,1505439.6
1941,1506992.0
1942,1508545.2
1943,1510099.2
1944,1511654.0
1945,1513209.6
1946,1514766.0
1947,1516323.2
1948,1517881.2
1949,1519440.0
1950,1520999.6
1951,1522560.0
1952,1524121.2
1953,1525683.2
1954,1527246.0
1955,1528809.6
1956,1530374.0
1957,1531939.2
1958,1533505.2
1959,1535072.0
1960,1536639.6
1961,1538208.0
1962,1539777.2
1963,1541347.2
1964,1542918.0
1965,1544489.6
1966,1546062.0
1967,1547635.2
1968,1549209.2
1969,1550784.0
1970,1552359.6
1971,1553936.0
1972,1555513.2
1973,1557091.2
1974,1558670.0
1975,1560249.6
1976,1561830.0
1977,1563411.2
1978,1564993.2
1979,1566576.0
1980,1568159.6
1981,1569744.0
1982,1571329.2
1983,1572915.2
1984,1574502.0
1985,1576089.6
1986,1577678.0
1987,1579267.2
1988,1580857.2
1989,1582448.0
1990,1584039.6
1991,1585632.0
1992,1587225.2
1993,1588819.2
1994,1590414.0
1995,1592009.6
1996,1593606.0
1997,1595203.2
1998,1596801.2
1999,1598400.0
2000,1599999.6
2001,1601600.0
2002,1603201.2
2003,1604803.2
2004,1606406.0
2005,1608009.6
2006,1609614.0
2007,1611219.2
2008,1612825.2
2009,1614432.0
2010,1616039.6
2011,1617648.0
2012,1619257.2
2013,1620867.2
2014,1622478.0
2015,1624089.6
2016,1625702.0
2017,1627315.2
2018,1628929.2
2019,1630544.0
2020,1632159.6
2021,1633776.0
2022,1635393.2
2023,1637011.2
2024,1638630.0
2025,1640249.6
2026,1641870.0
2027,1643491.2
2028,1645113.2
2029,1646736.0
2030,1648359.6
2031,1649984.0
2032,1651609.2
2033,1653235.2
2034,1654862.0
2035,1656489.6
2036,1658118.0
2037,1659747.2
2038,1661377.2
2039,1663008.0
2040,1664639.6
2041,1666272.0
2042,1667905.2
2043,1669539.2
2044,1671174.0
2045,1672809.6
2046,1674446.0
2047,1676083.2
2048,1677721.2
2049,1679360.0
2050,1680999.6
2051,1682640.0
2052,1684281.2
2053,1685923.2
2054,1687566.0
2055,1689209.6
2056,1690854.0
2057,1692499.2
2058,1694145.2
2059,1695792.0
2060,1697439.6
2061,1699088.0
2062,1700737.2
2063,1702387.2
2064,1704038.0
2065,1705689.6
2066,1707342.0
2067,1708995.2
2068,1710649.2
2069,1712304.0
2070,1713959.6
2071,1715616.0
2072,1717273.2
2073,1718931.2
2074,1720590.0
2075,1722249.6
2076,1723910.0
2077,1725571.2
2078,1727233.2
2079,1728896.0
2080,1730559.6
2081,1732224.0
2082,1733889.2
2083,1735555.2
2084,1737222.0
2085,1738889.6
2086,1740558.0
2087,1742227.2
2088,1743897.2
2089,1745568.0
2090,1747239.6
2091,1748912.0
2092,1750585.2
2093,1752259.2
2094,1753934.0
2095,1755609.6
2096,1757286.0
2097,1758963.2
2098,1760641.2
2099,1762320.0
2100,1763999.6
2101,1765680.0
2102,1767361.2
2103,1769043.2
2104,1770726.0
2105,1772409.6
2106,1774094.0
2107,1775779.2
2108,1777465.2
2109,1779152.0
2110,1780839.6
2111,1782528.0
2112,1784217.2
2113,1785907.2
2114,1787598.0
2115,1789289.6
2116,1790982.0
2117,1792675.2
2118,1794369.2
2119,1796064.0
2120,1797759.6
2121,1799456.0
2122,1801153.2
2123,1802851.2
2124,1804550.0
2125,1806249.6
2126,1807950.0
2127,1809651.2
2128,1811353.2
2129,1813056.0
2130,1814759.6
2131,1816464.0
2132,1818169.2
2133,1819875.2
2134,1821582.0
2135,1823289.6
2136,1824998.0
2137,1826707.2
2138,1828417.2
2139,1830128.0
2140,1831839.6
2141,1833552.0
2142,1835265.2
2143,1836979.2
2144,1838694.0
2145,1840409.6
2146,1842126.0
2147,1843843.2
2148,1845561.2
2149,1847280.0
2150,1848999.6
2151,1850720.0
2152,1852441.2
2153,1854163.2
2154,1855886.0
2155,1857609.6
2156,1859334.0
2157,1861059.2
2158,1862785.2
2159,1864512.0
2160,1866239.6
2161,1867968.0
2162,1869697.2
2163,1871427.2
2164,1873158.0
2165,1874889.6
2166,1876622.0
2167,1878355.2
2168,1880089.2
2169,1881824.0
2170,1883559.6
2171,1885296.0
2172,1887033.2
2173,1888771.2
2174,1890510.0
2175,1892249.6
2176,1893990.0
2177,1895731.2
2178,1897473.2
2179,1899216.0
2180,1900959.6
2181,1902704.0
2182,1904449.2
2183,1906195.2
2184,1907942.0
2185,1909689.6
2186,1911438.0
2187,1913187.2
2188,1914937.2
2189,1916688.0
2190,1918439.6
2191,1920192.0
2192,1921945.2
2193,1923699.2
2194,1925454.0
2195,1927209.6
2196,1928966.0
2197,1930723.2
2198,1932481.2
2199,1934240.0
2200,1935999.6
2201,1937760.0
2202,1939521.2
2203,1941283.2
2204,1943046.0
2205,1944809.6
2206,1946574.0
2207,1948339.2
2208,1950105.2
2209,1951872.0
2210,1953639.6
2211,1955408.0
2212,1957177.2
2213,1958947.2
2214,1960718.0
2215,1962489.6
2216,1964262.0
2217,1966035.2
2218,1967809.2
2219,1969584.0
2220,1971359.6
2221,1973136.0
2222,1974913.2
2223,1976691.2
2224,1978470.0
2225,1980249.6
2226,1982030.0
2227,1983811.2
2228,1985593.2
2229,1987376.0
2230,1989159.6
2231,1990944.0
2232,1992729.2
2233,1994515.2
2234,1996302.0
2235,1998089.6
2236,1999878.0
2237,2001667.2
2238,2003457.2
2239,2005248.0
2240,2007039.6
2241,2008832.0
2242,2010625.2
2243,2012419.2
2244,2014214.0
2245,2016009.6
2246,2017806.0
2247,2019603.2
2248,2021401.2
2249,2023200.0
2250,2024999.6
2251,2026800.0
2252,2028601.2
2253,2030403.2
2254,2032206.0
2255,2034009.6
2256,2035814.0
2257,2037619.2
2258,2039425.2
2259,2041232.0
2260,2043039.6
2261,2044848.0
2262,2046657.2
2263,2048467.2
2264,2050278.0
2265,2052089.6
2266,2053902.0
2267,2055715.2
2268,2057529.2
2269,2059344.0
2270,2061159.6
2271,2062976.0
2272,2064793.2
2273,2066611.2
2274,2068430.0
2275,2070249.6
2276,2072070.0
2277,2073891.2
2278,2075713.2
2279,2077536.0
2280,2079359.6
2281,2081184.0
2282,2083009.2
2283,2084835.2
2284,2086662.0
2285,2088489.6
2286,2090318.0
2287,2092147.2
2288,2093977.2
2289,2095808.0
2290,2097639.6
2291,2099472.0
2292,2101305.2
2293,2103139.2
2294,2104974.0
2295,2106809.6
2296,2108646.0
2297,2110483.2
2298,2112321.2
2299,2114160.0
2300,2115999.6
2301,2117840.0
2302,2119681.2
2303,2121523.2
2304,2123366.0
2305,2125209.6
2306,2127054.0
2307,2128899.2
2308,2130745.2
2309,2132592.0
2310,2134439.6
2311,2136288.0
2312,2138137.2
2313,2139987.2
2314,2141838.0
2315,2143689.6
2316,2145542.0
2317,2147395.2
2318,2149249.2
2319,2151104.0
2320,2152959.6
2321,2154816.0
2322,2156673.2
2323,2158531.2
2324,2160390.0
2325,2162249.6
2326,2164110.0
2327,2165971.2
2328,2167833.2
2329,2169696.0
2330,2171559.6
2331,2173424.0
2332,2175289.2
2333,2177155.2
2334,2179022.0
2335,2180889.6
2336,2182758.0
2337,2184627.2
2338,2186497.2
2339,2188368.0
2340,2190239.6
2341,2192112.0
2342,2193985.2
2343,2195859.2
2344,2197734.0
2345,2199609.6
2346,2201486.0
2347,2203363.2
2348,2205241.2
2349,2207120.0
2350,2208999.6
2351,2210880.0
2352,2212761.2
2353,2214643.2
2354,2216526.0
2355,2218409.6
2356,2220294.0
2357,2222179.2
2358,2224065.2
2359,2225952.0
2360,2227839.6
2361,2229728.0
2362,2231617.2
2363,2233507.2
2364,2235398.0
2365,2237289.6
2366,2239182.0
2367,2241075.2
2368,2242969.2
2369,2244864.0
2370,2246759.6
2371,2248656.0
2372,2250553.2
2373,2252451.2
2374,2254350.0
2375,2256249.6
2376,2258150.0
2377,2260051.2
2378,2261953.2
2379,2263856.0
2380,2265759.6
2381,2267664.0
2382,2269569.2
2383,2271475.2
2384,2273382.0
2385,2275289.6
2386,2277198.0
2387,2279107.2
2388,2281017.2
2389,2282928.0
2390,2284839.6
2391,2286752.0
2392,2288665.2
2393,2290579.2
2394,2292494.0
2395,2294409.6
2396,2296326.0
2397,2298243.2
2398,2300161.2
2399,2302080.0
2400,2303999.6
2401,2305920.0
2402,2307841.2
2403,2309763.2
2404,2311686.0
2405,2313609.6
2406,2315534.0
2407,2317459.2
2408,2319385.2
2409,2321312.0
2410,2323239.6
2411,2325168.0
2412,2327097.2
2413,2329027.2
2414,2330958.0
2415,2332889.6
2416,2334822.0
2417,2336755.2
2418,2338689.2
2419,2340624.0
2420,2342559.6
2421,2344496.0
2422,2346433.2
2423,2348371.2
2424,2350310.0
2425,2352249.6
2426,2354190.0
2427,2356131.2
2428,2358073.2
2429,2360016.0
2430,2361959.6
2431,2363904.0
2432,2365849.2
2433,2367795.2
2434,2369742.0
2435,2371689.6
2436,2373638.0
2437,2375587.2
2438,2377537.2
2439,2379488.0
2440,2381439.6
2441,2383392.0
2442,2385345.2
2443,2387299.2
2444,2389254.0
2445,2391209.6
2446,2393166.0
2447,2395123.2
2448,2397081.2
2449,2399040.0
2450,2400999.6
2451,2402960.0
2452,2404921.2
2453,2406883.2
2454,2408846.0
2455,2410809.6
2456,2412774.0
2457,2414739.2
2458,2416705.2
2459,2418672.0
2460,2420639.6
2461,2422608.0
2462,2424577.2
2463,2426547.2
2464,2428518.0
2465,2430489.6
2466,2432462.0
2467,2434435.2
2468,2436409.2
2469,2438384.0
2470,2440359.6
2471,2442336.0
2472,2444313.2
2473,2446291.2
2474,2448270.0
2475,2450249.6
2476,2452230.0
2477,2454211.2
2478,2456193.2
2479,2458176.0
2480,2460159.6
2481,2462144.0
2482,2464129.2
2483,2466115.2
2484,2468102.0
2485,2470089.6
2486,2472078.0
2487,2474067.2
2488,2476057.2
2489,2478048.0
2490,2480039.6
2491,2482032.0
2492,2484025.2
2493,2486019.2
2494,2488014.0
2495,2490009.6
2496,2492006.0
2497,2494003.2
2498,2496001.2
2499,2498000.0
2500,2499999.6
2501,2502000.0
2502,2504001.2
2503,2506003.2
2504,2508006.0
2505,2510009.6
2506,2512014.0
2507,2514019.2
2508,2516025.2
2509,2518032.0
2510,2520039.6
2511,2522048.0
2512,2524057.2
2513,2526067.2
2514,2528078.0
2515,2530089.6
2516,2532102.0
2517,2534115.2
2518,2536129.2
2519,2538144.0
2520,2540159.6
2521,2542176.0
2522,2544193.2
2523,2546211.2
2524,2548230.0
2525,2550249.6
2526,2552270.0
2527,2554291.2
2528,2556313.2
2529,2558336.0
2530,2560359.6
2531,2562384.0
2532,2564409.2
2533,2566435.2
2534,2568462.0
2535,2570489.6
2536,2572518.0
2537,2574547.2
2538,2576577.2
2539,2578608.0
2540,2580639.6
2541,2582672.0
2542,2584705.2
2543,2586739.2
2544,2588774.0
2545,2590809.6
2546,2592846.0
2547,2594883.2
2548,2596921.2
2549,2598960.0
2550,2600999.6
2551,2603040.0
2552,2605081.2
2553,2607123.2
2554,2609166.0
2555,2611209.6
2556,2613254.0
2557,2615299.2
2558,2617345.2
2559,2619392.0
2560,2621439.6
2561,2623488.0
2562,2625537.2
2563,2627587.2
2564,2629638.0
2565,2631689.6
2566,2633742.0
2567,2635795.2
2568,2637849.2
2569,2639904.0
2570,2641959.6
2571,2644016.0
2572,2646073.2
2573,2648131.2
2574,2650190.0
2575,2652249.6
2576,2654310.0
2577,2656371.2
2578,2658433.2
2579,2660496.0
2580,2662559.6
2581,2664624.0
2582,2666689.2
2583,2668755.2
2584,2670822.0
2585,2672889.6
2586,2674958.0
2587,2677027.2
2588,2679097.2
2589,2681168.0
2590,2683239.6
2591,2685312.0
2592,2687385.2
2593,2689459.2
2594,2691534.0
2595,2693609.6
2596,2695686.0
2597,2697763.2
2598,2699841.2
2599,2701920.0
2600,2703999.6
2601,2706080.0
2602,2708161.2
2603,2710243.2
2604,2712326.0
2605,2714409.6
2606,2716494.0
2607,2718579.2
2608,2720665.2
2609,2722752.0
2610,2724839.6
2611,2726928.0
2612,2729017.2
2613,2731107.2
2614,2733198.0
2615,2735289.6
2616,2737382.0
2617,2739475.2
2618,2741569.2
2619,2743664.0
2620,2745759.6
2621,2747856.0
2622,2749953.2
2623,2752051.2
2624,2754150.0
2625,2756249.6
2626,2758350.0
2627,2760451.2
2628,2762553.2
2629,2764656.0
2630,2766759.6
2631,2768864.0
2632,2770969.2
2633,2773075.2
2634,2775182.0
2635,2777289.6
2636,2779398.0
2637,2781507.2
2638,2783617.2
2639,2785728.0
2640,2787839.6
2641,2789952.0
2642,2792065.2
2643,2794179.2
2644,2796294.0
2645,2798409.6
2646,2800526.0
2647,2802643.2
2648,2804761.2
2649,2806880.0
2650,2808999.6
2651,2811120.0
2652,2813241.2
2653,2815363.2
2654,2817486.0
2655,2819609.6
2656,2821734.0
2657,2823859.2
2658,2825985.2
2659,2828112.0
2660,2830239.6
2661,2832368.0
2662,2834497.2
2663,2836627.2
2664,2838758.0
2665,2840889.6
2666,2843022.0
2667,2845155.2
2668,2847289.2
2669,2849424.0
2670,2851559.6
2671,2853696.0
2672,2855833.2
2673,2857971.2
2674,2860110.0
2675,2862249.6
2676,2864390.0
2677,2866531.2
2678,2868673.2
2679,2870816.0
2680,2872959.6
2681,2875104.0
2682,2877249.2
2683,2879395.2
2684,2881542.0
2685,2883689.6
2686,2885838.0
2687,2887987.2
2688,2890137.2
2689,2892288.0
2690,2894439.6
2691,2896592.0
2692,2898745.2
2693,2900899.2
2694,2903054.0
2695,2905209.6
2696,2907366.0
2697,2909523.2
2698,2911681.2
2699,2913840.0
2700,2915999.6
2701,2918160.0
2702,2920321.2
2703,2922483.2
2704,2924646.0
2705,2926809.6
2706,2928974.0
2707,2931139.2
2708,2933305.2
2709,2935472.0
2710,2937639.6
2711,2939808.0
2712,2941977.2
2713,2944147.2
2714,2946318.0
2715,2948489.6
2716,2950662.0
2717,2952835.2
2718,2955009.2
2719,2957184.0
2720,2959359.6
2721,2961536.0
2722,2963713.2
2723,2965891.2
2724,2968070.0
2725,2970249.6
2726,2972430.0
2727,2974611.2
2728,2976793.2
2729,2978976.0
2730,2981159.6
2731,2983344.0
2732,2985529.2
2733,2987715.2
2734,2989902.0
2735,2992089.6
2736,2994278.0
2737,2996467.2
2738,2998657.2
2739,3000848.0
2740,3003039.6
2741,3005232.0
2742,3007425.2
2743,3009619.2
2744,3011814.0
2745,3014009.6
2746,3016206.0
2747,3018403.2
2748,3020601.2
2749,3022800.0
2750,3024999.6
2751,3027200.0
2752,3029401.2
2753,3031603.2
2754,3033806.0
2755,3036009.6
2756,3038214.0
2757,3040419.2
2758,3042625.2
2759,3044832.0
2760,3047039.6
2761,3049248.0
2762,3051457.2
2763,3053667.2
2764,3055878.0
2765,3058089.6
2766,3060302.0
2767,3062515.2
2768,3064729.2
2769,3066944.0
2770,3069159.6
2771,3071376.0
2772,3073593.2
2773,3075811.2
2774,3078030.0
2775,3080249.6
2776,3082470.0
2777,3084691.2
2778,3086913.2
2779,3089136.0
2780,3091359.6
2781,3093584.0
2782,3095809.2
2783,3098035.2
2784,3100262.0
2785,3102489.6
2786,3104718.0
2787,3106947.2
2788,3109177.2
2789,3111408.0
2790,3113639.6
2791,3115872.0
2792,3118105.2
2793,3120339.2
2794,3122574.0
2795,3124809.6
2796,3127046.0
2797,3129283.2
2798,3131521.2
2799,3133760.0
2800,3135999.6
2801,3138240.0
2802,3140481.2
2803,3142723.2
2804,3144966.0
2805,3147209.6
2806,3149454.0
2807,3151699.2
2808,3153945.2
2809,3156192.0
2810,3158439.6
2811,3160688.0
2812,3162937.2
2813,3165187.2
2814,3167438.0
2815,3169689.6
2816,3171942.0
2817,3174195.2
2818,3176449.2
2819,3178704.0
2820,3180959.6
2821,3183216.0
2822,3185473.2
2823,3187731.2
2824,3189990.0
2825,3192249.6
2826,3194510.0
2827,3196771.2
2828,3199033.2
2829,3201296.0
2830,3203559.6
2831,3205824.0
2832,3208089.2
2833,3210355.2
2834,3212622.0
2835,3214889.6
2836,3217158.0
2837,3219427.2
2838,3221697.2
2839,3223968.0
2840,3226239.6
2841,3228512.0
2842,3230785.2
2843,3233059.2
2844,3235334.0
2845,3237609.6
2846,3239886.0
2847,3242163.2
2848,3244441.2
2849,3246720.0
2850,3248999.6
2851,3251280.0
2852,3253561.2
2853,3255843.2
2854,3258126.0
2855,3260409.6
2856,3262694.0
2857,3264979.2
2858,3267265.2
2859,3269552.0
2860,3271839.6
2861,3274128.0
2862,3276417.2
2863,3278707.2
2864,3280998.0
2865,3283289.6
2866,3285582.0
2867,3287875.2
2868,3290169.2
2869,3292464.0
2870,3294759.6
2871,3297056.0
2872,3299353.2
2873,3301651.2
2874,3303950.0
2875,3306249.6
2876,3308550.0
2877,3310851.2
2878,3313153.2
2879,3315456.0
2880,3317759.6
2881,3320064.0
2882,3322369.2
2883,3324675.2
2884,3326982.0
2885,3329289.6
2886,3331598.0
2887,3333907.2
2888,3336217.2
2889,3338528.0
2890,3340839.6
2891,3343152.0
2892,3345465.2
2893,3347779.2
2894,3350094.0
2895,3352409.6
2896,3354726.0
2897,3357043.2
2898,3359361.2
2899,3361680.0
2900,3363999.6
2901,3366320.0
2902,3368641.2
2903,3370963.2
2904,3373286.0
2905,3375609.6
2906,3377934.0
2907,3380259.2
2908,3382585.2
2909,3384912.0
2910,3387239.6
2911,3389568.0
2912,3391897.2
2913,3394227.2
2914,3396558.0
2915,3398889.6
2916,3401222.0
2917,3403555.2
2918,3405889.2
2919,3408224.0
2920,3410559.6
2921,3412896.0
2922,3415233.2
2923,3417571.2
2924,3419910.0
2925,3422249.6
2926,3424590.0
2927,3426931.2
2928,3429273.2
2929,3431616.0
2930,3433959.6
2931,3436304.0
2932,3438649.2
2933,3440995.2
2934,3443342.0
2935,3445689.6
2936,3448038.0
2937,3450387.2
2938,3452737.2
2939,3455088.0
2940,3457439.6
2941,3459792.0
2942,3462145.2
2943,3464499.2
2944,3466854.0
2945,3469209.6
2946,3471566.0
2947,3473923.2
2948,3476281.2
2949,3478640.0
2950,3480999.6
2951,3483360.0
2952,3485721.2
2953,3488083.2
2954,3490446.0
2955,3492809.6
2956,3495174.0
2957,3497539.2
2958,3499905.2
2959,3502272.0
2960,3504639.6
2961,3507008.0
2962,3509377.2
2963,3511747.2
2964,3514118.0
2965,3516489.6
2966,3518862.0
2967,3521235.2
2968,3523609.2
2969,3525984.0
2970,3528359.6
2971,3530736.0
2972,3533113.2
2973,3535491.2
2974,3537870.0
2975,3540249.6
2976,3542630.0
2977,3545011.2
2978,3547393.2
2979,3549776.0
2980,3552159.6
2981,3554544.0
2982,3556929.2
2983,3559315.2
2984,3561702.0
2985,3564089.6
2986,3566478.0
2987,3568867.2
2988,3571257.2
2989,3573648.0
2990,3576039.6
2991,3578432.0
2992,3580825.2
2993,3583219.2
2994,3585614.0
2995,3588009.6
2996,3590406.0
2997,3592803.2
2998,3595201.2
2999,3597600.0
3000,3599999.6
3001,3602400.0
3002,3604801.2
3003,3607203.2
3004,3609606.0
3005,3612009.6
3006,3614414.0
3007,3616819.2
3008,3619225.2
3009,3621632.0
3010,3624039.6
3011,3626448.0
3012,3628857.2
3013,3631267.2
3014,3633678.0
3015,3636089.6
3016,3638502.0
3017,3640915.2
3018,3643329.2
3019,3645744.0
3020,3648159.6
3021,3650576.0
3022,3652993.2
3023,3655411.2
3024,3657830.0
3025,3660249.6
3026,3662670.0
3027,3665091.2
3028,3667513.2
3029,3669936.0
3030,3672359.6
3031,3674784.0
3032,3677209.2
3033,3679635.2
3034,3682062.0
3035,3684489.6
3036,3686918.0
3037,3689347.2
3038,3691777.2
3039,3694208.0
3040,3696639.6
3041,3699072.0
3042,3701505.2
3043,3703939.2
3044,3706374.0
3045,3708809.6
3046,3711246.0
3047,3713683.2
3048,3716121.2
3049,3718560.0
3050,3720999.6
3051,3723440.0
3052,3725881.2
3053,3728323.2
3054,3730766.0
3055,3733209.6
3056,3735654.0
3057,3738099.2
3058,3740545.2
3059,3742992.0
3060,3745439.6
3061,3747888.0
3062,3750337.2
3063,3752787.2
3064,3755238.0
3065,3757689.6
3066,3760142.0
3067,3762595.2
3068,3765049.2
3069,3767504.0
3070,3769959.6
3071,3772416.0
3072,3774873.2
3073,3777331.2
3074,3779790.0
3075,3782249.6
3076,3784710.0
3077,3787171.2
3078,3789633.2
3079,3792096.0
3080,3794559.6
3081,3797024.0
3082,3799489.2
3083,3801955.2
3084,3804422.0
3085,3806889.6
3086,3809358.0
3087,3811827.2
3088,3814297.2
3089,3816768.0
3090,3819239.6
3091,3821712.0
3092,3824185.2
3093,3826659.2
3094,3829134.0
3095,3831609.6
3096,3834086.0
3097,3836563.2
3098,3839041.2
3099,3841520.0
3100,3843999.6
3101,3846480.0
3102,3848961.2
3103,3851443.2
3104,3853926.0
3105,3856409.6
3106,3858894.0
3107,3861379.2
3108,3863865.2
3109,3866352.0
3110,3868839.6
3111,3871328.0
3112,3873817.2
3113,3876307.2
3114,3878798.0
3115,3881289.6
3116,3883782.0
3117,3886275.2
3118,3888769.2
3119,3891264.0
3120,3893759.6
3121,3896256.0
3122,3898753.2
3123,3901251.2
3124,3903750.0
3125,3906249.6
3126,3908750.0
3127,3911251.2
3128,3913753.2
3129,3916256.0
3130,3918759.6
3131,3921264.0
3132,3923769.2
3133,3926275.2
3134,3928782.0
3135,3931289.6
3136,3933798.0
3137,3936307.2
3138,3938817.2
3139,3941328.0
3140,3943839.6
3141,3946352.0
3142,3948865.2
3143,3951379.2
3144,3953894.0
3145,3956409.6
3146,3958926.0
3147,3961443.2
3148,3963961.2
3149,3966480.0
3150,3968999.6
3151,3971520.0
3152,3974041.2
3153,3976563.2
3154,3979086.0
3155,3981609.6
3156,3984134.0
3157,3986659.2
3158,3989185.2
3159,3991712.0
3160,3994239.6
3161,3996768.0
3162,3999297.2
3163,4001827.2
3164,4004358.0
3165,4006889.6
3166,4009422.0
3167,4011955.2
3168,4014489.2
3169,4017024.0
3170,4019559.6
3171,4022096.0
3172,4024633.2
3173,4027171.2
3174,4029710.0
3175,4032249.6
3176,4034790.0
3177,4037331.2
3178,4039873.2
3179,4042416.0
3180,4044959.6
3181,4047504.0
3182,4050049.2
3183,4052595.2
3184,4055142.0
3185,4057689.6
3186,4060238.0
3187,4062787.2
3188,4065337.2
3189,4067888.0
3190,4070439.6
3191,4072992.0
3192,4075545.2
3193,4078099.2
3194,4080654.0
3195,4083209.6
3196,4085766.0
3197,4088323.2
3198,4090881.2
3199,4093440.0
3200,4095999.6
3201,4098560.0
3202,4101121.2
3203,4103683.2
3204,4106246.0
3205,4108809.6
3206,4111374.0
3207,4113939.2
3208,4116505.2
3209,4119072.0
3210,4121639.6
3211,4124208.0
3212,4126777.2
3213,4129347.2
3214,4131918.0
3215,4134489.6
3216,4137062.0
3217,4139635.2
3218,4142209.2
3219,4144784.0
3220,4147359.6
3221,4149936.0
3222,4152513.2
3223,4155091.2
3224,4157670.0
3225,4160249.6
3226,4162830.0
3227,4165411.2
3228,4167993.2
3229,4170576.0
3230,4173159.6
3231,4175744.0
3232,4178329.2
3233,4180915.2
3234,4183502.0
3235,4186089.6
3236,4188678.0
3237,4191267.2
3238,4193857.2
3239,4196448.0
3240,4199039.6
3241,4201632.0
3242,4204225.2
3243,4206819.2
3244,4209414.0
3245,4212009.6
3246,4214606.0
3247,4217203.2
3248,4219801.2
3249,4222400.0
3250,4224999.6
3251,4227600.0
3252,4230201.2
3253,4232803.2
3254,4235406.0
3255,4238009.6
3256,4240614.0
3257,4243219.2
3258,4245825.2
3259,4248432.0
3260,4251039.6
3261,4253648.0
3262,4256257.2
3263,4258867.2
3264,4261478.0
3265,4264089.6
3266,4266702.0
3267,4269315.2
3268,4271929.2
3269,4274544.0
3270,4277159.6
3271,4279776.0
3272,4282393.2
3273,4285011.2
3274,4287630.0
3275,4290249.6
3276,4292870.0
3277,4295491.2
3278,4298113.2
3279,4300736.0
3280,4303359.6
3281,4305984.0
3282,4308609.2
3283,4311235.2
3284,4313862.0
3285,4316489.6
3286,4319118.0
3287,4321747.2
3288,4324377.2
3289,4327008.0
3290,4329639.6
3291,4332272.0
3292,4334905.2
3293,4337539.2
3294,4340174.0
3295,4342809.6
3296,4345446.0
3297,4348083.2
3298,4350721.2
3299,4353360.0
3300,4355999.6
3301,4358640.0
3302,4361281.2
3303,4363923.2
3304,4366566.0
3305,4369209.6
3306,4371854.0
3307,4374499.2
3308,4377145.2
3309,4379792.0
3310,4382439.6
3311,4385088.0
3312,4387737.2
3313,4390387.2
3314,4393038.0
3315,4395689.6
3316,4398342.0
3317,4400995.2
3318,4403649.2
3319,4406304.0
3320,4408959.6
3321,4411616.0
3322,4414273.2
3323,4416931.2
3324,4419590.0
3325,4422249.6
3326,4424910.0
3327,4427571.2
3328,4430233.2
3329,4432896.0
3330,4435559.6
3331,4438224.0
3332,4440889.2
3333,4443555.2
3334,4446222.0
3335,4448889.6
3336,4451558.0
3337,4454227.2
3338,4456897.2
3339,4459568.0
3340,4462239.6
3341,4464912.0
3342,4467585.2
3343,4470259.2
3344,4472934.0
3345,4475609.6
3346,4478286.0
3347,4480963.2
3348,4483641.2
3349,4486320.0
3350,4488999.6
3351,4491680.0
3352,4494361.2
3353,4497043.2
3354,4499726.0
3355,4502409.6
3356,4505094.0
3357,4507779.2
3358,4510465.2
3359,4513152.0
3360,4515839.6
3361,4518528.0
3362,4521217.2
3363,4523907.2
3364,4526598.0
3365,4529289.6
3366,4531982.0
3367,4534675.2
3368,4537369.2
3369,4540064.0
3370,4542759.6
3371,4545456.0
3372,4548153.2
3373,4550851.2
3374,4553550.0
3375,4556249.6
3376,4558950.0
3377,4561651.2
3378,4564353.2
3379,4567056.0
3380,4569759.6
3381,4572464.0
3382,4575169.2
3383,4577875.2
3384,4580582.0
3385,4583289.6
3386,4585998.0
3387,4588707.2
3388,4591417.2
3389,4594128.0
3390,4596839.6
3391,4599552.0
3392,4602265.2
3393,4604979.2
3394,4607694.0
3395,4610409.6
3396,4613126.0
3397,4615843.2
3398,4618561.2
