Eigenstate,E
3399,4621280.0
3400,4623999.6
3401,4626720.0
3402,4629441.2
3403,4632163.2
3404,4634886.0
3405,4637609.6
3406,4640334.0
3407,4643059.2
3408,4645785.2
3409,4648512.0
3410,4651239.6
3411,4653968.0
3412,4656697.2
3413,4659427.2
3414,4662158.0
3415,4664889.6
3416,4667622.0
3417,4670355.2
3418,4673089.2
3419,4675824.0
3420,4678559.6
3421,4681296.0
3422,4684033.2
3423,4686771.2
3424,4689510.0
3425,4692249.6
3426,4694990.0
3427,4697731.2
3428,4700473.2
3429,4703216.0
3430,4705959.6
3431,4708704.0
3432,4711449.2
3433,4714195.2
3434,4716942.0
3435,4719689.6
3436,4722438.0
3437,4725187.2
3438,4727937.2
3439,4730688.0
3440,4733439.6
3441,4736192.0
3442,4738945.2
3443,4741699.2
3444,4744454.0
3445,4747209.6
3446,4749966.0
3447,4752723.2
3448,4755481.2
3449,4758240.0
3450,4760999.6
3451,4763760.0
3452,4766521.2
3453,4769283.2
3454,4772046.0
3455,4774809.6
3456,4777574.0
3457,4780339.2
3458,4783105.2
3459,4785872.0
3460,4788639.6
3461,4791408.0
3462,4794177.2
3463,4796947.2
3464,4799718.0
3465,4802489.6
3466,4805262.0
3467,4808035.2
3468,4810809.2
3469,4813584.0
3470,4816359.6
3471,4819136.0
3472,4821913.2
3473,4824691.2
3474,4827470.0
3475,4830249.6
3476,4833030.0
3477,4835811.2
3478,4838593.2
3479,4841376.0
3480,4844159.6
3481,4846944.0
3482,4849729.2
3483,4852515.2
3484,4855302.0
3485,4858089.6
3486,4860878.0
3487,4863667.2
3488,4866457.2
3489,4869248.0
3490,4872039.6
3491,4874832.0
3492,4877625.2
3493,4880419.2
3494,4883214.0
3495,4886009.6
3496,4888806.0
3497,4891603.2
3498,4894401.2
3499,4897200.0
3500,4899999.6
3501,4902800.0
3502,4905601.2
3503,4908403.2
3504,4911206.0
3505,4914009.6
3506,4916814.0
3507,4919619.2
3508,4922425.2
3509,4925232.0
3510,4928039.6
3511,4930848.0
3512,4933657.2
3513,4936467.2
3514,4939278.0
3515,4942089.6
3516,4944902.0
3517,4947715.2
3518,4950529.2
3519,4953344.0
3520,4956159.6
3521,4958976.0
3522,4961793.2
3523,4964611.2
3524,4967430.0
3525,4970249.6
3526,4973070.0
3527,4975891.2
3528,4978713.2
3529,4981536.0
3530,4984359.6
3531,4987184.0
3532,4990009.2
3533,4992835.2
3534,4995662.0
3535,4998489.6
3536,5001318.0
3537,5004147.2
3538,5006977.2
3539,5009808.0
3540,5012639.6
3541,5015472.0
3542,5018305.2
3543,5021139.2
3544,5023974.0
3545,5026809.6
3546,5029646.0
3547,5032483.2
3548,5035321.2
3549,5038160.0
3550,5040999.6
3551,5043840.0
3552,5046681.2
3553,5049523.2
3554,5052366.0
3555,5055209.6
3556,5058054.0
3557,5060899.2
3558,5063745.2
3559,5066592.0
3560,5069439.6
3561,5072288.0
3562,5075137.2
3563,5077987.2
3564,5080838.0
3565,5083689.6
3566,5086542.0
3567,5089395.2
3568,5092249.2
3569,5095104.0
3570,5097959.6
3571,5100816.0
3572,5103673.2
3573,5106531.2
3574,5109390.0
3575,5112249.6
3576,5115110.0
3577,5117971.2
3578,5120833.2
3579,5123696.0
3580,5126559.6
3581,5129424.0
3582,5132289.2
3583,5135155.2
3584,5138022.0
3585,5140889.6
3586,5143758.0
3587,5146627.2
3588,5149497.2
3589,5152368.0
3590,5155239.6
3591,5158112.0
3592,5160985.2
3593,5163859.2
3594,5166734.0
3595,5169609.6
3596,5172486.0
3597,5175363.2
3598,5178241.2
3599,5181120.0
3600,5183999.6
3601,5186880.0
3602,5189761.2
3603,5192643.2
3604,5195526.0
3605,5198409.6
3606,5201294.0
3607,5204179.2
3608,5207065.2
3609,5209952.0
3610,5212839.6
3611,5215728.0
3612,5218617.2
3613,5221507.2
3614,5224398.0
3615,5227289.6
3616,5230182.0
3617,5233075.2
3618,5235969.2
3619,5238864.0
3620,5241759.6
3621,5244656.0
3622,5247553.2
3623,5250451.2
3624,5253350.0
3625,5256249.6
3626,5259150.0
3627,5262051.2
3628,5264953.2
3629,5267856.0
3630,5270759.6
3631,5273664.0
3632,5276569.2
3633,5279475.2
3634,5282382.0
3635,5285289.6
3636,5288198.0
3637,5291107.2
3638,5294017.2
3639,5296928.0
3640,5299839.6
3641,5302752.0
3642,5305665.2
3643,5308579.2
3644,5311494.0
3645,5314409.6
3646,5317326.0
3647,5320243.2
3648,5323161.2
3649,5326080.0
3650,5328999.6
3651,5331920.0
3652,5334841.2
3653,5337763.2
3654,5340686.0
3655,5343609.6
3656,5346534.0
3657,5349459.2
3658,5352385.2
3659,5355312.0
3660,5358239.6
3661,5361168.0
3662,5364097.2
3663,5367027.2
3664,5369958.0
3665,5372889.6
3666,5375822.0
3667,5378755.2
3668,5381689.2
3669,5384624.0
3670,5387559.6
3671,5390496.0
3672,5393433.2
3673,5396371.2
3674,5399310.0
3675,5402249.6
3676,5405190.0
3677,5408131.2
3678,5411073.2
3679,5414016.0
3680,5416959.6
3681,5419904.0
3682,5422849.2
3683,5425795.2
3684,5428742.0
3685,5431689.6
3686,5434638.0
3687,5437587.2
3688,5440537.2
3689,5443488.0
3690,5446439.6
3691,5449392.0
3692,5452345.2
3693,5455299.2
3694,5458254.0
3695,5461209.6
3696,5464166.0
3697,5467123.2
3698,5470081.2
3699,5473040.0
3700,5475999.6
3701,5478960.0
3702,5481921.2
3703,5484883.2
3704,5487846.0
3705,5490809.6
3706,5493774.0
3707,5496739.2
3708,5499705.2
3709,5502672.0
3710,5505639.6
3711,5508608.0
3712,5511577.2
3713,5514547.2
3714,5517518.0
3715,5520489.6
3716,5523462.0
3717,5526435.2
3718,5529409.2
3719,5532384.0
3720,5535359.6
3721,5538336.0
3722,5541313.2
3723,5544291.2
3724,5547270.0
3725,5550249.6
3726,5553230.0
3727,5556211.2
3728,5559193.2
3729,5562176.0
3730,5565159.6
3731,5568144.0
3732,5571129.2
3733,5574115.2
3734,5577102.0
3735,5580089.6
3736,5583078.0
3737,5586067.2
3738,5589057.2
3739,5592048.0
3740,5595039.6
3741,5598032.0
3742,5601025.2
3743,5604019.2
3744,5607014.0
3745,5610009.6
3746,5613006.0
3747,5616003.2
3748,5619001.2
3749,5622000.0
3750,5624999.6
3751,5628000.0
3752,5631001.2
3753,5634003.2
3754,5637006.0
3755,5640009.6
3756,5643014.0
3757,5646019.2
3758,5649025.2
3759,5652032.0
3760,5655039.6
3761,5658048.0
3762,5661057.2
3763,5664067.2
3764,5667078.0
3765,5670089.6
3766,5673102.0
3767,5676115.2
3768,5679129.2
3769,5682144.0
3770,5685159.6
3771,5688176.0
3772,5691193.2
3773,5694211.2
3774,5697230.0
3775,5700249.6
3776,5703270.0
3777,5706291.2
3778,5709313.2
3779,5712336.0
3780,5715359.6
3781,5718384.0
3782,5721409.2
3783,5724435.2
3784,5727462.0
3785,5730489.6
3786,5733518.0
3787,5736547.2
3788,5739577.2
3789,5742608.0
3790,5745639.6
3791,5748672.0
3792,5751705.2
3793,5754739.2
3794,5757774.0
3795,5760809.6
3796,5763846.0
3797,5766883.2
3798,5769921.2
3799,5772960.0
3800,5775999.6
3801,5779040.0
3802,5782081.2
3803,5785123.2
3804,5788166.0
3805,5791209.6
3806,5794254.0
3807,5797299.2
3808,5800345.2
3809,5803392.0
3810,5806439.6
3811,5809488.0
3812,5812537.2
3813,5815587.2
3814,5818638.0
3815,5821689.6
3816,5824742.0
3817,5827795.2
3818,5830849.2
3819,5833904.0
3820,5836959.6
3821,5840016.0
3822,5843073.2
3823,5846131.2
3824,5849190.0
3825,5852249.6
3826,5855310.0
3827,5858371.2
3828,5861433.2
3829,5864496.0
3830,5867559.6
3831,5870624.0
3832,5873689.2
3833,5876755.2
3834,5879822.0
3835,5882889.6
3836,5885958.0
3837,5889027.2
3838,5892097.2
3839,5895168.0
3840,5898239.6
3841,5901312.0
3842,5904385.2
3843,5907459.2
3844,5910534.0
3845,5913609.6
3846,5916686.0
3847,5919763.2
3848,5922841.2
3849,5925920.0
3850,5928999.6
3851,5932080.0
3852,5935161.2
3853,5938243.2
3854,5941326.0
3855,5944409.6
3856,5947494.0
3857,5950579.2
3858,5953665.2
3859,5956752.0
3860,5959839.6
3861,5962928.0
3862,5966017.2
3863,5969107.2
3864,5972198.0
3865,5975289.6
3866,5978382.0
3867,5981475.2
3868,5984569.2
3869,5987664.0
3870,5990759.6
3871,5993856.0
3872,5996953.2
3873,6000051.2
3874,6003150.0
3875,6006249.6
3876,6009350.0
3877,6012451.2
3878,6015553.2
3879,6018656.0
3880,6021759.6
3881,6024864.0
3882,6027969.2
3883,6031075.2
3884,6034182.0
3885,6037289.6
3886,6040398.0
3887,6043507.2
3888,6046617.2
3889,6049728.0
3890,6052839.6
3891,6055952.0
3892,6059065.2
3893,6062179.2
3894,6065294.0
3895,6068409.6
3896,6071526.0
3897,6074643.2
3898,6077761.2
3899,6080880.0
3900,6083999.6
3901,6087120.0
3902,6090241.2
3903,6093363.2
3904,6096486.0
3905,6099609.6
3906,6102734.0
3907,6105859.2
3908,6108985.2
3909,6112112.0
3910,6115239.6
3911,6118368.0
3912,6121497.2
3913,6124627.2
3914,6127758.0
3915,6130889.6
3916,6134022.0
3917,6137155.2
3918,6140289.2
3919,6143424.0
3920,6146559.6
3921,6149696.0
3922,6152833.2
3923,6155971.2
3924,6159110.0
3925,6162249.6
3926,6165390.0
3927,6168531.2
3928,6171673.2
3929,6174816.0
3930,6177959.6
3931,6181104.0
3932,6184249.2
3933,6187395.2
3934,6190542.0
3935,6193689.6
3936,6196838.0
3937,6199987.2
3938,6203137.2
3939,6206288.0
3940,6209439.6
3941,6212592.0
3942,6215745.2
3943,6218899.2
3944,6222054.0
3945,6225209.6
3946,6228366.0
3947,6231523.2
3948,6234681.2
3949,6237840.0
3950,6240999.6
3951,6244160.0
3952,6247321.2
3953,6250483.2
3954,6253646.0
3955,6256809.6
3956,6259974.0
3957,6263139.2
3958,6266305.2
3959,6269472.0
3960,6272639.6
3961,6275808.0
3962,6278977.2
3963,6282147.2
3964,6285318.0
3965,6288489.6
3966,6291662.0
3967,6294835.2
3968,6298009.2
3969,6301184.0
3970,6304359.6
3971,6307536.0
3972,6310713.2
3973,6313891.2
3974,6317070.0
3975,6320249.6
3976,6323430.0
3977,6326611.2
3978,6329793.2
3979,6332976.0
3980,6336159.6
3981,6339344.0
3982,6342529.2
3983,6345715.2
3984,6348902.0
3985,6352089.6
3986,6355278.0
3987,6358467.2
3988,6361657.2
3989,6364848.0
3990,6368039.6
3991,6371232.0
3992,6374425.2
3993,6377619.2
3994,6380814.0
3995,6384009.6
3996,6387206.0
3997,6390403.2
3998,6393601.2
3999,6396800.0
4000,6399999.6
4001,6403200.0
4002,6406401.2
4003,6409603.2
4004,6412806.0
4005,6416009.6
4006,6419214.0
4007,6422419.2
4008,6425625.2
4009,6428832.0
4010,6432039.6
4011,6435248.0
4012,6438457.2
4013,6441667.2
4014,6444878.0
4015,6448089.6
4016,6451302.0
4017,6454515.2
4018,6457729.2
4019,6460944.0
4020,6464159.6
4021,6467376.0
4022,6470593.2
4023,6473811.2
4024,6477030.0
4025,6480249.6
4026,6483470.0
4027,6486691.2
4028,6489913.2
4029,6493136.0
4030,6496359.6
4031,6499584.0
4032,6502809.2
4033,6506035.2
4034,6509262.0
4035,6512489.6
4036,6515718.0
4037,6518947.2
4038,6522177.2
4039,6525408.0
4040,6528639.6
4041,6531872.0
4042,6535105.2
4043,6538339.2
4044,6541574.0
4045,6544809.6
4046,6548046.0
4047,6551283.2
4048,6554521.2
4049,6557760.0
4050,6560999.6
4051,6564240.0
4052,6567481.2
4053,6570723.2
4054,6573966.0
4055,6577209.6
4056,6580454.0
4057,6583699.2
4058,6586945.2
4059,6590192.0
4060,6593439.6
4061,6596688.0
4062,6599937.2
4063,6603187.2
4064,6606438.0
4065,6609689.6
4066,6612942.0
4067,6616195.2
4068,6619449.2
4069,6622704.0
4070,6625959.6
4071,6629216.0
4072,6632473.2
4073,6635731.2
4074,6638990.0
4075,6642249.6
4076,6645510.0
4077,6648771.2
4078,6652033.2
4079,6655296.0
4080,6658559.6
4081,6661824.0
4082,6665089.2
4083,6668355.2
4084,6671622.0
4085,6674889.6
4086,6678158.0
4087,6681427.2
4088,6684697.2
4089,6687968.0
4090,6691239.6
4091,6694512.0
4092,6697785.2
4093,6701059.2
4094,6704334.0
4095,6707609.6
4096,6710886.0
4097,6714163.2
4098,6717441.2
4099,6720720.0
4100,6723999.6
4101,6727280.0
4102,6730561.2
4103,6733843.2
4104,6737126.0
4105,6740409.6
4106,6743694.0
4107,6746979.2
4108,6750265.2
4109,6753552.0
4110,6756839.6
4111,6760128.0
4112,6763417.2
4113,6766707.2
4114,6769998.0
4115,6773289.6
4116,6776582.0
4117,6779875.2
4118,6783169.2
4119,6786464.0
4120,6789759.6
4121,6793056.0
4122,6796353.2
4123,6799651.2
4124,6802950.0
4125,6806249.6
4126,6809550.0
4127,6812851.2
4128,6816153.2
4129,6819456.0
4130,6822759.6
4131,6826064.0
4132,6829369.2
4133,6832675.2
4134,6835982.0
4135,6839289.6
4136,6842598.0
4137,6845907.2
4138,6849217.2
4139,6852528.0
4140,6855839.6
4141,6859152.0
4142,6862465.2
4143,6865779.2
4144,6869094.0
4145,6872409.6
4146,6875726.0
4147,6879043.2
4148,6882361.2
4149,6885680.0
4150,6888999.6
4151,6892320.0
4152,6895641.2
4153,6898963.2
4154,6902286.0
4155,6905609.6
4156,6908934.0
4157,6912259.2
4158,6915585.2
4159,6918912.0
4160,6922239.6
4161,6925568.0
4162,6928897.2
4163,6932227.2
4164,6935558.0
4165,6938889.6
4166,6942222.0
4167,6945555.2
4168,6948889.2
4169,6952224.0
4170,6955559.6
4171,6958896.0
4172,6962233.2
4173,6965571.2
4174,6968910.0
4175,6972249.6
4176,6975590.0
4177,6978931.2
4178,6982273.2
4179,6985616.0
4180,6988959.6
4181,6992304.0
4182,6995649.2
4183,6998995.2
4184,7002342.0
4185,7005689.6
4186,7009038.0
4187,7012387.2
4188,7015737.2
4189,7019088.0
4190,7022439.6
4191,7025792.0
4192,7029145.2
4193,7032499.2
4194,7035854.0
4195,7039209.6
4196,7042566.0
4197,7045923.2
4198,7049281.2
4199,7052640.0
4200,7055999.6
4201,7059360.0
4202,7062721.2
4203,7066083.2
4204,7069446.0
4205,7072809.6
4206,7076174.0
4207,7079539.2
4208,7082905.2
4209,7086272.0
4210,7089639.6
4211,7093008.0
4212,7096377.2
4213,7099747.2
4214,7103118.0
4215,7106489.6
4216,7109862.0
4217,7113235.2
4218,7116609.2
4219,7119984.0
4220,7123359.6
4221,7126736.0
4222,7130113.2
4223,7133491.2
4224,7136870.0
4225,7140249.6
4226,7143630.0
4227,7147011.2
4228,7150393.2
4229,7153776.0
4230,7157159.6
4231,7160544.0
4232,7163929.2
4233,7167315.2
4234,7170702.0
4235,7174089.6
4236,7177478.0
4237,7180867.2
4238,7184257.2
4239,7187648.0
4240,7191039.6
4241,7194432.0
4242,7197825.2
4243,7201219.2
4244,7204614.0
4245,7208009.6
4246,7211406.0
4247,7214803.2
4248,7218201.2
4249,7221600.0
4250,7224999.6
4251,7228400.0
4252,7231801.2
4253,7235203.2
4254,7238606.0
4255,7242009.6
4256,7245414.0
4257,7248819.2
4258,7252225.2
4259,7255632.0
4260,7259039.6
4261,7262448.0
4262,7265857.2
4263,7269267.2
4264,7272678.0
4265,7276089.6
4266,7279502.0
4267,7282915.2
4268,7286329.2
4269,7289744.0
4270,7293159.6
4271,7296576.0
4272,7299993.2
4273,7303411.2
4274,7306830.0
4275,7310249.6
4276,7313670.0
4277,7317091.2
4278,7320513.2
4279,7323936.0
4280,7327359.6
4281,7330784.0
4282,7334209.2
4283,7337635.2
4284,7341062.0
4285,7344489.6
4286,7347918.0
4287,7351347.2
4288,7354777.2
4289,7358208.0
4290,7361639.6
4291,7365072.0
4292,7368505.2
4293,7371939.2
4294,7375374.0
4295,7378809.6
4296,7382246.0
4297,7385683.2
4298,7389121.2
4299,7392560.0
4300,7395999.6
4301,7399440.0
4302,7402881.2
4303,7406323.2
4304,7409766.0
4305,7413209.6
4306,7416654.0
4307,7420099.2
4308,7423545.2
4309,7426992.0
4310,7430439.6
4311,7433888.0
4312,7437337.2
4313,7440787.2
4314,7444238.0
4315,7447689.6
4316,7451142.0
4317,7454595.2
4318,7458049.2
4319,7461504.0
4320,7464959.6
4321,7468416.0
4322,7471873.2
4323,7475331.2
4324,7478790.0
4325,7482249.6
4326,7485710.0
4327,7489171.2
4328,7492633.2
4329,7496096.0
4330,7499559.6
4331,7503024.0
4332,7506489.2
4333,7509955.2
4334,7513422.0
4335,7516889.6
4336,7520358.0
4337,7523827.2
4338,7527297.2
4339,7530768.0
4340,7534239.6
4341,7537712.0
4342,7541185.2
4343,7544659.2
4344,7548134.0
4345,7551609.6
4346,7555086.0
4347,7558563.2
4348,7562041.2
4349,7565520.0
4350,7568999.6
4351,7572480.0
4352,7575961.2
4353,7579443.2
4354,7582926.0
4355,7586409.6
4356,7589894.0
4357,7593379.2
4358,7596865.2
4359,7600352.0
4360,7603839.6
4361,7607328.0
4362,7610817.2
4363,7614307.2
4364,7617798.0
4365,7621289.6
4366,7624782.0
4367,7628275.2
4368,7631769.2
4369,7635264.0
4370,7638759.6
4371,7642256.0
4372,7645753.2
4373,7649251.2
4374,7652750.0
4375,7656249.6
4376,7659750.0
4377,7663251.2
4378,7666753.2
4379,7670256.0
4380,7673759.6
4381,7677264.0
4382,7680769.2
4383,7684275.2
4384,7687782.0
4385,7691289.6
4386,7694798.0
4387,7698307.2
4388,7701817.2
4389,7705328.0
4390,7708839.6
4391,7712352.0
4392,7715865.2
4393,7719379.2
4394,7722894.0
4395,7726409.6
4396,7729926.0
4397,7733443.2
4398,7736961.2
4399,7740480.0
4400,7743999.6
4401,7747520.0
4402,7751041.2
4403,7754563.2
4404,7758086.0
4405,7761609.6
4406,7765134.0
4407,7768659.2
4408,7772185.2
4409,7775712.0
4410,7779239.6
4411,7782768.0
4412,7786297.2
4413,7789827.2
4414,7793358.0
4415,7796889.6
4416,7800422.0
4417,7803955.2
4418,7807489.2
4419,7811024.0
4420,7814559.6
4421,7818096.0
4422,7821633.2
4423,7825171.2
4424,7828710.0
4425,7832249.6
4426,7835790.0
4427,7839331.2
4428,7842873.2
4429,7846416.0
4430,7849959.6
4431,7853504.0
4432,7857049.2
4433,7860595.2
4434,7864142.0
4435,7867689.6
4436,7871238.0
4437,7874787.2
4438,7878337.2
4439,7881888.0
4440,7885439.6
4441,7888992.0
4442,7892545.2
4443,7896099.2
4444,7899654.0
4445,7903209.6
4446,7906766.0
4447,7910323.2
4448,7913881.2
4449,7917440.0
4450,7920999.6
4451,7924560.0
4452,7928121.2
4453,7931683.2
4454,7935246.0
4455,7938809.6
4456,7942374.0
4457,7945939.2
4458,7949505.2
4459,7953072.0
4460,7956639.6
4461,7960208.0
4462,7963777.2
4463,7967347.2
4464,7970918.0
4465,7974489.6
4466,7978062.0
4467,7981635.2
4468,7985209.2
4469,7988784.0
4470,7992359.6
4471,7995936.0
4472,7999513.2
4473,8003091.2
4474,8006670.0
4475,8010249.6
4476,8013830.0
4477,8017411.2
4478,8020993.2
4479,8024576.0
4480,8028159.6
4481,8031744.0
4482,8035329.2
4483,8038915.2
4484,8042502.0
4485,8046089.6
4486,8049678.0
4487,8053267.2
4488,8056857.2
4489,8060448.0
4490,8064039.6
4491,8067632.0
4492,8071225.2
4493,8074819.2
4494,8078414.0
4495,8082009.6
4496,8085606.0
4497,8089203.2
4498,8092801.2
4499,8096400.0
4500,8099999.6
4501,8103600.0
4502,8107201.2
4503,8110803.2
4504,8114406.0
4505,8118009.6
4506,8121614.0
4507,8125219.2
4508,8128825.2
4509,8132432.0
4510,8136039.6
4511,8139648.0
4512,8143257.2
4513,8146867.2
4514,8150478.0
4515,8154089.6
4516,8157702.0
4517,8161315.2
4518,8164929.2
4519,8168544.0
4520,8172159.6
4521,8175776.0
4522,8179393.2
4523,8183011.2
4524,8186630.0
4525,8190249.6
4526,8193870.0
4527,8197491.2
4528,8201113.2
4529,8204736.0
4530,8208359.6
4531,8211984.0
4532,8215609.2
4533,8219235.2
4534,8222862.0
4535,8226489.6
4536,8230118.0
4537,8233747.2
4538,8237377.2
4539,8241008.0
4540,8244639.6
4541,8248272.0
4542,8251905.2
4543,8255539.2
4544,8259174.0
4545,8262809.6
4546,8266446.0
4547,8270083.2
4548,8273721.2
4549,8277360.0
4550,8280999.6
4551,8284640.0
4552,8288281.2
4553,8291923.2
4554,8295566.0
4555,8299209.6
4556,8302854.0
4557,8306499.2
4558,8310145.2
4559,8313792.0
4560,8317439.6
4561,8321088.0
4562,8324737.2
4563,8328387.2
4564,8332038.0
4565,8335689.6
4566,8339342.0
4567,8342995.2
4568,8346649.2
4569,8350304.0
4570,8353959.6
4571,8357616.0
4572,8361273.2
4573,8364931.2
4574,8368590.0
4575,8372249.6
4576,8375910.0
4577,8379571.2
4578,8383233.2
4579,8386896.0
4580,8390559.6
4581,8394224.0
4582,8397889.2
4583,8401555.2
4584,8405222.0
4585,8408889.6
4586,8412558.0
4587,8416227.2
4588,8419897.2
4589,8423568.0
4590,8427239.6
4591,8430912.0
4592,8434585.2
4593,8438259.2
4594,8441934.0
4595,8445609.6
4596,8449286.0
4597,8452963.2
4598,8456641.2
4599,8460320.0
4600,8463999.6
4601,8467680.0
4602,8471361.2
4603,8475043.2
4604,8478726.0
4605,8482409.6
4606,8486094.0
4607,8489779.2
4608,8493465.2
4609,8497152.0
4610,8500839.6
4611,8504528.0
4612,8508217.2
4613,8511907.2
4614,8515598.0
4615,8519289.6
4616,8522982.0
4617,8526675.2
4618,8530369.2
4619,8534064.0
4620,8537759.6
4621,8541456.0
4622,8545153.2
4623,8548851.2
4624,8552550.0
4625,8556249.6
4626,8559950.0
4627,8563651.2
4628,8567353.2
4629,8571056.0
4630,8574759.6
4631,8578464.0
4632,8582169.2
4633,8585875.2
4634,8589582.0
4635,8593289.6
4636,8596998.0
4637,8600707.2
4638,8604417.2
4639,8608128.0
4640,8611839.6
4641,8615552.0
4642,8619265.2
4643,8622979.2
4644,8626694.0
4645,8630409.6
4646,8634126.0
4647,8637843.2
4648,8641561.2
4649,8645280.0
4650,8648999.6
4651,8652720.0
4652,8656441.2
4653,8660163.2
4654,8663886.0
4655,8667609.6
4656,8671334.0
4657,8675059.2
4658,8678785.2
4659,8682512.0
4660,8686239.6
4661,8689968.0
4662,8693697.2
4663,8697427.2
4664,8701158.0
4665,8704889.6
4666,8708622.0
4667,8712355.2
4668,8716089.2
4669,8719824.0
4670,8723559.6
4671,8727296.0
4672,8731033.2
4673,8734771.2
4674,8738510.0
4675,8742249.6
4676,8745990.0
4677,8749731.2
4678,8753473.2
4679,8757216.0
4680,8760959.6
4681,8764704.0
4682,8768449.2
4683,8772195.2
4684,8775942.0
4685,8779689.6
4686,8783438.0
4687,8787187.2
4688,8790937.2
4689,8794688.0
4690,8798439.6
4691,8802192.0
4692,8805945.2
4693,8809699.2
4694,8813454.0
4695,8817209.6
4696,8820966.0
4697,8824723.2
4698,8828481.2
4699,8832240.0
4700,8835999.6
4701,8839760.0
4702,8843521.2
4703,8847283.2
4704,8851046.0
4705,8854809.6
4706,8858574.0
4707,8862339.2
4708,8866105.2
4709,8869872.0
4710,8873639.6
4711,8877408.0
4712,8881177.2
4713,8884947.2
4714,8888718.0
4715,8892489.6
4716,8896262.0
4717,8900035.2
4718,8903809.2
4719,8907584.0
4720,8911359.6
4721,8915136.0
4722,8918913.2
4723,8922691.2
4724,8926470.0
4725,8930249.6
4726,8934030.0
4727,8937811.2
4728,8941593.2
4729,8945376.0
4730,8949159.6
4731,8952944.0
4732,8956729.2
4733,8960515.2
4734,8964302.0
4735,8968089.6
4736,8971878.0
4737,8975667.2
4738,8979457.2
4739,8983248.0
4740,8987039.6
4741,8990832.0
4742,8994625.2
4743,8998419.2
4744,9002214.0
4745,9006009.6
4746,9009806.0
4747,9013603.2
4748,9017401.2
4749,9021200.0
4750,9024999.6
4751,9028800.0
4752,9032601.2
4753,9036403.2
4754,9040206.0
4755,9044009.6
4756,9047814.0
4757,9051619.2
4758,9055425.2
4759,9059232.0
4760,9063039.6
4761,9066848.0
4762,9070657.2
4763,9074467.2
4764,9078278.0
4765,9082089.6
4766,9085902.0
4767,9089715.2
4768,9093529.2
4769,9097344.0
4770,9101159.6
4771,9104976.0
4772,9108793.2
4773,9112611.2
4774,9116430.0
4775,9120249.6
4776,9124070.0
4777,9127891.2
4778,9131713.2
4779,9135536.0
4780,9139359.6
4781,9143184.0
4782,9147009.2
4783,9150835.2
4784,9154662.0
4785,9158489.6
4786,9162318.0
4787,9166147.2
4788,9169977.2
4789,9173808.0
4790,9177639.6
4791,9181472.0
4792,9185305.2
4793,9189139.2
4794,9192974.0
4795,9196809.6
4796,9200646.0
4797,9204483.2
4798,9208321.2
4799,9212160.0
4800,9215999.6
4801,9219840.0
4802,9223681.2
4803,9227523.2
4804,9231366.0
4805,9235209.6
4806,9239054.0
4807,9242899.2
4808,9246745.2
4809,9250592.0
4810,9254439.6
4811,9258288.0
4812,9262137.2
4813,9265987.2
4814,9269838.0
4815,9273689.6
4816,9277542.0
4817,9281395.2
4818,9285249.2
4819,9289104.0
4820,9292959.6
4821,9296816.0
4822,9300673.2
4823,9304531.2
4824,9308390.0
4825,9312249.6
4826,9316110.0
4827,9319971.2
4828,9323833.2
4829,9327696.0
4830,9331559.6
4831,9335424.0
4832,9339289.2
4833,9343155.2
4834,9347022.0
4835,9350889.6
4836,9354758.0
4837,9358627.2
4838,9362497.2
4839,9366368.0
4840,9370239.6
4841,9374112.0
4842,9377985.2
4843,9381859.2
4844,9385734.0
4845,9389609.6
4846,9393486.0
4847,9397363.2
4848,9401241.2
4849,9405120.0
4850,9408999.6
4851,9412880.0
4852,9416761.2
4853,9420643.2
4854,9424526.0
4855,9428409.6
4856,9432294.0
4857,9436179.2
4858,9440065.2
4859,9443952.0
4860,9447839.6
4861,9451728.0
4862,9455617.2
4863,9459507.2
4864,9463398.0
4865,9467289.6
4866,9471182.0
4867,9475075.2
4868,9478969.2
4869,9482864.0
4870,9486759.6
4871,9490656.0
4872,9494553.2
4873,9498451.2
4874,9502350.0
4875,9506249.6
4876,9510150.0
4877,9514051.2
4878,9517953.2
4879,9521856.0
4880,9525759.6
4881,9529664.0
4882,9533569.2
4883,9537475.2
4884,9541382.0
4885,9545289.6
4886,9549198.0
4887,9553107.2
4888,9557017.2
4889,9560928.0
4890,9564839.6
4891,9568752.0
4892,9572665.2
4893,9576579.2
4894,9580494.0
4895,9584409.6
4896,9588326.0
4897,9592243.2
4898,9596161.2
4899,9600080.0
4900,9603999.6
4901,9607920.0
4902,9611841.2
4903,9615763.2
4904,9619686.0
4905,9623609.6
4906,9627534.0
4907,9631459.2
4908,9635385.2
4909,9639312.0
4910,9643239.6
4911,9647168.0
4912,9651097.2
4913,9655027.2
4914,9658958.0
4915,9662889.6
4916,9666822.0
4917,9670755.2
4918,9674689.2
4919,9678624.0
4920,9682559.6
4921,9686496.0
4922,9690433.2
4923,9694371.2
4924,9698310.0
4925,9702249.6
4926,9706190.0
4927,9710131.2
4928,9714073.2
4929,9718016.0
4930,9721959.6
4931,9725904.0
4932,9729849.2
4933,9733795.2
4934,9737742.0
4935,9741689.6
4936,9745638.0
4937,9749587.2
4938,9753537.2
4939,9757488.0
4940,9761439.6
4941,9765392.0
4942,9769345.2
4943,9773299.2
4944,9777254.0
4945,9781209.6
4946,9785166.0
4947,9789123.2
4948,9793081.2
4949,9797040.0
4950,9800999.6
4951,9804960.0
4952,9808921.2
