Energy at infinity,Energy of 10000matrix,Difference,log(Difference)
0.5,0.500000000000030689828436286854532810,3.0689828436286854532810E-14,-13.513005539374699915704254030306493162304843401347
1.8462309376511145198475128754913807683575146991674,1.84623093765131520967594916235360147,2.006898284362868622207016424853008326E-13,-12.697474638304422647217633850683091293875085795313
3.9363376097049852018441992080520786175224488515646,3.93633760970556589167263549498642586,5.806898284362869343472424775511484354E-13,-12.236055781152281982125449799068161736492701199708
6.7996652778142906662363317970490926639868428956555,6.79966527781547135606476808385020286,1.1806898284362868011101960131571043445E-12,-11.927864178161988404391789682185499177593014524351
