Matrix size,Predicted Coefficient,Original Coefficient,Original - Constant,Error,Formula
229,0.20854528123521612,0.2089495002721244,0.003459500272124383,-0.0019345298092689031,0.15552exp(-x^0.25187) + 0.20549
230,0.20853212491237347,0.208942072900051,0.0034520729000510064,-0.001962017424196066,0.15552exp(-x^0.25187) + 0.20549
231,0.2085190676909992,0.2089346929551496,0.0034446929551495975,-0.0019892592190977965,0.15552exp(-x^0.25187) + 0.20549
232,0.20850610846119805,0.2089273597361798,0.0034373597361797847,-0.0020162571121066794,0.15552exp(-x^0.25187) + 0.20549
233,0.2084932461297948,0.2089200727921126,0.003430072792112604,-0.0020430141374807955,0.15552exp(-x^0.25187) + 0.20549
234,0.20848047962001628,0.2089128316174333,0.0034228316174332862,-0.002069532991677323,0.15552exp(-x^0.25187) + 0.20549
235,0.20846780787118077,0.2089056357169271,0.0034156357169271012,-0.0020958163442732804,0.15552exp(-x^0.25187) + 0.20549
236,0.20845522983839446,0.2088984846004931,0.003408484600493089,-0.0021218668146221293,0.15552exp(-x^0.25187) + 0.20549
237,0.20844274449225483,0.2088913777875821,0.003401377787582094,-0.0021476869944506453,0.15552exp(-x^0.25187) + 0.20549
238,0.20843035081856084,0.2088843147565584,0.003394314756558381,-0.0021732792073287503,0.15552exp(-x^0.25187) + 0.20549
239,0.2084180478180296,0.2088772951800308,0.0033872951800307805,-0.002198646634165532,0.15552exp(-x^0.25187) + 0.20549
240,0.20840583450601943,0.208870318459454,0.003380318459453996,-0.0022237910913356263,0.15552exp(-x^0.25187) + 0.20549
241,0.20839370991225917,0.2088633841728753,0.0033733841728753045,-0.0022487151708094305,0.15552exp(-x^0.25187) + 0.20549
242,0.20838167308058358,0.2088564919169797,0.003366491916979686,-0.0022734214868688264,0.15552exp(-x^0.25187) + 0.20549
243,0.20836972306867457,0.2088496412418644,0.003359641241864386,-0.00229791236573893,0.15552exp(-x^0.25187) + 0.20549
244,0.20835785894780817,0.2088428316291031,0.0033528316291031035,-0.002322189741978936,0.15552exp(-x^0.25187) + 0.20549
245,0.2083460798026071,0.2088360627260688,0.003346062726068799,-0.0023462562790431876,0.15552exp(-x^0.25187) + 0.20549
246,0.2083343847307989,0.2088293341547549,0.0033393341547549027,-0.0023701144571443055,0.15552exp(-x^0.25187) + 0.20549
247,0.2083227728429791,0.2088226454233639,0.0033326454233638947,-0.002393766151996465,0.15552exp(-x^0.25187) + 0.20549
248,0.20831124326237982,0.2088159961527126,0.0033259961527125903,-0.0024172137174952725,0.15552exp(-x^0.25187) + 0.20549
249,0.20829979512464333,0.2088093859358,0.003319385935800001,-0.002440459315910978,0.15552exp(-x^0.25187) + 0.20549
250,0.20828842757760047,0.2088028143778303,0.003312814377830292,-0.002463505110132498,0.15552exp(-x^0.25187) + 0.20549
251,0.20827713978105378,0.2087962810525644,0.0033062810525643915,-0.0024863530561635176,0.15552exp(-x^0.25187) + 0.20549
252,0.20826593090656553,0.2087897856757481,0.003299785675748096,-0.0025090057326660553,0.15552exp(-x^0.25187) + 0.20549
253,0.20825480013725015,0.2087833277668015,0.003293327766801496,-0.002531464725678145,0.15552exp(-x^0.25187) + 0.20549
254,0.2082437466675709,0.2087769069839669,0.0032869069839668863,-0.0025537322307248368,0.15552exp(-x^0.25187) + 0.20549
255,0.2082327697031413,0.2087705229580919,0.0032805229580918915,-0.002575810259662652,0.15552exp(-x^0.25187) + 0.20549
256,0.2082218684605304,0.2087641753252585,0.003274175325258505,-0.0025977007974820896,0.15552exp(-x^0.25187) + 0.20549
257,0.20821104216707226,0.2087578637235568,0.0032678637235568075,-0.002619405787791892,0.15552exp(-x^0.25187) + 0.20549
258,0.2082002900606795,0.2087515878036313,0.003261587803631283,-0.0026409271840863078,0.15552exp(-x^0.25187) + 0.20549
259,0.20818961138966072,0.2087453472132549,0.0032553472132549055,-0.002662266876906497,0.15552exp(-x^0.25187) + 0.20549
260,0.2081790054125416,0.2087391416071084,0.0032491416071084023,-0.0026834267414067065,0.15552exp(-x^0.25187) + 0.20549
261,0.2081684713978901,0.2087329706475161,0.0032429706475160802,-0.0027044086416958208,0.15552exp(-x^0.25187) + 0.20549
262,0.2081580086241447,0.2087268339961749,0.003236833996174887,-0.002725214392130356,0.15552exp(-x^0.25187) + 0.20549
263,0.2081476163794467,0.2087207313267657,0.0032307313267656845,-0.002745845818361658,0.15552exp(-x^0.25187) + 0.20549
264,0.20813729396147576,0.2087146623106531,0.0032246623106531036,-0.002766304689787377,0.15552exp(-x^0.25187) + 0.20549
265,0.20812704067728877,0.2087086266252278,0.0032186266252277884,-0.0027865927601706942,0.15552exp(-x^0.25187) + 0.20549
266,0.208116855843162,0.2087026239562142,0.003212623956214189,-0.002806711779412448,0.15552exp(-x^0.25187) + 0.20549
267,0.20810673878443672,0.2086966539886173,0.003206653988617303,-0.002826663451023803,0.15552exp(-x^0.25187) + 0.20549
268,0.20809668883536755,0.2086907164139813,0.003200716413981286,-0.002846449467523799,0.15552exp(-x^0.25187) + 0.20549
269,0.20808670533897414,0.2086848109267118,0.003194810926711783,-0.0028660714935678814,0.15552exp(-x^0.25187) + 0.20549
270,0.2080767876468958,0.208678937227354,0.0031889372273539995,-0.0028855311822973705,0.15552exp(-x^0.25187) + 0.20549
271,0.20806693511924895,0.2086730950185762,0.003183095018576193,-0.002904830156821539,0.15552exp(-x^0.25187) + 0.20549
272,0.20805714712448756,0.2086672840190331,0.003177284019033083,-0.002923970077119899,0.15552exp(-x^0.25187) + 0.20549
273,0.20804742303926615,0.2086615038645383,0.0031715038645382942,-0.0029429521684594135,0.15552exp(-x^0.25187) + 0.20549
274,0.20803776224830575,0.2086557544832794,0.0031657544832793816,-0.0029617790149332225,0.15552exp(-x^0.25187) + 0.20549
275,0.20802816414426242,0.2086500352914529,0.003160035291452895,-0.0029804507165398612,0.15552exp(-x^0.25187) + 0.20549
276,0.20801862812759828,0.2086443462209847,0.003154346220984705,-0.0029989698006180733,0.15552exp(-x^0.25187) + 0.20549
277,0.2080091536064551,0.2086386869392368,0.0031486869392367833,-0.0030173374939088927,0.15552exp(-x^0.25187) + 0.20549
278,0.2079997399965305,0.2086330571768175,0.003143057176817482,-0.003035555289544719,0.15552exp(-x^0.25187) + 0.20549
279,0.20799038672095646,0.2086274566676797,0.0031374566676797,-0.0030536246613887784,0.15552exp(-x^0.25187) + 0.20549
280,0.20798109321018002,0.2086218851456269,0.0031318851456269003,-0.003071547047902421,0.15552exp(-x^0.25187) + 0.20549
281,0.20797185890184666,0.2086163423038051,0.0031263423038050964,-0.003089323659121047,0.15552exp(-x^0.25187) + 0.20549
282,0.20796268324068565,0.2086108280304427,0.003120828030442696,-0.00310695660372179,0.15552exp(-x^0.25187) + 0.20549
283,0.2079535656783977,0.2086053419245144,0.003115341924514403,-0.003124446575066874,0.15552exp(-x^0.25187) + 0.20549
284,0.2079445056735447,0.2085998837847217,0.0031098837847216843,-0.0031417951884065124,0.15552exp(-x^0.25187) + 0.20549
285,0.20793550269144168,0.2085944533537749,0.0031044533537749053,-0.0031590037593936357,0.15552exp(-x^0.25187) + 0.20549
286,0.2079265562040507,0.2085890504173358,0.003099050417335797,-0.003176073777408777,0.15552exp(-x^0.25187) + 0.20549
287,0.20791766568987688,0.2085836747028163,0.003093674702816296,-0.0031930064224265486,0.15552exp(-x^0.25187) + 0.20549
288,0.2079088306338663,0.208578325983268,0.0030883259832679977,-0.0032098030619701137,0.15552exp(-x^0.25187) + 0.20549
289,0.20790005052730584,0.2085730040218755,0.0030830040218755017,-0.0032264649863272157,0.15552exp(-x^0.25187) + 0.20549
290,0.20789132486772485,0.2085677085872552,0.0030777085872552012,-0.0032429934821256693,0.15552exp(-x^0.25187) + 0.20549
291,0.20788265315879895,0.2085624394487653,0.003072439448765285,-0.003259389810375411,0.15552exp(-x^0.25187) + 0.20549
292,0.20787403491025513,0.2085571963795693,0.003067196379569287,-0.0032756552215576413,0.15552exp(-x^0.25187) + 0.20549
293,0.20786546963777902,0.208551979155305,0.0030619791553049835,-0.0032917909497024566,0.15552exp(-x^0.25187) + 0.20549
294,0.2078569568629238,0.2085467875554021,0.0030567875554020907,-0.0033077982191168508,0.15552exp(-x^0.25187) + 0.20549
295,0.20784849611302056,0.2085416213616779,0.0030516213616778864,-0.0033236782380972893,0.15552exp(-x^0.25187) + 0.20549
296,0.20784008692109068,0.2085364803556602,0.003046480355660186,-0.003339432186549834,0.15552exp(-x^0.25187) + 0.20549
297,0.2078317288257595,0.2085313643423156,0.0030413643423155834,-0.0033550613298035585,0.15552exp(-x^0.25187) + 0.20549
298,0.20782342137117174,0.2085262730612917,0.0030362730612917,-0.0033705665948068697,0.15552exp(-x^0.25187) + 0.20549
299,0.2078151641069084,0.2085212063410988,0.0030312063410987966,-0.003385949307407439,0.15552exp(-x^0.25187) + 0.20549
300,0.2078069565879052,0.2085161639929862,0.0030261639929861917,-0.003401210685541105,0.15552exp(-x^0.25187) + 0.20549
301,0.2077987983743725,0.2085111457808423,0.0030211457808422826,-0.003416351695743384,0.15552exp(-x^0.25187) + 0.20549
302,0.20779068903171669,0.2085061515142495,0.003016151514249499,-0.0034313734982726585,0.15552exp(-x^0.25187) + 0.20549
303,0.20778262813046278,0.2085011809940757,0.003011180994075685,-0.0034462771874339236,0.15552exp(-x^0.25187) + 0.20549
304,0.20777461524617874,0.2084962340247031,0.003006234024703097,-0.003461063850385251,0.15552exp(-x^0.25187) + 0.20549
305,0.20776664995940103,0.2084913104123991,0.003001310412399094,-0.0034757345597026647,0.15552exp(-x^0.25187) + 0.20549
306,0.20775873185556126,0.2084864099634623,0.0029964099634622876,-0.0034902903648662666,0.15552exp(-x^0.25187) + 0.20549
307,0.2077508605249145,0.20848153248991,0.0029915324899099927,-0.0035047323197840135,0.15552exp(-x^0.25187) + 0.20549
308,0.20774303556246862,0.2084766778038245,0.0029866778038245,-0.0035190614561032094,0.15552exp(-x^0.25187) + 0.20549
309,0.20773525656791492,0.2084718457198204,0.0029818457198203807,-0.0035332787953315423,0.15552exp(-x^0.25187) + 0.20549
310,0.20772752314556012,0.2084670360535299,0.002977036053529891,-0.0035473853419199057,0.15552exp(-x^0.25187) + 0.20549
311,0.2077198349042593,0.2084622486276629,0.0029722486276629045,-0.0035613821125456955,0.15552exp(-x^0.25187) + 0.20549
312,0.20771219145735034,0.2084574832582971,0.002967483258297099,-0.003575270070891533,0.15552exp(-x^0.25187) + 0.20549
313,0.20770459242258907,0.2084527397723707,0.002962739772370687,-0.00358905021156641,0.15552exp(-x^0.25187) + 0.20549
314,0.20769703742208606,0.2084480179938695,0.002958017993869494,-0.003602723494379903,0.15552exp(-x^0.25187) + 0.20549
315,0.207689526082244,0.2084433177476758,0.0029533177476757932,-0.0036162908630358414,0.15552exp(-x^0.25187) + 0.20549
316,0.20768205803369658,0.2084386388661181,0.0029486388661180973,-0.003629753276730451,0.15552exp(-x^0.25187) + 0.20549
317,0.20767463291124813,0.2084339811101515,0.0029439811101514834,-0.003643111333665238,0.15552exp(-x^0.25187) + 0.20549
318,0.20766725035381456,0.2084293445161358,0.0029393445161357834,-0.003656366928996566,0.15552exp(-x^0.25187) + 0.20549
319,0.20765991000436493,0.2084247287165795,0.0029347287165794878,-0.0036695200081300464,0.15552exp(-x^0.25187) + 0.20549
320,0.2076526115098645,0.2084201335863126,0.0029301335863125832,-0.003682571655824404,0.15552exp(-x^0.25187) + 0.20549
321,0.20764535452121838,0.2084155590496757,0.0029255590496757022,-0.003695523174801706,0.15552exp(-x^0.25187) + 0.20549
322,0.20763813869321626,0.208411004860351,0.0029210048603509897,-0.003708375033519005,0.15552exp(-x^0.25187) + 0.20549
323,0.20763096368447814,0.2084064708892163,0.0029164708892162883,-0.00372112824246418,0.15552exp(-x^0.25187) + 0.20549
324,0.20762382915740082,0.2084019569806973,0.0029119569806972945,-0.0037337836677250984,0.15552exp(-x^0.25187) + 0.20549
325,0.20761673477810552,0.2083974629800291,0.002907462980029085,-0.003746342161556868,0.15552exp(-x^0.25187) + 0.20549
326,0.20760968021638607,0.2083929887320774,0.002902988732077394,-0.0037588045569920876,0.15552exp(-x^0.25187) + 0.20549
327,0.2076026651456583,0.2083885341275554,0.002898534127555391,-0.003771171889025589,0.15552exp(-x^0.25187) + 0.20549
328,0.20759568924291003,0.20838409889645,0.0028940988964499814,-0.003783444407299704,0.15552exp(-x^0.25187) + 0.20549
329,0.20758875218865194,0.2083796830101967,0.002889683010196681,-0.0037956234989859417,0.15552exp(-x^0.25187) + 0.20549
330,0.20758185366686943,0.2083752862823319,0.0028852862823318948,-0.003807709779879709,0.15552exp(-x^0.25187) + 0.20549
331,0.20757499336497498,0.2083709085681396,0.0028809085681396063,-0.003819704049062871,0.15552exp(-x^0.25187) + 0.20549
332,0.20756817097376162,0.2083665497257553,0.0028765497257552952,-0.0038316071031769543,0.15552exp(-x^0.25187) + 0.20549
333,0.20756138618735678,0.2083622096109069,0.002872209610906895,-0.0038434197114993445,0.15552exp(-x^0.25187) + 0.20549
334,0.20755463870317734,0.2083578880842329,0.0028678880842328835,-0.0038551426511427506,0.15552exp(-x^0.25187) + 0.20549
335,0.207547928221885,0.2083535850062681,0.002863585006268099,-0.0038667766832947204,0.15552exp(-x^0.25187) + 0.20549
336,0.20754125444734273,0.2083493002420159,0.0028593002420158886,-0.0038783225752836805,0.15552exp(-x^0.25187) + 0.20549
337,0.20753461708657164,0.208345033651835,0.0028550336518349817,-0.003889781057213152,0.15552exp(-x^0.25187) + 0.20549
338,0.20752801584970876,0.208340785105542,0.0028507851055419864,-0.0039011528895866406,0.15552exp(-x^0.25187) + 0.20549
339,0.20752145044996534,0.2083365544667965,0.0028465544667964915,-0.003912438788849535,0.15552exp(-x^0.25187) + 0.20549
340,0.20751492060358595,0.2083323416038262,0.0028423416038261817,-0.003923639478860562,0.15552exp(-x^0.25187) + 0.20549
341,0.20750842602980818,0.2083281463888558,0.0028381463888557945,-0.003934755688353163,0.15552exp(-x^0.25187) + 0.20549
342,0.20750196645082297,0.2083239686910382,0.002833968691038191,-0.003945788117325677,0.15552exp(-x^0.25187) + 0.20549
343,0.20749554159173564,0.2083198083827704,0.002829808382770388,-0.003956737467424287,0.15552exp(-x^0.25187) + 0.20549
344,0.2074891511805274,0.2083156653386556,0.0028256653386555808,-0.003967604437162832,0.15552exp(-x^0.25187) + 0.20549
345,0.2074827949480177,0.2083115394333803,0.002821539433380288,-0.003978389711951808,0.15552exp(-x^0.25187) + 0.20549
346,0.20747647262782692,0.208307430608246,0.002817430608245991,-0.0039890942823917605,0.15552exp(-x^0.25187) + 0.20549
347,0.2074701839563399,0.2083033385439159,0.002813338543915883,-0.003999717879703302,0.15552exp(-x^0.25187) + 0.20549
348,0.20746392867266977,0.2082992633176751,0.002809263317675087,-0.004010262118552765,0.15552exp(-x^0.25187) + 0.20549
349,0.20745770651862264,0.2082952047403528,0.0028052047403527847,-0.004020727326748231,0.15552exp(-x^0.25187) + 0.20549
350,0.20745151723866256,0.2082911626973163,0.002801162697316284,-0.004031114175851419,0.15552exp(-x^0.25187) + 0.20549
351,0.2074453605798774,0.2082871370687999,0.0027971370687998875,-0.004041423300395418,0.15552exp(-x^0.25187) + 0.20549
352,0.2074392362919447,0.2082831277388235,0.002793127738823481,-0.004051655340690843,0.15552exp(-x^0.25187) + 0.20549
353,0.20743314412709862,0.2082791345919992,0.0027891345919991983,-0.004061810927713922,0.15552exp(-x^0.25187) + 0.20549
354,0.2074270838400972,0.2082751575143953,0.0027851575143952867,-0.004071890687392606,0.15552exp(-x^0.25187) + 0.20549
355,0.20742105518818985,0.2082711963930751,0.002781196393075086,-0.004081895238555959,0.15552exp(-x^0.25187) + 0.20549
356,0.20741505793108578,0.2082672511160033,0.0027772511160032987,-0.004091825192636078,0.15552exp(-x^0.25187) + 0.20549
357,0.20740909183092268,0.2082633215973989,0.0027733215973989034,-0.00410168127505221,0.15552exp(-x^0.25187) + 0.20549
358,0.20740315665223588,0.2082594076527684,0.0027694076527683964,-0.004111463727776231,0.15552exp(-x^0.25187) + 0.20549
359,0.20739725216192806,0.2082555092509991,0.002765509250999082,-0.0041211735149662655,0.15552exp(-x^0.25187) + 0.20549
360,0.20739137812923925,0.2082516262544585,0.002761626254458499,-0.0041308110802848646,0.15552exp(-x^0.25187) + 0.20549
361,0.20738553432571766,0.2082477585623493,0.002757758562349305,-0.0041403770325504075,0.15552exp(-x^0.25187) + 0.20549
362,0.20737972052519052,0.2082439060653529,0.00275390606535289,-0.00414987192898298,0.15552exp(-x^0.25187) + 0.20549
363,0.20737393650373556,0.2082400686607735,0.002750068660773486,-0.004159296347759438,0.15552exp(-x^0.25187) + 0.20549
364,0.20736818203965304,0.2082362462450618,0.002746246245061784,-0.004168650852393729,0.15552exp(-x^0.25187) + 0.20549
365,0.2073624569134379,0.2082324387386539,0.0027424387386539018,-0.004177936110655102,0.15552exp(-x^0.25187) + 0.20549
366,0.20735676090775265,0.2082286459714939,0.002738645971493897,-0.004187152347235695,0.15552exp(-x^0.25187) + 0.20549
367,0.20735109380740044,0.208224867911886,0.0027348679118859853,-0.004196300438309346,0.15552exp(-x^0.25187) + 0.20549
368,0.2073454553992986,0.2082211044383346,0.002731104438334603,-0.004205380820536994,0.15552exp(-x^0.25187) + 0.20549
369,0.20733984547245266,0.2082173554664936,0.0027273554664935806,-0.004214394098296674,0.15552exp(-x^0.25187) + 0.20549
370,0.20733426381793058,0.2082136208546577,0.002723620854657688,-0.004223340591828758,0.15552exp(-x^0.25187) + 0.20549
371,0.2073287102288375,0.2082099005504524,0.002719900550452403,-0.004232221038890413,0.15552exp(-x^0.25187) + 0.20549
372,0.20732318450029089,0.2082061944372019,0.002716194437201891,-0.00424103586013787,0.15552exp(-x^0.25187) + 0.20549
373,0.20731768642939588,0.2082025024399967,0.0027125024399966835,-0.004249785666509027,0.15552exp(-x^0.25187) + 0.20549
374,0.2073122158152212,0.2081988244442489,0.0027088244442488862,-0.004258470869825283,0.15552exp(-x^0.25187) + 0.20549
375,0.2073067724587752,0.2081951603648075,0.0027051603648075018,-0.004267092013453281,0.15552exp(-x^0.25187) + 0.20549
376,0.20730135616298254,0.2081915101086537,0.0027015101086536875,-0.004275649594004059,0.15552exp(-x^0.25187) + 0.20549
377,0.20729596673266087,0.2081878735862438,0.002697873586243793,-0.004284144115691943,0.15552exp(-x^0.25187) + 0.20549
378,0.20729060397449822,0.2081842507052522,0.002694250705252199,-0.004292576060516751,0.15552exp(-x^0.25187) + 0.20549
379,0.20728526769703032,0.2081806413767354,0.0026906413767353865,-0.004300945917851969,0.15552exp(-x^0.25187) + 0.20549
380,0.20727995771061858,0.2081770455125879,0.002687045512587888,-0.004309254172382183,0.15552exp(-x^0.25187) + 0.20549
381,0.20727467382742829,0.2081734630242415,0.0026834630242414947,-0.004317501297985098,0.15552exp(-x^0.25187) + 0.20549
382,0.20726941586140696,0.2081698938231447,0.002679893823144708,-0.004325687760127199,0.15552exp(-x^0.25187) + 0.20549
383,0.2072641836282633,0.2081663378297383,0.0026763378297383067,-0.004333814058894104,0.15552exp(-x^0.25187) + 0.20549
384,0.20725897694544615,0.2081627949517831,0.002672794951783103,-0.004341880625432184,0.15552exp(-x^0.25187) + 0.20549
385,0.207253795632124,0.2081592651057319,0.0026692651057318995,-0.004349887924267859,0.15552exp(-x^0.25187) + 0.20549
386,0.20724863950916467,0.2081557482093109,0.0026657482093108975,-0.0043578364179215155,0.15552exp(-x^0.25187) + 0.20549
387,0.20724350839911518,0.2081522441781374,0.0026622441781374018,-0.004365726550824647,0.15552exp(-x^0.25187) + 0.20549
388,0.20723840212618214,0.2081487529304912,0.0026587529304911983,-0.004373558772235685,0.15552exp(-x^0.25187) + 0.20549
389,0.20723332051621224,0.2081452743850353,0.0026552743850352944,-0.004381333525430388,0.15552exp(-x^0.25187) + 0.20549
390,0.20722826339667313,0.2081418084603729,0.002651808460372884,-0.0043890512456736,0.15552exp(-x^0.25187) + 0.20549
391,0.2072232305966344,0.2081383550758444,0.002648355075844405,-0.004396712364122202,0.15552exp(-x^0.25187) + 0.20549
392,0.20721822194674902,0.2081349141532974,0.0026449141532974008,-0.004404317316378817,0.15552exp(-x^0.25187) + 0.20549
393,0.207213237279235,0.2081314856124531,0.0026414856124530872,-0.004411866520416366,0.15552exp(-x^0.25187) + 0.20549
394,0.20720827642785705,0.2081280693771648,0.0026380693771647923,-0.0044193604066009905,0.15552exp(-x^0.25187) + 0.20549
395,0.20720333922790904,0.2081246653689957,0.0026346653689957034,-0.004426799387055831,0.15552exp(-x^0.25187) + 0.20549
396,0.20719842551619608,0.2081212735115435,0.0026312735115434915,-0.00443418387643219,0.15552exp(-x^0.25187) + 0.20549
397,0.2071935351310173,0.2081178937288273,0.0026278937288272963,-0.004441514284275947,0.15552exp(-x^0.25187) + 0.20549
398,0.20718866791214866,0.2081145259446587,0.002624525944658701,-0.004448791012100009,0.15552exp(-x^0.25187) + 0.20549
399,0.20718382370082605,0.2081111700871339,0.0026211700871338894,-0.004456014474953807,0.15552exp(-x^0.25187) + 0.20549
400,0.20717900233972866,0.2081078260790348,0.0026178260790347962,-0.004463185055584563,0.15552exp(-x^0.25187) + 0.20549
401,0.20717420367296246,0.2081044938484905,0.0026144938484904956,-0.004470303155516335,0.15552exp(-x^0.25187) + 0.20549
402,0.20716942754604412,0.2081011733242211,0.002611173324221089,-0.004477369172375215,0.15552exp(-x^0.25187) + 0.20549
403,0.20716467380588488,0.2080978644321997,0.0026078644321996802,-0.004484383483997014,0.15552exp(-x^0.25187) + 0.20549
404,0.20715994230077484,0.2080945671012205,0.0026045671012205063,-0.004491346475139164,0.15552exp(-x^0.25187) + 0.20549
405,0.2071552328803674,0.2080912812616521,0.0026012812616520997,-0.0044982585315898665,0.15552exp(-x^0.25187) + 0.20549
406,0.20715054539566394,0.2080880068427877,0.002598006842787687,-0.0045051200275661035,0.15552exp(-x^0.25187) + 0.20549
407,0.2071458796989986,0.2080847437742281,0.002594743774228081,-0.00451193133240065,0.15552exp(-x^0.25187) + 0.20549
408,0.20714123564402345,0.2080814920114131,0.0025914920114130935,-0.004518692932757684,0.15552exp(-x^0.25187) + 0.20549
409,0.20713661308569367,0.20807825141667,0.00258825141666999,-0.004525404863628558,0.15552exp(-x^0.25187) + 0.20549
410,0.20713201188025307,0.2080750219907924,0.0025850219907923855,-0.004532067816294891,0.15552exp(-x^0.25187) + 0.20549
411,0.20712743188521976,0.2080718036436393,0.002581803643639302,-0.004538682040921588,0.15552exp(-x^0.25187) + 0.20549
412,0.2071228729593719,0.2080685963091864,0.0025785963091863873,-0.004545247897040472,0.15552exp(-x^0.25187) + 0.20549
413,0.2071183349627339,0.2080653999203138,0.0025753999203138034,-0.004551765732998445,0.15552exp(-x^0.25187) + 0.20549
414,0.20711381775656257,0.2080622143597761,0.002572214359776087,-0.004558235651445969,0.15552exp(-x^0.25187) + 0.20549
415,0.20710932120333347,0.2080590397035144,0.002569039703514381,-0.004564658673491276,0.15552exp(-x^0.25187) + 0.20549
416,0.20710484516672759,0.208055875779769,0.0025658757797689946,-0.004571034629409353,0.15552exp(-x^0.25187) + 0.20549
417,0.2071003895116181,0.2080527225269789,0.0025627225269788945,-0.004577363871012567,0.15552exp(-x^0.25187) + 0.20549
418,0.20709595410405734,0.208049579899193,0.002559579899193004,-0.004583646819175165,0.15552exp(-x^0.25187) + 0.20549
419,0.20709153881126383,0.2080464478323579,0.0025564478323578943,-0.004589883802599372,0.15552exp(-x^0.25187) + 0.20549
420,0.2070871435016096,0.2080433262646525,0.002553326264652489,-0.004596075155165245,0.15552exp(-x^0.25187) + 0.20549
421,0.2070827680446077,0.208040215164137,0.002550215164137004,-0.004602221348280708,0.15552exp(-x^0.25187) + 0.20549
422,0.20707841231089977,0.2080371143819588,0.002547114381958787,-0.004608322288583739,0.15552exp(-x^0.25187) + 0.20549
423,0.2070740761722438,0.2080340239439603,0.002544023943960305,-0.00461437871323924,0.15552exp(-x^0.25187) + 0.20549
424,0.2070697595015021,0.2080309437491471,0.0025409437491470954,-0.004620390747272819,0.15552exp(-x^0.25187) + 0.20549
425,0.20706546217262947,0.2080278737764949,0.002537873776494892,-0.004626358893132951,0.15552exp(-x^0.25187) + 0.20549
426,0.20706118406066126,0.2080248139266089,0.0025348139266088976,-0.004632283273127257,0.15552exp(-x^0.25187) + 0.20549
427,0.20705692504170195,0.2080217641561306,0.0025317641561306004,-0.004638164272583021,0.15552exp(-x^0.25187) + 0.20549
428,0.2070526849929136,0.2080187244048348,0.0025287244048347868,-0.004644002191077471,0.15552exp(-x^0.25187) + 0.20549
429,0.2070484637925046,0.2080156945911949,0.0025256945911948936,-0.00464979722126811,0.15552exp(-x^0.25187) + 0.20549
430,0.20704426131971854,0.2080126747310776,0.00252267473107759,-0.004655550016897003,0.15552exp(-x^0.25187) + 0.20549
431,0.2070400774548231,0.2080096646949607,0.002519664694960705,-0.004661260531136694,0.15552exp(-x^0.25187) + 0.20549
432,0.20703591207909933,0.2080066644497799,0.002516664449779882,-0.004666929173872382,0.15552exp(-x^0.25187) + 0.20549
433,0.2070317650748307,0.2080036739414479,0.002513673941447886,-0.004672556249611131,0.15552exp(-x^0.25187) + 0.20549
434,0.20702763632529275,0.2080006931129154,0.0025106931129154075,-0.004678142043951878,0.15552exp(-x^0.25187) + 0.20549
435,0.20702352571474245,0.2079977219100369,0.0025077219100368975,-0.004683686851704158,0.15552exp(-x^0.25187) + 0.20549
436,0.20701943312840798,0.2079947602775268,0.002504760277526802,-0.004689190957586865,0.15552exp(-x^0.25187) + 0.20549
437,0.20701535845247845,0.2079918081617657,0.002501808161765706,-0.004694654649705358,0.15552exp(-x^0.25187) + 0.20549
438,0.20701130157409392,0.2079888655534331,0.002498865553433094,-0.004700078423611769,0.15552exp(-x^0.25187) + 0.20549
439,0.20700726238133538,0.2079859322665556,0.0024959322665555894,-0.004705461925020731,0.15552exp(-x^0.25187) + 0.20549
440,0.207003240763215,0.2079830083816077,0.002493008381607681,-0.00471080607024883,0.15552exp(-x^0.25187) + 0.20549
441,0.20699923660966635,0.2079800938003222,0.002490093800322196,-0.004716110915872346,0.15552exp(-x^0.25187) + 0.20549
442,0.20699524981153494,0.207977188471705,0.002487188471704982,-0.004721376740332446,0.15552exp(-x^0.25187) + 0.20549
443,0.2069912802605687,0.2079742923451504,0.0024842923451504073,-0.004726603819621701,0.15552exp(-x^0.25187) + 0.20549
444,0.20698732784940865,0.2079714053680705,0.002481405368070483,-0.004731792415982391,0.15552exp(-x^0.25187) + 0.20549
445,0.20698339247157974,0.2079685274911202,0.0024785274911201804,-0.004736942802956153,0.15552exp(-x^0.25187) + 0.20549
446,0.20697947402148162,0.2079656586618462,0.0024756586618461807,-0.004742055235033358,0.15552exp(-x^0.25187) + 0.20549
447,0.2069755723943798,0.2079627988316255,0.002472798831625489,-0.004747129980900995,0.15552exp(-x^0.25187) + 0.20549
448,0.2069716874863967,0.2079599479515748,0.0024699479515747913,-0.004752167303909086,0.15552exp(-x^0.25187) + 0.20549
449,0.20696781919450283,0.2079571059714668,0.002467105971466793,-0.00475716745692599,0.15552exp(-x^0.25187) + 0.20549
450,0.20696396741650827,0.2079542728426408,0.002464272842640808,-0.004762130696308932,0.15552exp(-x^0.25187) + 0.20549
451,0.20696013205105393,0.2079514484770762,0.002461448477076189,-0.004767057086075282,0.15552exp(-x^0.25187) + 0.20549
452,0.20695631299760328,0.2079486329455154,0.0024586329455154043,-0.004771947446137464,0.15552exp(-x^0.25187) + 0.20549
453,0.20695251015643393,0.2079458260819096,0.0024558260819095845,-0.004776801459262746,0.15552exp(-x^0.25187) + 0.20549
454,0.2069487234286293,0.2079430278784273,0.0024530278784272996,-0.0047816195615816475,0.15552exp(-x^0.25187) + 0.20549
