Matrix size,Coefficient,Coefficient Difference,R square
435,0.2079977219100369,-2.9712028785100486e-06,0.9993320950434914
436,0.20799476027752686,-2.961632510040113e-06,0.9993321598908117
437,0.20799180816176574,-2.9521157611234194e-06,0.9993322249653469
438,0.2079888655534331,-2.94260833264004e-06,0.9993322902652537
439,0.20798593226655568,-2.933286877421226e-06,0.9993323557886995
440,0.2079830083816077,-2.923884947991784e-06,0.9993324215338621
441,0.20798009380032229,-2.914581285401452e-06,0.9993324874989297
442,0.20797718847170504,-2.90532861724202e-06,0.9993325536821007
443,0.2079742923451504,-2.8961265546301185e-06,0.9993326200815844
444,0.20797140536807052,-2.886977079896713e-06,0.9993326866956002
445,0.20796852749112027,-2.8778769502468826e-06,0.9993327535223776
446,0.2079656586618462,-2.8688292740830512e-06,0.999332820560157
447,0.2079627988316255,-2.859830220691695e-06,0.999332887807189
448,0.20795994795157483,-2.850880050669913e-06,0.9993329552617343
449,0.20795710597146685,-2.841980107970432e-06,0.999333022922064
450,0.2079542728426408,-2.8331288260408094e-06,0.9993330907864598
451,0.20795144847707625,-2.824365564563225e-06,0.9993331588532132
452,0.20794863294551544,-2.8155315608124898e-06,0.9993332271206262
453,0.2079458260819096,-2.806863605847587e-06,0.9993332955870111
454,0.20794302787842733,-2.7982034822571222e-06,0.9993333642506903
455,0.20794023828810668,-2.78959032065651e-06,0.9993334331099962
456,0.20793745726420157,-2.7810239051073715e-06,0.9993335021632718
457,0.20793468476095356,-2.772503248010816e-06,0.9993335714088696
458,0.2079319207274073,-2.76403354626531e-06,0.9993336408451527
459,0.20792916513233012,-2.7555950771751547e-06,0.9993337104704942
460,0.20792641791615554,-2.7472161745756285e-06,0.9993337802832769
461,0.20792367903936457,-2.7388767909752865e-06,0.9993338502818939
462,0.20792094845673648,-2.730582628091005e-06,0.9993339204647482
463,0.20791822612426675,-2.722332469728972e-06,0.9993339908302528
464,0.20791551199833214,-2.714125934610845e-06,0.9993340613768301
465,0.207912806036513,-2.705961819143843e-06,0.9993341321029132
466,0.20791010821532574,-2.6978211872530355e-06,0.9993342030069444
467,0.20790741842900262,-2.689786323117893e-06,0.9993342740873761
468,0.20790473669934104,-2.68172966158553e-06,0.9993343453426702
469,0.20790206295000047,-2.6737493405704083e-06,0.9993344167712985
470,0.20789939717351757,-2.6657764828907915e-06,0.9993344883717424
471,0.20789673929629715,-2.6578772204244316e-06,0.9993345601424932
472,0.20789408928566502,-2.650010632126998e-06,0.9993346320820514
473,0.20789144710227297,-2.6421833920486915e-06,0.9993347041889272
474,0.20788881270570067,-2.634396572304132e-06,0.9993347764616406
475,0.20788618605512507,-2.6266505755989655e-06,0.9993348488987207
476,0.20788356710922445,-2.6189459006176197e-06,0.9993349214987063
477,0.20788095583099295,-2.611278231506864e-06,0.9993349942601455
478,0.20787835217878298,-2.6036522099703863e-06,0.9993350671815957
479,0.20787575611371384,-2.5960650691381204e-06,0.9993351402616238
480,0.20787316759764715,-2.5885160666871965e-06,0.999335213498806
481,0.20787058659227517,-2.581005371982137e-06,0.9993352868917275
482,0.20786801305819094,-2.5735340842270027e-06,0.9993353604389826
483,0.20786544695848194,-2.566099709000458e-06,0.9993354341391754
484,0.20786288825345758,-2.5587050243580656e-06,0.9993355079909184
485,0.20786033690767997,-2.5513457776182857e-06,0.9993355819928336
486,0.2078577928831703,-2.544024509665288e-06,0.9993356561435518
487,0.20785525614186295,-2.5367413073462686e-06,0.9993357304417129
488,0.20785272664994475,-2.5294919182017317e-06,0.9993358048859656
489,0.20785020436884177,-2.5222811029790293e-06,0.9993358794749678
490,0.20784768922452868,-2.515144313097739e-06,0.9993359542073857
491,0.20784518129507606,-2.507929452610913e-06,0.999336029081895
492,0.20784268043147486,-2.5008636012069374e-06,0.9993361040971795
493,0.20784018663569118,-2.493795783681252e-06,0.9993361792519323
494,0.20783769987342995,-2.4867622612223528e-06,0.9993362545448545
495,0.20783522009835242,-2.4797750775296112e-06,0.9993363299746566
496,0.20783274725600853,-2.472842343892445e-06,0.999336405540057
497,0.2078302814357341,-2.465820274438757e-06,0.9993364812397829
498,0.20782782245834372,-2.4589773903738177e-06,0.9993365570725702
499,0.20782537032603765,-2.4521323060688882e-06,0.9993366330371628
500,0.2078229250527215,-2.4452733161373086e-06,0.9993367091323134
501,0.20782048655731883,-2.438495402684593e-06,0.9993367853567829
502,0.2078180548233285,-2.4317339903379143e-06,0.9993368617093406
503,0.2078156298151957,-2.4250081328003326e-06,0.9993369381887636
504,0.20781321150291399,-2.4183122817045266e-06,0.9993370147938379
505,0.20781079985331097,-2.4116496030179846e-06,0.999337091523357
506,0.20780839483249675,-2.405020814222336e-06,0.9993371683761233
507,0.20780599641096661,-2.398421530130923e-06,0.9993372453509466
508,0.20780360455444938,-2.3918565172365014e-06,0.999337322446645
509,0.20780121923258305,-2.385321866332779e-06,0.9993373996620446
510,0.20779884041393115,-2.3788186518935994e-06,0.9993374769959793
511,0.2077964680665952,-2.372347335938274e-06,0.9993375544472911
512,0.20779410216081887,-2.365905776346988e-06,0.9993376320148297
513,0.20779174266444356,-2.3594963753093e-06,0.9993377096974527
514,0.20778938954692147,-2.35311752208589e-06,0.9993377874940256
515,0.2077870427793841,-2.346767537381167e-06,0.999337865403421
516,0.20778470233047003,-2.3404489140621543e-06,0.99933794342452
517,0.2077823681706722,-2.3341597978343565e-06,0.9993380215562107
518,0.2077800402689157,-2.3279017564992177e-06,0.9993380997973891
519,0.2077777185979668,-2.3216709489071174e-06,0.9993381781469586
520,0.20777540317926113,-2.3154187056562137e-06,0.9993382566038301
521,0.20777309382626863,-2.309352992502234e-06,0.9993383351669223
522,0.2077707906681456,-2.3031581230237297e-06,0.9993384138351605
523,0.20776849362349017,-2.297044655430458e-06,0.9993384926074781
524,0.2077662026633302,-2.2909601599674367e-06,0.9993385714828156
525,0.20776391775952618,-2.2849038040229086e-06,0.9993386504601206
526,0.20776163888399754,-2.278875528644031e-06,0.999338729538348
527,0.20775936602890321,-2.272855094326287e-06,0.9993388087164601
528,0.20775709910584772,-2.266923055493919e-06,0.999338887993426
529,0.20775483814663237,-2.260959215349967e-06,0.999338967368222
530,0.20775258310549133,-2.2550411410415805e-06,0.9993390468398317
531,0.20775033395419,-2.2491513013422892e-06,0.9993391264072453
532,0.2077480906650151,-2.243289174891361e-06,0.9993392060694603
533,0.2077458532125451,-2.2374524699941833e-06,0.9993392858254809
534,0.20774362156828755,-2.2316442575553985e-06,0.9993393656743182
535,0.2077413957073607,-2.2258609268521745e-06,0.9993394456149904
536,0.20773917560187646,-2.220105484229684e-06,0.9993395256465222
537,0.20773696122712468,-2.2143747517855417e-06,0.9993396057679449
538,0.2077347525556838,-2.2086714408786623e-06,0.9993396859782969
539,0.20773254956252965,-2.202993154148958e-06,0.9993397662766231
540,0.20773035220671487,-2.19735581477587e-06,0.9993398466619751
541,0.20772816050694612,-2.1916997687554396e-06,0.9993399271334108
542,0.20772597439327975,-2.186113666369227e-06,0.9993400076899949
543,0.20772379385621378,-2.1805370659655487e-06,0.9993400883307985
544,0.2077216188700568,-2.174986156983083e-06,0.9993401690548991
545,0.20771944940918205,-2.169460874751339e-06,0.9993402498613808
546,0.20771728545060777,-2.1639585742749823e-06,0.9993403307493339
547,0.20771512696380368,-2.1584868040991356e-06,0.9993404117178551
548,0.2077129739381219,-2.153025681767007e-06,0.9993404927660474
549,0.2077108263074513,-2.1476306706069703e-06,0.99934057389302
550,0.20770868413729643,-2.1421701548729466e-06,0.9993406550978883
551,0.20770654731951368,-2.136817782744105e-06,0.9993407363797738
552,0.20770441585695726,-2.1314625564261558e-06,0.9993408177378045
553,0.20770228972745447,-2.126129502788565e-06,0.999340899171114
554,0.2077001689060508,-2.1208214036616546e-06,0.9993409806788423
555,0.20769805337049174,-2.115535559066295e-06,0.9993410622601351
556,0.2076959430977637,-2.1102727280342126e-06,0.9993411439141443
557,0.20769383806294803,-2.1050348156803622e-06,0.9993412256400277
558,0.20769173824538464,-2.0998175633835103e-06,0.999341307436949
559,0.20768964362077633,-2.0946246083175524e-06,0.9993413893040778
560,0.20768755416725126,-2.089453525061513e-06,0.9993414712405893
561,0.2076854698615386,-2.084305712662937e-06,0.9993415532456645
562,0.20768339068205946,-2.079179479141935e-06,0.9993416353184906
563,0.20768131660594394,-2.0740761155213505e-06,0.9993417174582598
564,0.20767924761183018,-2.068994113757494e-06,0.9993417996641706
565,0.2076771836766726,-2.063935157586849e-06,0.9993418819354267
566,0.20767512478415262,-2.0588925199738206e-06,0.9993419642712376
567,0.2076730708987491,-2.0538854035301313e-06,0.999342046670818
568,0.20767102201283158,-2.0488859175105123e-06,0.9993421291333889
569,0.20766897809798962,-2.0439148419593156e-06,0.9993422116581759
570,0.2076669391370414,-2.038960948219648e-06,0.9993422942444107
571,0.2076649051061702,-2.0340308712063493e-06,0.9993423768913299
572,0.2076628759849135,-2.029121256685862e-06,0.9993424595981758
573,0.2076608517522999,-2.0242326136121758e-06,0.9993425423641958
574,0.20765883238712787,-2.0193651720235017e-06,0.9993426251886429
575,0.20765681786926046,-2.014517867410248e-06,0.9993427080707753
576,0.2076548081784818,-2.009690778653761e-06,0.999342791009856
577,0.20765280329392966,-2.0048845521536407e-06,0.9993428740051538
578,0.20765080319523035,-2.000098699300734e-06,0.9993429570559421
579,0.2076488078622155,-1.9953330148425596e-06,0.9993430401615
580,0.20764681727497686,-1.9905872386538626e-06,0.9993431233211112
581,0.20764483141395448,-1.9858610223744133e-06,0.9993432065340646
582,0.2076428502584794,-1.981155475089258e-06,0.9993432897996544
583,0.20764087378938334,-1.976469096054423e-06,0.9993433731171792
584,0.2076389019875057,-1.971801877637125e-06,0.9993434564859432
585,0.20763693483329493,-1.9671542107746465e-06,0.9993435399052553
586,0.2076349722801626,-1.9625531323397283e-06,0.9993436233744288
587,0.20763301438841825,-1.957891744341911e-06,0.9993437068927826
588,0.207631061060489,-1.953327929238302e-06,0.99934379045964
589,0.20762911230316033,-1.9487573286736115e-06,0.9993438740743291
590,0.20762716809781864,-1.944205341691818e-06,0.9993439577361829
591,0.2076252284251129,-1.9396727057308105e-06,0.999344041444539
592,0.20762329326730652,-1.935157806387533e-06,0.9993441251987398
593,0.20762136260444597,-1.930662860555321e-06,0.9993442089981324
594,0.20761943641945432,-1.926184991646318e-06,0.9993442928420682
595,0.2076175146934715,-1.9217259828174793e-06,0.9993443767299035
596,0.20761559740882066,-1.9172846508486163e-06,0.9993444606609992
597,0.20761368454626514,-1.912862555519812e-06,0.9993445446347206
598,0.20761177608850553,-1.9084577596029106e-06,0.9993446286504375
599,0.20760987201742226,-1.9040710832751717e-06,0.9993447127075241
600,0.2076079723152086,-1.8997022136479913e-06,0.9993447968053594
601,0.20760607696473657,-1.8953504720420344e-06,0.9993448809433263
602,0.2076041860015645,-1.890963172074267e-06,0.9993449651208124
603,0.2076022992159995,-1.8867855650084309e-06,0.9993450493372097
604,0.2076004168445636,-1.8823714358906507e-06,0.9993451335919143
605,0.2075985387244134,-1.878120150206053e-06,0.999345217884327
606,0.20759666486772677,-1.873856686623876e-06,0.9993453022138521
607,0.20759479527110591,-1.8695966208515102e-06,0.9993453865798989
608,0.20759292985382793,-1.8654172779797307e-06,0.9993454709818805
609,0.20759106871273925,-1.8611410886881785e-06,0.9993455554192144
610,0.20758921173783562,-1.8569749036245753e-06,0.9993456398913221
611,0.20758735895357414,-1.8527842614857182e-06,0.9993457243976291
612,0.20758551032685335,-1.8486267207851181e-06,0.9993458089375655
613,0.20758366584637705,-1.8444804762984823e-06,0.9993458935105647
614,0.20758182549659915,-1.8403497779040379e-06,0.9993459781160648
615,0.207579989260284,-1.8362363151391836e-06,0.9993460627535076
616,0.2075781571216528,-1.8321386311970222e-06,0.9993461474223388
617,0.2075763290638636,-1.8280577891993666e-06,0.9993462321220085
618,0.20757450507246378,-1.8239913998352453e-06,0.9993463168519701
619,0.20757268512960003,-1.8199428637455384e-06,0.9993464016116813
620,0.20757086921964962,-1.8159099504089227e-06,0.9993464864006036
621,0.2075690573285188,-1.8118911308262486e-06,0.9993465712182025
622,0.2075672494353933,-1.8078931255105513e-06,0.9993466560639468
623,0.20756544553537135,-1.80390002194053e-06,0.9993467409373097
624,0.20756364560269666,-1.799932674684257e-06,0.9993468258377678
625,0.2075618496249962,-1.7959777004750155e-06,0.9993469107648015
626,0.2075600575884796,-1.792036516595763e-06,0.9993469957178952
627,0.20755826946872113,-1.7881197584557196e-06,0.9993470806965365
628,0.20755648527213924,-1.7841965818943262e-06,0.9993471657002171
629,0.20755470494292583,-1.780329213413312e-06,0.999347250728432
630,0.20755292853371995,-1.77640920587252e-06,0.99934733578068
631,0.2075511559692007,-1.772564519247899e-06,0.9993474208564636
632,0.20754938728492567,-1.7686842750386234e-06,0.9993475059552885
633,0.2075476223733333,-1.7649115923723535e-06,0.9993475910766644
634,0.2075458613128507,-1.7610604826079346e-06,0.999347676220104
635,0.20754410405774273,-1.7572551079536591e-06,0.999347761385124
636,0.20754235059320053,-1.7534645422034867e-06,0.9993478465712443
637,0.20754060090816484,-1.7496850356901739e-06,0.9993479317779882
638,0.20753885498027239,-1.7459278924547572e-06,0.9993480170048825
639,0.20753711281430887,-1.7421659635197262e-06,0.9993481022514575
640,0.20753537435776553,-1.7384565433320454e-06,0.9993481875172466
641,0.20753363963299457,-1.7347247709686986e-06,0.999348272801787
642,0.20753190861359333,-1.731019401235434e-06,0.9993483581046185
643,0.20753018128558923,-1.7273280041030237e-06,0.9993484434252851
644,0.20752845763479122,-1.7236507980078475e-06,0.9993485287633334
645,0.20752673764709506,-1.7199876961582206e-06,0.9993486141183133
646,0.20752502130969777,-1.7163373972894913e-06,0.9993486994897786
647,0.20752330860861026,-1.712701087508428e-06,0.9993487848772854
648,0.20752159952962626,-1.70907898400241e-06,0.9993488702803937
649,0.20751989406154814,-1.7054680781225517e-06,0.9993489556986661
650,0.20751819218556924,-1.7018759788933746e-06,0.9993490411316689
651,0.20751649393482974,-1.6982507395069124e-06,0.9993491265789711
652,0.2075147991691328,-1.6947656969468206e-06,0.9993492120401452
653,0.20751310800078432,-1.6911683484721607e-06,0.9993492975147662
654,0.2075114203748986,-1.6876258857323467e-06,0.9993493830024128
655,0.20750973627796293,-1.6840969356557434e-06,0.9993494685026664
656,0.20750805567436992,-1.6806035930128083e-06,0.9993495540151113
657,0.20750637861933408,-1.6770550358424785e-06,0.9993496395393351
658,0.20750470504190055,-1.673577433525253e-06,0.9993497250749283
659,0.20750303492119873,-1.6701207018188224e-06,0.9993498106214841
660,0.20750136827535876,-1.6666458399761108e-06,0.999349896178599
661,0.20749970508106852,-1.6631942902356478e-06,0.9993499817458723
662,0.20749804535116145,-1.6597299070664207e-06,0.999350067322906
663,0.20749638899797823,-1.6563531832214373e-06,0.9993501529093053
664,0.2074947360839043,-1.6529140739185433e-06,0.9993502385046779
665,0.2074930865713471,-1.6495125572113523e-06,0.9993503241086346
666,0.20749144044804377,-1.6461233033338019e-06,0.9993504097207888
667,0.20748979770119236,-1.6427468514101928e-06,0.999350495340757
668,0.2074881583194286,-1.6393817637572194e-06,0.9993505809681584
669,0.20748652228977593,-1.6360296526685136e-06,0.9993506666026147
670,0.20748488960099082,-1.6326887851136895e-06,0.9993507522437506
671,0.20748326023995367,-1.6293610371476142e-06,0.9993508378911933
672,0.20748163419549853,-1.6260444551385866e-06,0.999350923544573
673,0.20748001145461928,-1.6227408792535147e-06,0.9993510092035223
674,0.20747839200170126,-1.619452918016906e-06,0.9993510948676766
675,0.20747677583971658,-1.6161619846855046e-06,0.9993511805366739
676,0.2074751629413129,-1.6128984036689609e-06,0.999351266210155
677,0.2074735533358416,-1.609605471297737e-06,0.9993513518877631
678,0.20747194690337692,-1.6064324646902772e-06,0.999351437569144
679,0.20747034374123569,-1.6031621412337937e-06,0.9993515232539462
680,0.20746874380158867,-1.5999396470178784e-06,0.9993516089418207
681,0.20746714707227115,-1.5967293175156438e-06,0.999351694632421
682,0.20746555354322155,-1.593529049603859e-06,0.9993517803254032
683,0.20746396320247748,-1.5903407440676087e-06,0.9993518660204257
684,0.2074623760376339,-1.5871648435805685e-06,0.9993519517171497
685,0.20746079203889217,-1.5839987417276546e-06,0.9993520374152388
686,0.20745921119443372,-1.580844458448638e-06,0.9993521231143588
687,0.20745763349335242,-1.577701081306726e-06,0.9993522088141782
688,0.20745605892455796,-1.5745687944601627e-06,0.9993522945143678
689,0.2074544874593902,-1.5714651677434244e-06,0.9993523802146008
690,0.20745291914939856,-1.568309991650807e-06,0.9993524659145528
691,0.2074513539020143,-1.5652473842608927e-06,0.9993525516139019
692,0.2074497917528057,-1.5621492086004274e-06,0.9993526373123284
693,0.20744823268072274,-1.559072082962798e-06,0.9993527230095148
694,0.20744667667623498,-1.5560044877571677e-06,0.9993528087051464
695,0.20744512372796994,-1.5529482650378235e-06,0.9993528943989103
696,0.20744357382535103,-1.5499026189136345e-06,0.9993529800904961
697,0.20744202695801378,-1.5468673372487363e-06,0.9993530657795957
698,0.2074404831146568,-1.543843356988095e-06,0.9993531514659033
699,0.2074389422860091,-1.540828647700332e-06,0.9993532371491152
700,0.20743740446082162,-1.5378251874698101e-06,0.99935332282893
701,0.20743586962857782,-1.5348322437991335e-06,0.9993534085050484
702,0.20743433778037185,-1.531848205976738e-06,0.9993534941771736
703,0.20743280890386975,-1.5288765020937678e-06,0.9993535798450106
704,0.20743128300155955,-1.5259023102009994e-06,0.9993536655082669
705,0.20742976002891822,-1.5229726413323874e-06,0.9993537511666519
706,0.207428240009903,-1.5200190152109272e-06,0.9993538368198774
707,0.20742672292277578,-1.5170871272285336e-06,0.999353922467657
708,0.20742520875835785,-1.5141644179317293e-06,0.9993540081097066
709,0.2074236975055522,-1.511252805647123e-06,0.9993540937457442
710,0.20742218915499144,-1.5083505607582648e-06,0.99935417937549
711,0.207420683697017,-1.5054579744488983e-06,0.9993542649986658
712,0.20741918110467594,-1.5025923410516562e-06,0.9993543506149959
713,0.20741768141837932,-1.4996862966187852e-06,0.9993544362242065
714,0.20741618457845884,-1.4968399204839944e-06,0.9993545218260259
715,0.20741469054523332,-1.4940332255242161e-06,0.9993546074201842
716,0.2074131994500134,-1.4910952199076455e-06,0.9993546930064137
717,0.20741171114112975,-1.4883088836625813e-06,0.9993547785844485
718,0.2074102256573316,-1.4854837981359559e-06,0.999354864154025
719,0.20740874298811562,-1.4826692159852772e-06,0.999354949714881
720,0.2074072631249163,-1.4798631993162559e-06,0.999355035266757
721,0.20740578605815221,-1.4770667640939816e-06,0.9993551208093945
722,0.20740431177801585,-1.4742801363598623e-06,0.9993552063425377
723,0.2074028402750046,-1.4715030112466554e-06,0.9993552918659324
724,0.20740137154017718,-1.4687348274255996e-06,0.9993553773793263
725,0.20739990556490237,-1.465975274811404e-06,0.999355462882469
726,0.2073984423388831,-1.4632260192659619e-06,0.9993555483751118
727,0.20739698188423494,-1.4604546481611358e-06,0.9993556338570081
728,0.20739552410085482,-1.457783380121036e-06,0.999355719327913
729,0.20739406907015334,-1.455030701480453e-06,0.9993558047875833
730,0.20739261675307374,-1.452317079597698e-06,0.9993558902357781
731,0.20739116714021677,-1.4496128569740918e-06,0.9993559756722578
732,0.2073897201884437,-1.446951773065308e-06,0.9993560610967845
733,0.20738827599295614,-1.4441954875599183e-06,0.9993561465091227
734,0.20738683444073233,-1.4415522238131473e-06,0.9993562319090382
735,0.20738539555727836,-1.438883453969142e-06,0.9993563172962985
736,0.20738395933474665,-1.4362225317088306e-06,0.999356402670673
737,0.20738252574513283,-1.4335896138251147e-06,0.999356488031933
738,0.20738109483438405,-1.4309107487786576e-06,0.9993565733798512
739,0.2073796665406866,-1.4282936974530092e-06,0.999356658714202
740,0.20737824086689904,-1.4256737875528724e-06,0.9993567440347618
741,0.20737681782067088,-1.423046228160585e-06,0.9993568293413084
742,0.20737539737811794,-1.420442552940715e-06,0.9993569146336215
743,0.20737397953572884,-1.4178423891064718e-06,0.9993569999114822
744,0.20737256428494982,-1.4152507790132773e-06,0.9993570851746734
745,0.2073711516175226,-1.4126674272307849e-06,0.9993571704229797
746,0.2073697415253277,-1.4100921948978495e-06,0.999357255656187
747,0.20736833399929483,-1.4075260328649808e-06,0.9993573408740835
748,0.2073669290052299,-1.4049940649241144e-06,0.999357426076458
749,0.20736552661457286,-1.4023906570459488e-06,0.9993575112631019
750,0.20736412673902654,-1.3998755463151547e-06,0.9993575964338074
751,0.20736272938242772,-1.3973565988201209e-06,0.9993576815883688
752,0.20736133458115732,-1.3948012703990376e-06,0.9993577667265817
753,0.2073599422826608,-1.3922984965220042e-06,0.9993578518482433
754,0.20735855249326426,-1.3897893965386654e-06,0.9993579369531523
755,0.2073571652059739,-1.3872872903775146e-06,0.999358022041109
756,0.20735578041132327,-1.38479465061625e-06,0.9993581071119152
757,0.20735439810249587,-1.382308827402312e-06,0.9993581921653741
758,0.2073530182709794,-1.379831516462593e-06,0.9993582772012908
759,0.20735164090940492,-1.3773615744894219e-06,0.9993583622194712
760,0.20735026600961864,-1.3748997862716994e-06,0.9993584472197231
761,0.20734889356380004,-1.3724458186037403e-06,0.999358532201856
762,0.20734752356465241,-1.3699991476268103e-06,0.9993586171656803
763,0.20734615600337672,-1.3675612756947064e-06,0.9993587021110082
764,0.20734479087393473,-1.3651294419880777e-06,0.9993587870376534
765,0.20734342816738074,-1.3627065539867367e-06,0.9993588719454307
766,0.20734206787550805,-1.3602918726984825e-06,0.9993589568341565
767,0.20734071000444376,-1.3578710642836445e-06,0.9993590417036489
768,0.20733935450930585,-1.3554951379113334e-06,0.9993591265537267
769,0.20733800141909964,-1.3530902062131034e-06,0.9993592113842109
770,0.20733665071476262,-1.3507043370164507e-06,0.9993592961949231
771,0.20733530238792533,-1.3483268372915802e-06,0.999359380985687
772,0.20733395643152847,-1.3459563968643007e-06,0.9993594657563272
773,0.20733261283822163,-1.3435933068350892e-06,0.9993595505066696
774,0.207331271601218,-1.3412370036269827e-06,0.9993596352365418
775,0.207329932711845,-1.3388893730092999e-06,0.9993597199457724
776,0.20732859616410768,-1.3365477373183943e-06,0.9993598046341916
777,0.2073272619252602,-1.3342388474890665e-06,0.9993598893016308
778,0.20732593006203934,-1.3318632208492165e-06,0.9993599739479225
779,0.20732460049454052,-1.3295674988200723e-06,0.9993600585729009
780,0.20732327323864738,-1.3272558931354261e-06,0.9993601431764011
781,0.20732194828762282,-1.3249510245616491e-06,0.9993602277582597
782,0.20732062562504006,-1.3226625827644778e-06,0.9993603123183147
783,0.20731930527339057,-1.3203516494864065e-06,0.999360396856405
784,0.20731798719518568,-1.318078204887163e-06,0.999360481372371
785,0.2073166713941238,-1.3158010618852245e-06,0.9993605658660543
786,0.20731535789969313,-1.3134944306658625e-06,0.9993606503372977
787,0.2073140465949771,-1.311304716034023e-06,0.9993607347859453
788,0.20731273758265895,-1.3090123181513924e-06,0.9993608192118424
789,0.20731143081986128,-1.30676279766484e-06,0.9993609036148354
790,0.2073101262993954,-1.304520465872372e-06,0.9993609879947722
791,0.20730882401396475,-1.3022854306599108e-06,0.9993610723515015
792,0.2073075239573515,-1.300056613251499e-06,0.9993611566848735
793,0.20730622612248203,-1.2978348694625552e-06,0.9993612409947393
794,0.20730493046444187,-1.2956580401624063e-06,0.9993613252809516
795,0.20730363709169572,-1.293372746152821e-06,0.9993614095433638
796,0.20730234588229726,-1.2912093984573936e-06,0.9993614937818308
797,0.20730105686808592,-1.2890142113419767e-06,0.9993615779962084
798,0.20729977003508782,-1.2868329981041704e-06,0.9993616621863537
799,0.20729848539850532,-1.2846365824992212e-06,0.9993617463521249
800,0.20729720292989448,-1.2824686108359185e-06,0.9993618304933812
801,0.2072959226298744,-1.2803000200845016e-06,0.9993619146099832
802,0.20729464449224483,-1.2781376295678548e-06,0.9993619987017924
803,0.2072933684449222,-1.2760473226403057e-06,0.9993620827686714
804,0.2072920946779984,-1.2737669237983251e-06,0.9993621668104841
805,0.20729082298871074,-1.271689287651867e-06,0.9993622508270951
806,0.207289553435611,-1.269553099730869e-06,0.9993623348183703
807,0.20728828601273272,-1.2674228782871833e-06,0.999362418784177
808,0.20728702071299424,-1.2652997384843268e-06,0.9993625027243829
809,0.20728575753182205,-1.263181172189709e-06,0.9993625866388574
810,0.2072844964612939,-1.2610705281412837e-06,0.9993626705274704
811,0.20728323749527627,-1.2589660176309803e-06,0.9993627543900934
812,0.20728198062812686,-1.2568671494128658e-06,0.9993628382265984
813,0.20728072585376958,-1.2547743572788317e-06,0.999362922036859
814,0.20727947316582024,-1.2526879493435228e-06,0.9993630058207491
815,0.2072782225574971,-1.2506083231500487e-06,0.9993630895781443
816,0.2072769740229398,-1.2485345572965656e-06,0.999363173308921
817,0.2072757275568723,-1.2464660675004513e-06,0.9993632570129564
818,0.2072744831731097,-1.244383762588619e-06,0.9993633406901288
819,0.20727324080336423,-1.2423697454688742e-06,0.9993634243403177
820,0.20727200050409,-1.2402992742299723e-06,0.9993635079634032
821,0.20727076222248142,-1.2382816085843018e-06,0.9993635915592669
822,0.20726952603067816,-1.2361918032555153e-06,0.9993636751277908
823,0.207268291844668,-1.2341860101683366e-06,0.9993637586688583
824,0.20726705968450718,-1.2321601608189514e-06,0.9993638421823534
825,0.20726582959215467,-1.2300923525054852e-06,0.9993639256681616
826,0.20726460141764053,-1.2281745141451417e-06,0.9993640091261685
827,0.20726337529947875,-1.2261181617789774e-06,0.9993640925562616
828,0.20726215118408148,-1.2241153972691876e-06,0.9993641759583286
829,0.20726092906483953,-1.222119241944819e-06,0.9993642593322584
830,0.20725970893638576,-1.2201284537716184e-06,0.9993643426779408
831,0.20725849079251626,-1.2181438694969238e-06,0.9993644259952668
832,0.20725727462933918,-1.2161631770812864e-06,0.9993645092841277
833,0.2072560604376587,-1.2141916804764286e-06,0.9993645925444161
834,0.2072548482148104,-1.2122228482958075e-06,0.9993646757760256
835,0.20725363795467935,-1.2102601310570726e-06,0.9993647589788504
836,0.20725242968721325,-1.20826746610736e-06,0.9993648421527856
837,0.20725122329704787,-1.2063901653758258e-06,0.9993649252977276
838,0.20725001888893205,-1.2044081158235631e-06,0.999365008413573
839,0.20724881643872417,-1.2024502078766819e-06,0.9993650915002199
840,0.20724761588731785,-1.2005514063162526e-06,0.9993651745575668
841,0.20724641728168833,-1.1986056295265612e-06,0.9993652575855134
842,0.2072452205995954,-1.1966820929187882e-06,0.99936534058396
843,0.20724402583531457,-1.1947642808429748e-06,0.9993654235528079
844,0.2072428329831698,-1.1928521447546192e-06,0.9993655064919591
845,0.20724164203751744,-1.190945652373987e-06,0.9993655894013166
846,0.2072404529937742,-1.1890437432438006e-06,0.999365672280784
847,0.20723926584580213,-1.1871479720648725e-06,0.9993657551302659
848,0.20723808058825038,-1.1852575517445896e-06,0.9993658379496678
849,0.20723689721611716,-1.1833721332288327e-06,0.9993659207388959
850,0.2072357157239242,-1.1814921929420574e-06,0.9993660034978569
851,0.2072345360973915,-1.1796265327046473e-06,0.9993660862264588
852,0.20723335835808035,-1.177739311158943e-06,0.9993661689246103
853,0.2072321824734392,-1.1758846411580315e-06,0.9993662515922205
854,0.20723100844812553,-1.1740253136605094e-06,0.9993663342291997
855,0.20722983625456104,-1.1721935644914971e-06,0.9993664168354589
856,0.20722866594430311,-1.1703102579252445e-06,0.9993664994109098
857,0.20722749747262467,-1.16847167844214e-06,0.9993665819554648
858,0.20722633080239938,-1.166670225288824e-06,0.9993666644690371
859,0.20722516602147661,-1.1647809227688377e-06,0.9993667469515408
860,0.2072240030401278,-1.1629813488067686e-06,0.9993668294028908
861,0.20722284188146847,-1.161158659335193e-06,0.9993669118230023
862,0.20722168254084963,-1.1593406188392663e-06,0.9993669942117916
863,0.20722052501209298,-1.157528756651205e-06,0.999367076569176
