Matrix size,Coefficient,Coefficient Difference,R square
254,0.20877690698396698,-6.420782834526406e-06,0.9993261600785834
255,0.20877052295809193,-6.38402587505027e-06,0.9993261540862725
256,0.20876417532525854,-6.347632833386685e-06,0.999326148414666
257,0.2087578637235568,-6.311601701725067e-06,0.9993261430740833
258,0.2087515878036313,-6.275919925524676e-06,0.9993261380744016
259,0.2087453472132549,-6.240590376377364e-06,0.9993261334250717
260,0.20873914160710846,-6.2056061464477175e-06,0.9993261291351309
261,0.20873297064751614,-6.170959592322056e-06,0.9993261252132163
262,0.20872683399617498,-6.136651341165367e-06,0.9993261216675782
263,0.20872073132676572,-6.102669409258077e-06,0.9993261185060923
264,0.2087146623106531,-6.069016112608683e-06,0.9993261157362718
265,0.20870862662522782,-6.035685425287429e-06,0.9993261133652788
266,0.20870262395621428,-6.00266901354396e-06,0.999326111399936
267,0.20869665398861736,-5.969967596913817e-06,0.9993261098467376
268,0.20869071641398132,-5.937574636044607e-06,0.9993261087118601
269,0.2086848109267118,-5.905487269530774e-06,0.9993261080011717
270,0.20867893722735403,-5.873699357755724e-06,0.9993261077202434
271,0.20867309501857623,-5.842208777806501e-06,0.999326107874358
272,0.20866728401903312,-5.810999543109929e-06,0.9993261084685194
273,0.2086615038645383,-5.780154494816614e-06,0.9993261095074619
274,0.20865575448327944,-5.749381258857156e-06,0.9993261109956587
275,0.20865003529145298,-5.719191826458747e-06,0.9993261129373306
276,0.20864434622098474,-5.689070468245516e-06,0.9993261153364543
277,0.2086386869392368,-5.659281747949496e-06,0.9993261181967699
278,0.20863305717681757,-5.629762419218087e-06,0.999326121521789
279,0.20862745666767973,-5.600509137837495e-06,0.999326125314802
280,0.2086218851456269,-5.5715220528274045e-06,0.9993261295788857
281,0.2086163423038051,-5.542841821803979e-06,0.9993261343169093
282,0.20861082803044276,-5.514273362344779e-06,0.9993261395315428
283,0.20860534192451446,-5.486105928292906e-06,0.999326145225262
284,0.20859988378472177,-5.4581397926911634e-06,0.9993261514003557
285,0.2085944533537749,-5.430430946862241e-06,0.9993261580589321
286,0.20858905041733583,-5.40293643908063e-06,0.9993261652029239
287,0.20858367470281639,-5.375714519445518e-06,0.999326172834095
288,0.20857832598326803,-5.3487195483536976e-06,0.9993261809540455
289,0.2085730040218755,-5.321961392523722e-06,0.9993261895642176
290,0.20856770858725523,-5.29543462027271e-06,0.9993261986659007
291,0.20856243944876532,-5.26913848991617e-06,0.9993262082602363
292,0.20855719637956938,-5.24306919594264e-06,0.9993262183482234
293,0.208551979155305,-5.217224264386644e-06,0.9993262289307231
294,0.20854678755540212,-5.191599902865107e-06,0.9993262400084632
295,0.2085416213616779,-5.166193724231993e-06,0.9993262515820427
296,0.2085364803556602,-5.1410060177004e-06,0.9993262636519362
297,0.20853136434231567,-5.116013344519388e-06,0.9993262762184987
298,0.20852627306129173,-5.091281023938965e-06,0.9993262892819688
299,0.20852120634109883,-5.066720192903329e-06,0.999326302842473
300,0.2085161639929862,-5.042348112632711e-06,0.9993263169000304
301,0.20851114578084232,-5.018212143881318e-06,0.999326331454555
302,0.2085061515142495,-4.994266592811547e-06,0.9993263465058605
303,0.20850118099407577,-4.970520173730453e-06,0.9993263620536635
304,0.20849623402470316,-4.946969372615628e-06,0.9993263780975866
305,0.20849131041239916,-4.923612304003067e-06,0.9993263946371623
306,0.2084864099634623,-4.900448936862034e-06,0.9993264116718357
307,0.20848153248991005,-4.877473552239442e-06,0.9993264292009678
308,0.20847667780382456,-4.8546860854925544e-06,0.9993264472238386
309,0.20847184571982044,-4.832084004119386e-06,0.9993264657396499
310,0.20846703605352992,-4.809666290517267e-06,0.9993264847475286
311,0.20846224862766294,-4.787425866986661e-06,0.9993265042465286
312,0.20845748325829716,-4.765369365777872e-06,0.9993265242356342
313,0.2084527397723707,-4.743485926467228e-06,0.9993265447137624
314,0.20844801799386953,-4.721778501165508e-06,0.9993265656797655
315,0.20844331774767583,-4.700246193700686e-06,0.9993265871324337
316,0.20843863886611813,-4.678881557695913e-06,0.9993266090704969
317,0.20843398111015154,-4.65775596658613e-06,0.9993266314926276
318,0.20842934451613587,-4.636594015672291e-06,0.999326654397443
319,0.20842472871657958,-4.615799556295652e-06,0.9993266777835066
320,0.20842013358631262,-4.5951302669600125e-06,0.9993267016493315
321,0.2084155590496757,-4.574536636908766e-06,0.9993267259933808
322,0.20841100486035102,-4.554189324684765e-06,0.9993267508140712
323,0.20840647088921638,-4.533971134645931e-06,0.9993267761097737
324,0.2084019569806973,-4.51390851907707e-06,0.9993268018788161
325,0.20839746298002912,-4.494000668181508e-06,0.9993268281194844
326,0.20839298873207743,-4.474247951691268e-06,0.9993268548300248
327,0.20838853412755542,-4.4546045220028585e-06,0.9993268820086455
328,0.20838409889645007,-4.435231105354154e-06,0.9993269096535179
329,0.20837968301019674,-4.415886253328338e-06,0.9993269377627786
330,0.20837528628233198,-4.39672786475831e-06,0.9993269663345306
331,0.20837090856813967,-4.377714192316251e-06,0.9993269953668451
332,0.20836654972575533,-4.3588423843388124e-06,0.9993270248577628
333,0.20836220961090696,-4.340114848372378e-06,0.9993270548052953
334,0.20835788808423297,-4.321526673983778e-06,0.9993270852074263
335,0.2083535850062681,-4.303077964867841e-06,0.9993271160621132
336,0.20834930024201595,-4.284764252154849e-06,0.9993271473672883
337,0.20834503365183502,-4.266590180934671e-06,0.99932717912086
338,0.20834078510554205,-4.248546292967559e-06,0.9993272113207138
339,0.20833655446679658,-4.230638745467141e-06,0.9993272439647137
340,0.20833234160382624,-4.2128629703375164e-06,0.9993272770507035
341,0.20832814638885588,-4.195214970359462e-06,0.9993273105765073
342,0.20832396869103822,-4.177697817658865e-06,0.9993273445399311
343,0.20831980838277045,-4.16030826777547e-06,0.9993273789387639
344,0.20831566533865561,-4.143044114834904e-06,0.9993274137707779
345,0.20831153943338038,-4.125905275237374e-06,0.9993274490337305
346,0.20830743060824608,-4.1088251342968896e-06,0.9993274847253644
347,0.20830333854391597,-4.092064330107892e-06,0.9993275208434089
348,0.20829926331767512,-4.075226240851659e-06,0.9993275573855808
349,0.20829520474035285,-4.058577322274548e-06,0.999327594349585
350,0.20829116269731632,-4.042043036528442e-06,0.9993276317331157
351,0.20828713706879992,-4.025628516396429e-06,0.9993276695338567
352,0.20828312773882351,-4.009329976406573e-06,0.9993277077494827
353,0.20827913459199923,-3.993146824282645e-06,0.9993277463776595
354,0.20827515751439538,-3.977077603856127e-06,0.9993277854160453
355,0.20827119639307512,-3.961121320256167e-06,0.9993278248622909
356,0.2082672511160033,-3.945277071815134e-06,0.9993278647140407
357,0.2082633215973989,-3.929518604395277e-06,0.999327904968933
358,0.2082594076527684,-3.9139446305069825e-06,0.9993279456246013
359,0.2082555092509991,-3.898401769314441e-06,0.9993279866786738
360,0.20825162625445856,-3.8829965405273725e-06,0.9993280281287755
361,0.2082477585623493,-3.867692109249532e-06,0.9993280699725274
362,0.20824390606535295,-3.852496996359367e-06,0.9993281122075477
363,0.20824006866077355,-3.837404579404291e-06,0.9993281548314523
364,0.20823624624506187,-3.8224157116739654e-06,0.9993281978418553
365,0.20823243873865394,-3.8075064079379217e-06,0.9993282412363693
366,0.20822864597149396,-3.7927671599768953e-06,0.9993282850126062
367,0.208224867911886,-3.778059607967288e-06,0.9993283291681775
368,0.2082211044383346,-3.7634735513825124e-06,0.9993283737006946
369,0.20821735546649367,-3.7489718409389194e-06,0.9993284186077698
370,0.20821362085465775,-3.7346118359204983e-06,0.9993284638870158
371,0.20820990055045244,-3.7203042053124413e-06,0.9993285095360472
372,0.2082061944372019,-3.706113250540044e-06,0.99932855555248
373,0.20820250243999672,-3.6919972051796535e-06,0.9993286019339322
374,0.2081988244442489,-3.6779957478250136e-06,0.9993286486780248
375,0.20819516036480756,-3.66407944132896e-06,0.9993286957823811
376,0.20819151010865372,-3.6502561538420686e-06,0.9993287432446281
377,0.2081878735862438,-3.6365224099221827e-06,0.9993287910623958
378,0.2081842507052522,-3.622880991593913e-06,0.9993288392333183
379,0.20818064137673548,-3.6093285167293487e-06,0.999328887755034
380,0.20817704551258792,-3.5958641475541953e-06,0.9993289366251856
381,0.20817346302424158,-3.5824883463375645e-06,0.9993289858414205
382,0.20816989382314477,-3.5692010968146892e-06,0.9993290354013911
383,0.2081663378297383,-3.5559934064566256e-06,0.9993290853027552
384,0.20816279495178316,-3.5428779551482936e-06,0.9993291355431762
385,0.2081592651057319,-3.5298460512589447e-06,0.999329186120323
386,0.20815574820931093,-3.5168964209741915e-06,0.9993292370318706
387,0.2081522441781374,-3.504031173523492e-06,0.9993292882755006
388,0.2081487529304912,-3.4912476462034547e-06,0.9993293398489007
389,0.20814527438503538,-3.478545455820603e-06,0.9993293917497654
390,0.20814180846037292,-3.465924662465758e-06,0.9993294439757962
391,0.20813835507584447,-3.453384528451231e-06,0.9993294965247014
392,0.20813491415329743,-3.4409225470322102e-06,0.9993295493941967
393,0.20813148561245318,-3.4285408442580323e-06,0.9993296025820055
394,0.20812806937716485,-3.4162352883226887e-06,0.9993296560858584
395,0.2081246653689957,-3.4040081691444346e-06,0.9993297099034943
396,0.20812127351154353,-3.391857452184066e-06,0.9993297640326595
397,0.20811789372882736,-3.3797827161674565e-06,0.9993298184711088
398,0.20811452594465876,-3.367784168595289e-06,0.9993298732166049
399,0.20811117008713398,-3.355857524783845e-06,0.9993299282669195
400,0.2081078260790348,-3.3440080991764543e-06,0.9993299836198319
401,0.20810449384849053,-3.332230544272896e-06,0.999330039273131
402,0.20810117332422118,-3.320524269351255e-06,0.9993300952246138
403,0.20809786443219971,-3.308892021464116e-06,0.9993301514720865
404,0.2080945671012205,-3.297330979201707e-06,0.9993302080133641
405,0.20809128126165213,-3.285839568378801e-06,0.999330264846271
406,0.20808800684278778,-3.27441886435742e-06,0.9993303219686404
407,0.20808474377422814,-3.263068559633542e-06,0.9993303793783151
408,0.20808149201141313,-3.251762815015269e-06,0.9993304370731474
409,0.20807825141667,-3.2405947431313198e-06,0.9993304950509986
410,0.2080750219907924,-3.2294258776044416e-06,0.9993305533097399
411,0.20807180364363934,-3.2183471530555785e-06,0.999330611847252
412,0.2080685963091864,-3.207334452942634e-06,0.9993306706614256
413,0.20806539992031386,-3.1963888725283773e-06,0.9993307297501606
414,0.20806221435977612,-3.185560537743992e-06,0.9993307891113672
415,0.20805903970351447,-3.17465626165081e-06,0.9993308487429654
416,0.208055875779769,-3.163923745469477e-06,0.9993309086428852
417,0.20805272252697898,-3.1532527900168805e-06,0.9993309688090664
418,0.208049579899193,-3.1426277859736285e-06,0.9993310292394589
419,0.20804644783235798,-3.132066835026537e-06,0.9993310899320229
420,0.20804332626465255,-3.121567705433037e-06,0.9993311508847286
421,0.20804021516413707,-3.1111005154849103e-06,0.9993312120955564
422,0.20803711438195885,-3.1007821782169653e-06,0.999331273562497
423,0.2080340239439603,-3.0904379985374764e-06,0.9993313352835511
424,0.2080309437491471,-3.080194813209758e-06,0.9993313972567301
425,0.2080278737764949,-3.0699726522032122e-06,0.9993314594800553
426,0.20802481392660896,-3.0598498859391032e-06,0.9993315219515586
427,0.20802176415613066,-3.0497704782972423e-06,0.9993315846692821
428,0.20801872440483482,-3.039751295841331e-06,0.9993316476312785
429,0.20801569459119496,-3.0298136398654307e-06,0.9993317108356105
430,0.20801267473107762,-3.019860117331463e-06,0.9993317742803517
431,0.20800966469496077,-3.01003611685724e-06,0.9993318379635857
432,0.2080066644497799,-3.0002451808786024e-06,0.9993319018834068
433,0.20800367394144798,-2.9905083319126113e-06,0.9993319660379196
434,0.2080006931129154,-2.9808285325616524e-06,0.9993320304252393
