Matrix size,Predicted Coefficient,Original Coefficient,Error,Formula
139,0.21209016200936118,0.2099148346193078,0.010362904527440665,0.61532 * exp(-((x)^0.01279)
140,0.21206945560754134,0.2098991563478068,0.01033972359630797,0.61532 * exp(-((x)^0.01279)
141,0.2120488967059728,0.2098836487987037,0.010316420167374541,0.61532 * exp(-((x)^0.01279)
142,0.21202848321913645,0.2098683088149874,0.010292999530736186,0.61532 * exp(-((x)^0.01279)
143,0.21200821310542783,0.2098531333230113,0.010269466785131917,0.61532 * exp(-((x)^0.01279)
144,0.21198808436593294,0.2098381193249754,0.010245826868224572,0.61532 * exp(-((x)^0.01279)
145,0.2119680950432462,0.2098232638994201,0.01022208454851908,0.61532 * exp(-((x)^0.01279)
146,0.21194824322032946,0.2098085641985838,0.010198244432579311,0.61532 * exp(-((x)^0.01279)
147,0.21192852701940929,0.2097940174514406,0.010174310945080868,0.61532 * exp(-((x)^0.01279)
148,0.21190894460091225,0.2097796209418862,0.01015028842871213,0.61532 * exp(-((x)^0.01279)
149,0.21188949416243572,0.2097653720417043,0.010126180980477071,0.61532 * exp(-((x)^0.01279)
150,0.21187017393775304,0.2097512681028586,0.01010199296556986,0.61532 * exp(-((x)^0.01279)
151,0.2118509821958523,0.2097373068091093,0.010077727319473748,0.61532 * exp(-((x)^0.01279)
152,0.211831917240006,0.2097234855417241,0.010053388598018652,0.61532 * exp(-((x)^0.01279)
153,0.21181297740687197,0.2097098018916038,0.01002898050685908,0.61532 * exp(-((x)^0.01279)
154,0.21179416106562288,0.2096962536037355,0.010004506164672843,0.61532 * exp(-((x)^0.01279)
155,0.2117754666171049,0.2096828383727927,0.009979969083553395,0.61532 * exp(-((x)^0.01279)
156,0.21175689249302226,0.2096695539660542,0.00995537257310147,0.61532 * exp(-((x)^0.01279)
157,0.21173843715514867,0.2096563982174133,0.009930719765472168,0.61532 * exp(-((x)^0.01279)
158,0.2117200990945636,0.2096433689970933,0.009906013757578483,0.61532 * exp(-((x)^0.01279)
159,0.21170187683091243,0.2096304642288595,0.009881257524629199,0.61532 * exp(-((x)^0.01279)
160,0.2116837689116901,0.2096176818311328,0.009856454200374837,0.61532 * exp(-((x)^0.01279)
161,0.21166577391154678,0.2096050199927676,0.0098316057451787,0.61532 * exp(-((x)^0.01279)
162,0.21164789043161542,0.2095924766060702,0.009806715674286244,0.61532 * exp(-((x)^0.01279)
163,0.2116301170988595,0.2095800498371549,0.009781786306938734,0.61532 * exp(-((x)^0.01279)
164,0.21161245256544128,0.2095677378287636,0.00975682019504556,0.61532 * exp(-((x)^0.01279)
165,0.21159489550810864,0.2095555387775537,0.009731819747889123,0.61532 * exp(-((x)^0.01279)
166,0.21157744462760114,0.2095434509104214,0.009706787343352785,0.61532 * exp(-((x)^0.01279)
167,0.21156009864807324,0.2095314724092961,0.009681725687559003,0.61532 * exp(-((x)^0.01279)
168,0.21154285631653533,0.2095196018432063,0.009656635730164839,0.61532 * exp(-((x)^0.01279)
169,0.2115257164023108,0.2095078372922917,0.009631520882934282,0.61532 * exp(-((x)^0.01279)
170,0.21150867769650958,0.2094961772267032,0.009606382782004614,0.61532 * exp(-((x)^0.01279)
171,0.21149173901151702,0.209484620147715,0.009581223014781428,0.61532 * exp(-((x)^0.01279)
172,0.21147489918049725,0.2094731642994806,0.009556044506755068,0.61532 * exp(-((x)^0.01279)
173,0.21145815705691168,0.2094618082222328,0.009530848853175292,0.61532 * exp(-((x)^0.01279)
174,0.21144151151405077,0.2094505505542902,0.00950563727090562,0.61532 * exp(-((x)^0.01279)
175,0.21142496144457945,0.209439389807563,0.009480411678246585,0.61532 * exp(-((x)^0.01279)
176,0.21140850576009546,0.2094283244247194,0.009455174417383303,0.61532 * exp(-((x)^0.01279)
177,0.2113921433907003,0.2094173531405964,0.009429926510331263,0.61532 * exp(-((x)^0.01279)
178,0.21137587328458207,0.2094064745437121,0.009404669770412766,0.61532 * exp(-((x)^0.01279)
179,0.21135969440761013,0.2093956872912688,0.009379405764023147,0.61532 * exp(-((x)^0.01279)
180,0.2113436057429412,0.2093849900677858,0.00935413600813183,0.61532 * exp(-((x)^0.01279)
181,0.21132760629063577,0.2093743815916086,0.009328861937068307,0.61532 * exp(-((x)^0.01279)
182,0.21131169506728617,0.2093638605954127,0.009303584994726376,0.61532 * exp(-((x)^0.01279)
183,0.21129587110565348,0.2093534258482997,0.009278306526310747,0.61532 * exp(-((x)^0.01279)
184,0.21128013345431557,0.2093430761350327,0.009253027876753892,0.61532 * exp(-((x)^0.01279)
185,0.21126448117732374,0.2093328102667585,0.00922775033738691,0.61532 * exp(-((x)^0.01279)
186,0.21124891335386928,0.2093226270851543,0.009202475124351156,0.61532 * exp(-((x)^0.01279)
187,0.2112334290779586,0.2093125254404248,0.009177203483126187,0.61532 * exp(-((x)^0.01279)
188,0.21121802745809715,0.2093025042176921,0.00915193655978791,0.61532 * exp(-((x)^0.01279)
189,0.21120270761698157,0.2092925623166221,0.009126675497764485,0.61532 * exp(-((x)^0.01279)
190,0.21118746869120025,0.2092826986609089,0.009101421390678661,0.61532 * exp(-((x)^0.01279)
191,0.2111723098309417,0.2092729121927931,0.009076175307384218,0.61532 * exp(-((x)^0.01279)
192,0.2111572301997101,0.2092632018769419,0.009050938271899386,0.61532 * exp(-((x)^0.01279)
193,0.21114222897404883,0.2092535666937878,0.009025711294206061,0.61532 * exp(-((x)^0.01279)
194,0.21112730534327076,0.2092440056720005,0.009000495212381016,0.61532 * exp(-((x)^0.01279)
195,0.2111124585091957,0.2092345177580567,0.008975291320290138,0.61532 * exp(-((x)^0.01279)
196,0.21109768768589438,0.2092251020634916,0.00895010017409155,0.61532 * exp(-((x)^0.01279)
197,0.2110829920994391,0.2092157576212203,0.008924922766091897,0.61532 * exp(-((x)^0.01279)
198,0.2110683709876605,0.2092064835031439,0.00889975995647678,0.61532 * exp(-((x)^0.01279)
199,0.2110538235999107,0.209197278802181,0.008874612558824296,0.61532 * exp(-((x)^0.01279)
200,0.21103934919683226,0.209188142622976,0.008849481383812127,0.61532 * exp(-((x)^0.01279)
201,0.21102494705013283,0.2091790740900742,0.008824367198717948,0.61532 * exp(-((x)^0.01279)
202,0.21101061644236543,0.2091700723410054,0.008799270759726238,0.61532 * exp(-((x)^0.01279)
203,0.21099635666671435,0.2091611365324548,0.008774192781146902,0.61532 * exp(-((x)^0.01279)
204,0.21098216702678596,0.2091522658329276,0.00874913396979456,0.61532 * exp(-((x)^0.01279)
205,0.21096804683640502,0.2091434594248842,0.008724095013720241,0.61532 * exp(-((x)^0.01279)
206,0.21095399541941548,0.2091347165094048,0.008699076558763846,0.61532 * exp(-((x)^0.01279)
207,0.2109400121094867,0.2091260362969987,0.008674079251958023,0.61532 * exp(-((x)^0.01279)
208,0.21092609624992378,0.2091174180135203,0.008649103712090352,0.61532 * exp(-((x)^0.01279)
209,0.21091224719348267,0.2091088608997464,0.008624150530860946,0.61532 * exp(-((x)^0.01279)
210,0.21089846430218992,0.2091003642073603,0.008599220291393067,0.61532 * exp(-((x)^0.01279)
211,0.21088474694716625,0.2090919272344964,0.008574313395940893,0.61532 * exp(-((x)^0.01279)
212,0.21087109450845465,0.2090835491646984,0.008549430841869675,0.61532 * exp(-((x)^0.01279)
213,0.21085750637485234,0.2090752293841527,0.008524572690650479,0.61532 * exp(-((x)^0.01279)
