Matrix size,Coefficient,R square
220,0.20901856492020585,0.9993264428244054
221,0.20901068702555117,0.9993264364522415
222,0.20900286150948483,0.9993264296452974
223,0.20899508777424589,0.9993264224420517
224,0.20898736527185413,0.9993264148796202
225,0.2089796932831148,0.9993264069937999
226,0.20897207137507842,0.9993263988191146
227,0.2089644989388688,0.9993263903888557
228,0.2089569754203476,0.9993263817351241
229,0.20894950027212447,0.9993263728888694
230,0.20894207290005107,0.9993263638799276
231,0.20893469295514966,0.9993263547370582
232,0.20892735973617982,0.9993263454879796
233,0.2089200727921126,0.9993263361594035
234,0.20891283161743335,0.9993263267770676
235,0.2089056357169271,0.9993263173657679
236,0.20889848460049318,0.9993263079493897
237,0.20889137778758213,0.9993262985509369
238,0.20888431475655844,0.9993262891925611
239,0.20887729518003087,0.9993262798955895
240,0.20887031845945409,0.9993262706805516
241,0.2088633841728753,0.9993262615672053
242,0.20885649191697975,0.999326252574562
243,0.20884964124186445,0.9993262437209107
244,0.2088428316291031,0.9993262350238417
245,0.2088360627260688,0.999326226500269
246,0.20882933415475494,0.9993262181664527
247,0.2088226454233639,0.9993262100380194
248,0.20881599615271265,0.9993262021299834
249,0.20880938593580006,0.9993261944567662
250,0.2088028143778303,0.9993261870322158
251,0.20879628105256443,0.9993261798696248
252,0.2087897856757481,0.999326172981749
253,0.2087833277668015,0.9993261663808243
254,0.20877690698396698,0.9993261600785834
255,0.20877052295809193,0.9993261540862725
256,0.20876417532525854,0.999326148414666
257,0.2087578637235568,0.9993261430740833
258,0.2087515878036313,0.9993261380744016
259,0.2087453472132549,0.9993261334250717
260,0.20873914160710846,0.9993261291351309
261,0.20873297064751614,0.9993261252132163
262,0.20872683399617498,0.9993261216675782
263,0.20872073132676572,0.9993261185060923
264,0.2087146623106531,0.9993261157362718
265,0.20870862662522782,0.9993261133652788
266,0.20870262395621428,0.999326111399936
267,0.20869665398861736,0.9993261098467376
268,0.20869071641398132,0.9993261087118601
269,0.2086848109267118,0.9993261080011717
270,0.20867893722735403,0.9993261077202434
271,0.20867309501857623,0.999326107874358
272,0.20866728401903312,0.9993261084685194
273,0.2086615038645383,0.9993261095074619
274,0.20865575448327944,0.9993261109956587
275,0.20865003529145298,0.9993261129373306
276,0.20864434622098474,0.9993261153364543
277,0.2086386869392368,0.9993261181967699
278,0.20863305717681757,0.999326121521789
279,0.20862745666767973,0.999326125314802
280,0.2086218851456269,0.9993261295788857
281,0.2086163423038051,0.9993261343169093
282,0.20861082803044276,0.9993261395315428
283,0.20860534192451446,0.999326145225262
284,0.20859988378472177,0.9993261514003557
285,0.2085944533537749,0.9993261580589321
286,0.20858905041733583,0.9993261652029239
287,0.20858367470281639,0.999326172834095
288,0.20857832598326803,0.9993261809540455
289,0.2085730040218755,0.9993261895642176
290,0.20856770858725523,0.9993261986659007
291,0.20856243944876532,0.9993262082602363
292,0.20855719637956938,0.9993262183482234
293,0.208551979155305,0.9993262289307231
294,0.20854678755540212,0.9993262400084632
295,0.2085416213616779,0.9993262515820427
296,0.2085364803556602,0.9993262636519362
297,0.20853136434231567,0.9993262762184987
298,0.20852627306129173,0.9993262892819688
299,0.20852120634109883,0.999326302842473
300,0.2085161639929862,0.9993263169000304
301,0.20851114578084232,0.999326331454555
302,0.2085061515142495,0.9993263465058605
303,0.20850118099407577,0.9993263620536635
304,0.20849623402470316,0.9993263780975866
305,0.20849131041239916,0.9993263946371623
306,0.2084864099634623,0.9993264116718357
307,0.20848153248991005,0.9993264292009678
308,0.20847667780382456,0.9993264472238386
309,0.20847184571982044,0.9993264657396499
310,0.20846703605352992,0.9993264847475286
311,0.20846224862766294,0.9993265042465286
312,0.20845748325829716,0.9993265242356342
313,0.2084527397723707,0.9993265447137624
314,0.20844801799386953,0.9993265656797655
315,0.20844331774767583,0.9993265871324337
316,0.20843863886611813,0.9993266090704969
317,0.20843398111015154,0.9993266314926276
318,0.20842934451613587,0.999326654397443
319,0.20842472871657958,0.9993266777835066
320,0.20842013358631262,0.9993267016493315
321,0.2084155590496757,0.9993267259933808
322,0.20841100486035102,0.9993267508140712
323,0.20840647088921638,0.9993267761097737
324,0.2084019569806973,0.9993268018788161
325,0.20839746298002912,0.9993268281194844
326,0.20839298873207743,0.9993268548300248
327,0.20838853412755542,0.9993268820086455
328,0.20838409889645007,0.9993269096535179
329,0.20837968301019674,0.9993269377627786
330,0.20837528628233198,0.9993269663345306
331,0.20837090856813967,0.9993269953668451
332,0.20836654972575533,0.9993270248577628
333,0.20836220961090696,0.9993270548052953
334,0.20835788808423297,0.9993270852074263
335,0.2083535850062681,0.9993271160621132
336,0.20834930024201595,0.9993271473672883
337,0.20834503365183502,0.99932717912086
338,0.20834078510554205,0.9993272113207138
339,0.20833655446679658,0.9993272439647137
340,0.20833234160382624,0.9993272770507035
341,0.20832814638885588,0.9993273105765073
342,0.20832396869103822,0.9993273445399311
343,0.20831980838277045,0.9993273789387639
344,0.20831566533865561,0.9993274137707779
345,0.20831153943338038,0.9993274490337305
346,0.20830743060824608,0.9993274847253644
347,0.20830333854391597,0.9993275208434089
348,0.20829926331767512,0.9993275573855808
349,0.20829520474035285,0.999327594349585
350,0.20829116269731632,0.9993276317331157
351,0.20828713706879992,0.9993276695338567
352,0.20828312773882351,0.9993277077494827
353,0.20827913459199923,0.9993277463776595
354,0.20827515751439538,0.9993277854160453
355,0.20827119639307512,0.9993278248622909
356,0.2082672511160033,0.9993278647140407
357,0.2082633215973989,0.999327904968933
358,0.2082594076527684,0.9993279456246013
359,0.2082555092509991,0.9993279866786738
360,0.20825162625445856,0.9993280281287755
361,0.2082477585623493,0.9993280699725274
362,0.20824390606535295,0.9993281122075477
363,0.20824006866077355,0.9993281548314523
364,0.20823624624506187,0.9993281978418553
365,0.20823243873865394,0.9993282412363693
366,0.20822864597149396,0.9993282850126062
367,0.208224867911886,0.9993283291681775
368,0.2082211044383346,0.9993283737006946
369,0.20821735546649367,0.9993284186077698
370,0.20821362085465775,0.9993284638870158
371,0.20820990055045244,0.9993285095360472
372,0.2082061944372019,0.99932855555248
373,0.20820250243999672,0.9993286019339322
374,0.2081988244442489,0.9993286486780248
375,0.20819516036480756,0.9993286957823811
376,0.20819151010865372,0.9993287432446281
377,0.2081878735862438,0.9993287910623958
378,0.2081842507052522,0.9993288392333183
379,0.20818064137673548,0.999328887755034
380,0.20817704551258792,0.9993289366251856
381,0.20817346302424158,0.9993289858414205
382,0.20816989382314477,0.9993290354013911
383,0.2081663378297383,0.9993290853027552
384,0.20816279495178316,0.9993291355431762
385,0.2081592651057319,0.999329186120323
386,0.20815574820931093,0.9993292370318706
387,0.2081522441781374,0.9993292882755006
388,0.2081487529304912,0.9993293398489007
389,0.20814527438503538,0.9993293917497654
390,0.20814180846037292,0.9993294439757962
391,0.20813835507584447,0.9993294965247014
392,0.20813491415329743,0.9993295493941967
393,0.20813148561245318,0.9993296025820055
394,0.20812806937716485,0.9993296560858584
395,0.2081246653689957,0.9993297099034943
396,0.20812127351154353,0.9993297640326595
397,0.20811789372882736,0.9993298184711088
398,0.20811452594465876,0.9993298732166049
399,0.20811117008713398,0.9993299282669195
400,0.2081078260790348,0.9993299836198319
401,0.20810449384849053,0.999330039273131
402,0.20810117332422118,0.9993300952246138
403,0.20809786443219971,0.9993301514720865
404,0.2080945671012205,0.9993302080133641
405,0.20809128126165213,0.999330264846271
406,0.20808800684278778,0.9993303219686404
407,0.20808474377422814,0.9993303793783151
408,0.20808149201141313,0.9993304370731474
409,0.20807825141667,0.9993304950509986
410,0.2080750219907924,0.9993305533097399
411,0.20807180364363934,0.999330611847252
412,0.2080685963091864,0.9993306706614256
413,0.20806539992031386,0.9993307297501606
414,0.20806221435977612,0.9993307891113672
415,0.20805903970351447,0.9993308487429654
416,0.208055875779769,0.9993309086428852
417,0.20805272252697898,0.9993309688090664
418,0.208049579899193,0.9993310292394589
419,0.20804644783235798,0.9993310899320229
420,0.20804332626465255,0.9993311508847286
421,0.20804021516413707,0.9993312120955564
422,0.20803711438195885,0.999331273562497
423,0.2080340239439603,0.9993313352835511
424,0.2080309437491471,0.9993313972567301
425,0.2080278737764949,0.9993314594800553
426,0.20802481392660896,0.9993315219515586
427,0.20802176415613066,0.9993315846692821
428,0.20801872440483482,0.9993316476312785
429,0.20801569459119496,0.9993317108356105
430,0.20801267473107762,0.9993317742803517
431,0.20800966469496077,0.9993318379635857
432,0.2080066644497799,0.9993319018834068
433,0.20800367394144798,0.9993319660379196
434,0.2080006931129154,0.9993320304252393
435,0.2079977219100369,0.9993320950434914
436,0.20799476027752686,0.9993321598908117
437,0.20799180816176574,0.9993322249653469
438,0.2079888655534331,0.9993322902652537
439,0.20798593226655568,0.9993323557886995
440,0.2079830083816077,0.9993324215338621
441,0.20798009380032229,0.9993324874989297
442,0.20797718847170504,0.9993325536821007
443,0.2079742923451504,0.9993326200815844
444,0.20797140536807052,0.9993326866956002
445,0.20796852749112027,0.9993327535223776
446,0.2079656586618462,0.999332820560157
447,0.2079627988316255,0.999332887807189
448,0.20795994795157483,0.9993329552617343
449,0.20795710597146685,0.999333022922064
450,0.2079542728426408,0.9993330907864598
451,0.20795144847707625,0.9993331588532132
452,0.20794863294551544,0.9993332271206262
453,0.2079458260819096,0.9993332955870111
454,0.20794302787842733,0.9993333642506903
455,0.20794023828810668,0.9993334331099962
456,0.20793745726420157,0.9993335021632718
457,0.20793468476095356,0.9993335714088696
458,0.2079319207274073,0.9993336408451527
459,0.20792916513233012,0.9993337104704942
460,0.20792641791615554,0.9993337802832769
461,0.20792367903936457,0.9993338502818939
462,0.20792094845673648,0.9993339204647482
463,0.20791822612426675,0.9993339908302528
464,0.20791551199833214,0.9993340613768301
465,0.207912806036513,0.9993341321029132
466,0.20791010821532574,0.9993342030069444
467,0.20790741842900262,0.9993342740873761
468,0.20790473669934104,0.9993343453426702
469,0.20790206295000047,0.9993344167712985
470,0.20789939717351757,0.9993344883717424
471,0.20789673929629715,0.9993345601424932
472,0.20789408928566502,0.9993346320820514
473,0.20789144710227297,0.9993347041889272
474,0.20788881270570067,0.9993347764616406
475,0.20788618605512507,0.9993348488987207
476,0.20788356710922445,0.9993349214987063
477,0.20788095583099295,0.9993349942601455
478,0.20787835217878298,0.9993350671815957
479,0.20787575611371384,0.9993351402616238
480,0.20787316759764715,0.999335213498806
481,0.20787058659227517,0.9993352868917275
482,0.20786801305819094,0.9993353604389826
483,0.20786544695848194,0.9993354341391754
484,0.20786288825345758,0.9993355079909184
485,0.20786033690767997,0.9993355819928336
486,0.2078577928831703,0.9993356561435518
487,0.20785525614186295,0.9993357304417129
488,0.20785272664994475,0.9993358048859656
489,0.20785020436884177,0.9993358794749678
490,0.20784768922452868,0.9993359542073857
491,0.20784518129507606,0.999336029081895
492,0.20784268043147486,0.9993361040971795
493,0.20784018663569118,0.9993361792519323
494,0.20783769987342995,0.9993362545448545
495,0.20783522009835242,0.9993363299746566
496,0.20783274725600853,0.999336405540057
497,0.2078302814357341,0.9993364812397829
498,0.20782782245834372,0.9993365570725702
499,0.20782537032603765,0.9993366330371628
500,0.2078229250527215,0.9993367091323134
501,0.20782048655731883,0.9993367853567829
502,0.2078180548233285,0.9993368617093406
503,0.2078156298151957,0.9993369381887636
504,0.20781321150291399,0.9993370147938379
505,0.20781079985331097,0.999337091523357
506,0.20780839483249675,0.9993371683761233
507,0.20780599641096661,0.9993372453509466
508,0.20780360455444938,0.999337322446645
509,0.20780121923258305,0.9993373996620446
510,0.20779884041393115,0.9993374769959793
511,0.2077964680665952,0.9993375544472911
512,0.20779410216081887,0.9993376320148297
513,0.20779174266444356,0.9993377096974527
514,0.20778938954692147,0.9993377874940256
515,0.2077870427793841,0.999337865403421
516,0.20778470233047003,0.99933794342452
517,0.2077823681706722,0.9993380215562107
518,0.2077800402689157,0.9993380997973891
519,0.2077777185979668,0.9993381781469586
520,0.20777540317926113,0.9993382566038301
521,0.20777309382626863,0.9993383351669223
522,0.2077707906681456,0.9993384138351605
523,0.20776849362349017,0.9993384926074781
524,0.2077662026633302,0.9993385714828156
525,0.20776391775952618,0.9993386504601206
526,0.20776163888399754,0.999338729538348
527,0.20775936602890321,0.9993388087164601
528,0.20775709910584772,0.999338887993426
529,0.20775483814663237,0.999338967368222
530,0.20775258310549133,0.9993390468398317
531,0.20775033395419,0.9993391264072453
532,0.2077480906650151,0.9993392060694603
533,0.2077458532125451,0.9993392858254809
534,0.20774362156828755,0.9993393656743182
535,0.2077413957073607,0.9993394456149904
536,0.20773917560187646,0.9993395256465222
537,0.20773696122712468,0.9993396057679449
538,0.2077347525556838,0.9993396859782969
539,0.20773254956252965,0.9993397662766231
540,0.20773035220671487,0.9993398466619751
541,0.20772816050694612,0.9993399271334108
542,0.20772597439327975,0.9993400076899949
543,0.20772379385621378,0.9993400883307985
544,0.2077216188700568,0.9993401690548991
545,0.20771944940918205,0.9993402498613808
546,0.20771728545060777,0.9993403307493339
547,0.20771512696380368,0.9993404117178551
548,0.2077129739381219,0.9993404927660474
549,0.2077108263074513,0.99934057389302
550,0.20770868413729643,0.9993406550978883
551,0.20770654731951368,0.9993407363797738
552,0.20770441585695726,0.9993408177378045
553,0.20770228972745447,0.999340899171114
554,0.2077001689060508,0.9993409806788423
555,0.20769805337049174,0.9993410622601351
556,0.2076959430977637,0.9993411439141443
557,0.20769383806294803,0.9993412256400277
558,0.20769173824538464,0.999341307436949
559,0.20768964362077633,0.9993413893040778
560,0.20768755416725126,0.9993414712405893
561,0.2076854698615386,0.9993415532456645
562,0.20768339068205946,0.9993416353184906
563,0.20768131660594394,0.9993417174582598
564,0.20767924761183018,0.9993417996641706
565,0.2076771836766726,0.9993418819354267
566,0.20767512478415262,0.9993419642712376
567,0.2076730708987491,0.999342046670818
568,0.20767102201283158,0.9993421291333889
569,0.20766897809798962,0.9993422116581759
570,0.2076669391370414,0.9993422942444107
571,0.2076649051061702,0.9993423768913299
572,0.2076628759849135,0.9993424595981758
573,0.2076608517522999,0.9993425423641958
574,0.20765883238712787,0.9993426251886429
575,0.20765681786926046,0.9993427080707753
576,0.2076548081784818,0.999342791009856
577,0.20765280329392966,0.9993428740051538
578,0.20765080319523035,0.9993429570559421
579,0.2076488078622155,0.9993430401615
580,0.20764681727497686,0.9993431233211112
581,0.20764483141395448,0.9993432065340646
582,0.2076428502584794,0.9993432897996544
583,0.20764087378938334,0.9993433731171792
584,0.2076389019875057,0.9993434564859432
585,0.20763693483329493,0.9993435399052553
586,0.2076349722801626,0.9993436233744288
587,0.20763301438841825,0.9993437068927826
588,0.207631061060489,0.99934379045964
589,0.20762911230316033,0.9993438740743291
590,0.20762716809781864,0.9993439577361829
591,0.2076252284251129,0.999344041444539
592,0.20762329326730652,0.9993441251987398
593,0.20762136260444597,0.9993442089981324
594,0.20761943641945432,0.9993442928420682
595,0.2076175146934715,0.9993443767299035
596,0.20761559740882066,0.9993444606609992
597,0.20761368454626514,0.9993445446347206
598,0.20761177608850553,0.9993446286504375
599,0.20760987201742226,0.9993447127075241
600,0.2076079723152086,0.9993447968053594
601,0.20760607696473657,0.9993448809433263
602,0.2076041860015645,0.9993449651208124
603,0.2076022992159995,0.9993450493372097
604,0.2076004168445636,0.9993451335919143
605,0.2075985387244134,0.999345217884327
606,0.20759666486772677,0.9993453022138521
607,0.20759479527110591,0.9993453865798989
608,0.20759292985382793,0.9993454709818805
609,0.20759106871273925,0.9993455554192144
610,0.20758921173783562,0.9993456398913221
611,0.20758735895357414,0.9993457243976291
612,0.20758551032685335,0.9993458089375655
613,0.20758366584637705,0.9993458935105647
614,0.20758182549659915,0.9993459781160648
615,0.207579989260284,0.9993460627535076
616,0.2075781571216528,0.9993461474223388
617,0.2075763290638636,0.9993462321220085
618,0.20757450507246378,0.9993463168519701
619,0.20757268512960003,0.9993464016116813
620,0.20757086921964962,0.9993464864006036
621,0.2075690573285188,0.9993465712182025
622,0.2075672494353933,0.9993466560639468
623,0.20756544553537135,0.9993467409373097
624,0.20756364560269666,0.9993468258377678
625,0.2075618496249962,0.9993469107648015
626,0.2075600575884796,0.9993469957178952
627,0.20755826946872113,0.9993470806965365
628,0.20755648527213924,0.9993471657002171
629,0.20755470494292583,0.999347250728432
630,0.20755292853371995,0.99934733578068
631,0.2075511559692007,0.9993474208564636
632,0.20754938728492567,0.9993475059552885
633,0.2075476223733333,0.9993475910766644
634,0.2075458613128507,0.999347676220104
635,0.20754410405774273,0.999347761385124
636,0.20754235059320053,0.9993478465712443
637,0.20754060090816484,0.9993479317779882
638,0.20753885498027239,0.9993480170048825
639,0.20753711281430887,0.9993481022514575
640,0.20753537435776553,0.9993481875172466
641,0.20753363963299457,0.999348272801787
642,0.20753190861359333,0.9993483581046185
643,0.20753018128558923,0.9993484434252851
644,0.20752845763479122,0.9993485287633334
645,0.20752673764709506,0.9993486141183133
646,0.20752502130969777,0.9993486994897786
647,0.20752330860861026,0.9993487848772854
648,0.20752159952962626,0.9993488702803937
649,0.20751989406154814,0.9993489556986661
650,0.20751819218556924,0.9993490411316689
651,0.20751649393482974,0.9993491265789711
652,0.2075147991691328,0.9993492120401452
653,0.20751310800078432,0.9993492975147662
654,0.2075114203748986,0.9993493830024128
655,0.20750973627796293,0.9993494685026664
656,0.20750805567436992,0.9993495540151113
657,0.20750637861933408,0.9993496395393351
658,0.20750470504190055,0.9993497250749283
659,0.20750303492119873,0.9993498106214841
660,0.20750136827535876,0.999349896178599
661,0.20749970508106852,0.9993499817458723
662,0.20749804535116145,0.999350067322906
663,0.20749638899797823,0.9993501529093053
664,0.2074947360839043,0.9993502385046779
665,0.2074930865713471,0.9993503241086346
666,0.20749144044804377,0.9993504097207888
667,0.20748979770119236,0.999350495340757
668,0.2074881583194286,0.9993505809681584
669,0.20748652228977593,0.9993506666026147
670,0.20748488960099082,0.9993507522437506
671,0.20748326023995367,0.9993508378911933
672,0.20748163419549853,0.999350923544573
673,0.20748001145461928,0.9993510092035223
674,0.20747839200170126,0.9993510948676766
675,0.20747677583971658,0.9993511805366739
676,0.2074751629413129,0.999351266210155
677,0.2074735533358416,0.9993513518877631
678,0.20747194690337692,0.999351437569144
679,0.20747034374123569,0.9993515232539462
680,0.20746874380158867,0.9993516089418207
681,0.20746714707227115,0.999351694632421
682,0.20746555354322155,0.9993517803254032
683,0.20746396320247748,0.9993518660204257
684,0.2074623760376339,0.9993519517171497
685,0.20746079203889217,0.9993520374152388
686,0.20745921119443372,0.9993521231143588
687,0.20745763349335242,0.9993522088141782
688,0.20745605892455796,0.9993522945143678
689,0.2074544874593902,0.9993523802146008
690,0.20745291914939856,0.9993524659145528
691,0.2074513539020143,0.9993525516139019
692,0.2074497917528057,0.9993526373123284
693,0.20744823268072274,0.9993527230095148
694,0.20744667667623498,0.9993528087051464
695,0.20744512372796994,0.9993528943989103
696,0.20744357382535103,0.9993529800904961
697,0.20744202695801378,0.9993530657795957
698,0.2074404831146568,0.9993531514659033
699,0.2074389422860091,0.9993532371491152
700,0.20743740446082162,0.99935332282893
701,0.20743586962857782,0.9993534085050484
702,0.20743433778037185,0.9993534941771736
703,0.20743280890386975,0.9993535798450106
