State,Predicted energy,Original energy,Error,Formula
1,-0.02545797685266437,-0.0368449291144976,-0.3090507306025114,0.01139x^(-2)+ -0.0368449291145283
2,-0.03399819104906232,-0.0286598303783775,0.18626630375008651,0.01139x^(-2)+ -0.0368449291145283
3,-0.03557971219654342,-0.0198932990990553,0.7885274845253317,0.01139x^(-2)+ -0.0368449291145283
4,-0.03613324459816181,-0.0143797002784067,1.5127953920167136,0.01139x^(-2)+ -0.0368449291145283
5,-0.03638945102405374,-0.0108739851159334,2.346468717410062,0.01139x^(-2)+ -0.0368449291145283
6,-0.036528624885032085,-0.0085334096187468,3.2806599609121543,0.01139x^(-2)+ -0.0368449291145283
7,-0.036612542333673934,-0.0068962894986633,4.309020501643747,0.01139x^(-2)+ -0.0368449291145283
8,-0.03666700798543668,-0.0057053747866506,5.426748348106757,0.01139x^(-2)+ -0.0368449291145283
9,-0.03670434945697443,-0.004810505819396,6.6300395083157735,0.01139x^(-2)+ -0.0368449291145283
10,-0.036731059591909664,-0.0041197834973122,7.915774242960456,0.01139x^(-2)+ -0.0368449291145283
11,-0.03675082207104182,-0.0035745216178296,9.281326006738885,0.01139x^(-2)+ -0.0368449291145283
12,-0.03676585305715425,-0.0031358306849855,10.724438195337148,0.01139x^(-2)+ -0.0368449291145283
13,-0.036777550698777625,-0.002777101865737,12.243140682928255,0.01139x^(-2)+ -0.0368449291145283
14,-0.03678683241931471,-0.0024796170562874,13.835690989476294,0.01139x^(-2)+ -0.0368449291145283
15,-0.036794320437808906,-0.0022298869977987,15.500531405462038,0.01139x^(-2)+ -0.0368449291145283
16,-0.036800448832255396,-0.0020179825886,17.23625686373546,0.01139x^(-2)+ -0.0368449291145283
17,-0.03680552789562912,-0.0018364574546906,19.04159029201686,0.01139x^(-2)+ -0.0368449291145283
18,-0.03680978420013983,-0.001679633764692,20.91536332141416,0.01139x^(-2)+ -0.0368449291145283
19,-0.03681338631047882,-0.0015431175941304,22.856500924172558,0.01139x^(-2)+ -0.0368449291145283
20,-0.036816461733873644,-0.0014234630733488,24.86400899551279,0.01139x^(-2)+ -0.0368449291145283
21,-0.03681910836110004,-0.0013179351958403,26.93696418254056,0.01139x^(-2)+ -0.0368449291145283
22,-0.03682140235365668,-0.0012243394128967,29.0745054564076,0.01139x^(-2)+ -0.0368449291145283
23,-0.036823403684921756,-0.0011408972919705,31.275827056546206,0.01139x^(-2)+ -0.0368449291145283
24,-0.03682516010018479,-0.0010661544921192,33.54017252883047,0.01139x^(-2)+ -0.0368449291145283
25,-0.03682670999090932,-0.0009989117682346,35.86682964601971,0.01139x^(-2)+ -0.0368449291145283
26,-0.036828084510590636,-0.0009381726214857,38.25512604734649,0.01139x^(-2)+ -0.0368449291145283
27,-0.03682930915257787,-0.0008831031416397,40.70442546970801,0.01139x^(-2)+ -0.0368449291145283
28,-0.036830404940724905,-0.0008330008878909,43.214124469875316,0.01139x^(-2)+ -0.0368449291145283
29,-0.03683138933776033,-0.000787270546146,45.783649557403756,0.01139x^(-2)+ -0.0368449291145283
30,-0.036832276945348456,-0.0007454047200997,48.41245467351217,0.01139x^(-2)+ -0.0368449291145283
31,-0.0368330800486991,-0.0007069686495606,51.10001896348847,0.01139x^(-2)+ -0.0368449291145283
32,-0.036833809043960074,-0.0006715879603759,53.84584479945639,0.01139x^(-2)+ -0.0368449291145283
33,-0.03683447277636314,-0.0006389387744574,56.64945601813528,0.01139x^(-2)+ -0.0368449291145283
34,-0.03683507880980351,-0.0006087396717812,59.51039634401089,0.01139x^(-2)+ -0.0368449291145283
35,-0.036835633643294126,-0.0005807451164924,62.428227973357714,0.01139x^(-2)+ -0.0368449291145283
36,-0.036836142885931185,-0.0005547400486168,65.4025302982526,0.01139x^(-2)+ -0.0368449291145283
37,-0.03683661139921649,-0.0005305354098803,68.43289875321915,0.01139x^(-2)+ -0.0368449291145283
38,-0.03683704341351593,-0.0005079644227945,71.5189437694509,0.01139x^(-2)+ -0.0368449291145283
39,-0.03683744262388934,-0.0004868794807631,74.66028982398883,0.01139x^(-2)+ -0.0368449291145283
40,-0.03683781226936464,-0.0004671495365968,77.8565745729501,0.01139x^(-2)+ -0.0368449291145283
41,-0.03683815519884605,-0.0004486578997352,81.10744805917403,0.01139x^(-2)+ -0.0368449291145283
42,-0.036838473926171234,-0.0004313003703009,84.41257198659625,0.01139x^(-2)+ -0.0368449291145283
43,-0.03683877067631204,-0.0004149836520841,87.77161905367382,0.01139x^(-2)+ -0.0368449291145283
44,-0.0368390474243104,-0.0003996239975549,91.18427234027526,0.01139x^(-2)+ -0.0368449291145283
45,-0.036839305928226145,-0.0003851460467293,94.65022474219673,0.01139x^(-2)+ -0.0368449291145283
46,-0.03683954775712667,-0.0003714818286622,98.1691784489034,0.01139x^(-2)+ -0.0368449291145283
47,-0.03683977431495299,-0.0003585698999127,101.7408444599568,0.01139x^(-2)+ -0.0368449291145283
48,-0.03683998686094243,-0.000346354598807,105.36494213686149,0.01139x^(-2)+ -0.0368449291145283
49,-0.03684018652716393,-0.000334785397954,109.04119878676974,0.01139x^(-2)+ -0.0368449291145283
50,-0.036840374333623555,-0.0003238163404144,112.7693492752019,0.01139x^(-2)+ -0.0368449291145283
51,-0.03684055120131728,-0.0003134055473301,116.54913566515243,0.01139x^(-2)+ -0.0368449291145283
52,-0.036840717963543886,-0.0003035147867911,120.38030688073273,0.01139x^(-2)+ -0.0368449291145283
53,-0.03684087537573803,-0.0002941090953436,124.2626183923275,0.01139x^(-2)+ -0.0368449291145283
