State,Predicted energy,Original energy,Error,Formula
1,-0.0368449291145283,-0.0368449291144976,8.333468475233939e-13,0.02141ln(x) + -0.0368449291145283
2,-0.03039886525390791,-0.0286598303783775,0.06067847759637927,0.02141ln(x) + -0.0368449291145283
3,-0.026628159618191132,-0.0198932990990553,0.33854920119587717,0.02141ln(x) + -0.0368449291145283
4,-0.023952801393287516,-0.0143797002784067,0.6657371801591915,0.02141ln(x) + -0.0368449291145283
5,-0.021877632335115714,-0.0108739851159334,1.0119240648084873,0.02141ln(x) + -0.0368449291145283
6,-0.02018209575757074,-0.0085334096187468,1.365068203597455,0.02141ln(x) + -0.0368449291145283
7,-0.018748540007517998,-0.0068962894986633,1.718641671169983,0.02141ln(x) + -0.0368449291145283
8,-0.01750673753266712,-0.0057053747866506,2.068464068938867,0.02141ln(x) + -0.0368449291145283
9,-0.016411390121853962,-0.004810505819396,2.411572657428892,0.02141ln(x) + -0.0368449291145283
10,-0.015431568474495321,-0.0041197834973122,2.7457231635019355,0.02141ln(x) + -0.0368449291145283
11,-0.014545211979342904,-0.0035745216178296,3.0691352674416206,0.02141ln(x) + -0.0368449291145283
12,-0.013736031896950343,-0.0031358306849855,3.3803487103813,0.02141ln(x) + -0.0368449291145283
13,-0.012991658379014694,-0.002777101865737,3.678135339326816,0.02141ln(x) + -0.0368449291145283
14,-0.012302476146897605,-0.0024796170562874,3.961441975769216,0.02141ln(x) + -0.0368449291145283
15,-0.011660862838778544,-0.0022298869977987,4.229351465024871,0.02141ln(x) + -0.0368449291145283
16,-0.011060673672046727,-0.0020179825886,4.481055056931985,0.02141ln(x) + -0.0368449291145283
17,-0.010496882611915736,-0.0018364574546906,4.715832177383175,0.02141ln(x) + -0.0368449291145283
18,-0.00996532626123357,-0.001679633764692,4.933035207267903,0.02141ln(x) + -0.0368449291145283
19,-0.009462517087584554,-0.0015431175941304,5.132077764894522,0.02141ln(x) + -0.0368449291145283
20,-0.008985504613874925,-0.0014234630733488,5.312425507980249,0.02141ln(x) + -0.0368449291145283
21,-0.008531770511180828,-0.0013179351958403,5.473588791094596,0.02141ln(x) + -0.0368449291145283
22,-0.008099148118722515,-0.0012243394128967,5.615116717969984,0.02141ln(x) + -0.0368449291145283
23,-0.007685759868311895,-0.0011408972919705,5.736592261550065,0.02141ln(x) + -0.0368449291145283
24,-0.007289968036329954,-0.0010661544921192,5.837628214499807,0.02141ln(x) + -0.0368449291145283
25,-0.006910335555703126,-0.0009989117682346,5.917863794833375,0.02141ln(x) + -0.0368449291145283
26,-0.006545594518394298,-0.0009381726214857,5.976961774932875,0.02141ln(x) + -0.0368449291145283
27,-0.0061946206255167925,-0.0008831031416397,6.014606033463933,0.02141ln(x) + -0.0368449291145283
28,-0.005856412286277212,-0.0008330008878909,6.030499452533884,0.02141ln(x) + -0.0368449291145283
29,-0.00553007338625576,-0.000787270546146,6.024362099315987,0.02141ln(x) + -0.0368449291145283
30,-0.005214798978158151,-0.0007454047200997,5.995929644047139,0.02141ln(x) + -0.0368449291145283
31,-0.004909863319724574,-0.0007069686495606,5.944951975983922,0.02141ln(x) + -0.0368449291145283
32,-0.0046146098114263345,-0.0006715879603759,5.871191986293878,0.02141ln(x) + -0.0368449291145283
33,-0.004328442483005734,-0.0006389387744574,5.774424492677779,0.02141ln(x) + -0.0368449291145283
34,-0.004050818751295343,-0.0006087396717812,5.654435285024982,0.02141ln(x) + -0.0368449291145283
35,-0.003781243228105413,-0.0005807451164924,5.5110202750278265,0.02141ln(x) + -0.0368449291145283
36,-0.0035192624006131767,-0.0005547400486168,5.343984735531852,0.02141ln(x) + -0.0368449291145283
37,-0.003264460040760253,-0.0005305354098803,5.153142617750593,0.02141ln(x) + -0.0368449291145283
38,-0.003016453226964158,-0.0005079644227945,4.938315936319977,0.02141ln(x) + -0.0368449291145283
